Spp,Colony,Core,Treatment,Rep,Date,ProK,1st  EtOH,2nd EtOH,DNA,qPCR,Targets,Plate,Sample,Sample.Plate
S.sid,22,22-33,N,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate30,Sample 17,Sample 17_Plate30.csv
S.sid,22,22-41,N,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate30,Sample 18,Sample 18_Plate30.csv
S.sid,23,23-73,N,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate30,Sample 19,Sample 19_Plate30.csv
S.sid,23,23-76,N,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate30,Sample 20,Sample 20_Plate30.csv
S.sid,23,23-80,N,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate30,Sample 21,Sample 21_Plate30.csv
S.sid,24,24-17,N,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate30,Sample 22,Sample 22_Plate30.csv
S.sid,24,24-21,N,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate31,Sample 1,Sample 1_Plate31.csv
S.sid,24,24-24,N,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate31,Sample 2,Sample 2_Plate31.csv
S.sid,27,27-67,N,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate31,Sample 3,Sample 3_Plate31.csv
S.sid,27,27-75,N,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate31,Sample 4,Sample 4_Plate31.csv
S.sid,27,27-86,N,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate31,Sample 5,Sample 5_Plate31.csv
S.sid,28,28-13,N,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate31,Sample 6,Sample 6_Plate31.csv
S.sid,28,28-18,N,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate31,Sample 7,Sample 7_Plate31.csv
S.sid,28,28-21,N,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate31,Sample 8,Sample 8_Plate31.csv
S.sid,30,30-16,N,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate31,Sample 9,Sample 9_Plate31.csv
S.sid,30,30-21,N,R2,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/04/13,"C, D, Ssid",Plate31,Sample 10,Sample 10_Plate31.csv
S.sid,30,30-27,N,R2,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/04/13,"C, D, Ssid",Plate31,Sample 11,Sample 11_Plate31.csv
S.sid,20,20-30,NP,R2,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/04/13,"C, D, Ssid",Plate31,Sample 12,Sample 12_Plate31.csv
S.sid,20,20-41,NP,R2,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/04/13,"C, D, Ssid",Plate31,Sample 13,Sample 13_Plate31.csv
S.sid,20,20-48,NP,R2,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/04/13,"C, D, Ssid",Plate31,Sample 14,Sample 14_Plate31.csv
S.sid,22,22-31,NP,R2,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/04/13,"C, D, Ssid",Plate31,Sample 15,Sample 15_Plate31.csv
S.sid,22,22-34,NP,R2,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/04/13,"C, D, Ssid",Plate31,Sample 16,Sample 16_Plate31.csv
S.sid,22,22-38,NP,R2,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/04/13,"C, D, Ssid",Plate31,Sample 17,Sample 17_Plate31.csv
S.sid,23,23-74,NP,R2,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/04/13,"C, D, Ssid",Plate31,Sample 18,Sample 18_Plate31.csv
S.sid,23,23-78,NP,R2,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/04/13,"C, D, Ssid",Plate31,Sample 19,Sample 19_Plate31.csv
S.sid,23,23-81,NP,R2,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/04/13,"C, D, Ssid",Plate31,Sample 20,Sample 20_Plate31.csv
S.sid,24,24-18,NP,R2,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/04/13,"C, D, Ssid",Plate31,Sample 21,Sample 21_Plate31.csv
S.sid,24,24-22,NP,R2,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/04/13,"C, D, Ssid",Plate31,Sample 22,Sample 22_Plate31.csv
S.sid,20,20-1,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate32,Sample 1,Sample 1_Plate32.csv
S.sid,20,20-4,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate32,Sample 2,Sample 2_Plate32.csv
S.sid,20,20-13,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate32,Sample 3,Sample 3_Plate32.csv
S.sid,20,20-19,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate32,Sample 4,Sample 4_Plate32.csv
S.sid,22,22-2,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate32,Sample 5,Sample 5_Plate32.csv
S.sid,22,22-8,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate32,Sample 6,Sample 6_Plate32.csv
S.sid,22,22-16,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate32,Sample 7,Sample 7_Plate32.csv
S.sid,22,22-21,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate32,Sample 8,Sample 8_Plate32.csv
S.sid,23,23-54,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate32,Sample 9,Sample 9_Plate32.csv
S.sid,23,23-57,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate32,Sample 10,Sample 10_Plate32.csv
S.sid,23,23-60,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate32,Sample 11,Sample 11_Plate32.csv
S.sid,23,23-65,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate32,Sample 12,Sample 12_Plate32.csv
S.sid,24,24-2,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate32,Sample 13,Sample 13_Plate32.csv
S.sid,24,24-6,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate32,Sample 14,Sample 14_Plate32.csv
S.sid,24,24-9,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate32,Sample 15,Sample 15_Plate32.csv
S.sid,24,24-12,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate32,Sample 16,Sample 16_Plate32.csv
S.sid,27,27-3,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate32,Sample 17,Sample 17_Plate32.csv
S.sid,27,27-9,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate32,Sample 18,Sample 18_Plate32.csv
S.sid,27,27-19,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate32,Sample 19,Sample 19_Plate32.csv
S.sid,27,27-28,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate32,Sample 20,Sample 20_Plate32.csv
S.sid,28,28-2,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate32,Sample 21,Sample 21_Plate32.csv
S.sid,28,28-5,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate32,Sample 22,Sample 22_Plate32.csv
S.sid,28,28-8,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate33,Sample 1,Sample 1_Plate33.csv
S.sid,30,30-1,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate33,Sample 2,Sample 2_Plate33.csv
S.sid,30,30-4,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate33,Sample 3,Sample 3_Plate33.csv
S.sid,30,30-8,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate33,Sample 4,Sample 4_Plate33.csv
S.sid,30,30-12,Control,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate33,Sample 5,Sample 5_Plate33.csv
S.sid,20,20-2,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate33,Sample 6,Sample 6_Plate33.csv
S.sid,20,20-8,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate33,Sample 7,Sample 7_Plate33.csv
S.sid,20,20-15,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate33,Sample 8,Sample 8_Plate33.csv
S.sid,20,20-22,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate33,Sample 9,Sample 9_Plate33.csv
S.sid,22,22-3,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate33,Sample 10,Sample 10_Plate33.csv
S.sid,22,22-11,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate33,Sample 11,Sample 11_Plate33.csv
S.sid,22,22-17,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate33,Sample 12,Sample 12_Plate33.csv
S.sid,22,22-24,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate33,Sample 13,Sample 13_Plate33.csv
S.sid,23,23-55,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate33,Sample 14,Sample 14_Plate33.csv
S.sid,23,23-58,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate33,Sample 15,Sample 15_Plate33.csv
S.sid,23,23-61,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate33,Sample 16,Sample 16_Plate33.csv
S.sid,23,23-66,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate33,Sample 17,Sample 17_Plate33.csv
S.sid,24,24-3,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate33,Sample 18,Sample 18_Plate33.csv
S.sid,24,24-7,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate33,Sample 19,Sample 19_Plate33.csv
S.sid,24,24-10,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate33,Sample 20,Sample 20_Plate33.csv
S.sid,24,24-14,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate33,Sample 21,Sample 21_Plate33.csv
S.sid,27,27-5,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate33,Sample 22,Sample 22_Plate33.csv
S.sid,27,27-12,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate34,Sample 1,Sample 1_Plate34.csv
S.sid,27,27-21,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate34,Sample 2,Sample 2_Plate34.csv
S.sid,27,27-45,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate34,Sample 3,Sample 3_Plate34.csv
S.sid,28,28-3,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate34,Sample 4,Sample 4_Plate34.csv
S.sid,28,28-6,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate34,Sample 5,Sample 5_Plate34.csv
S.sid,28,28-9,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate34,Sample 6,Sample 6_Plate34.csv
S.sid,30,30-2,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate34,Sample 7,Sample 7_Plate34.csv
S.sid,30,30-5,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate34,Sample 8,Sample 8_Plate34.csv
S.sid,30,30-9,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate34,Sample 9,Sample 9_Plate34.csv
S.sid,30,30-13,N,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate34,Sample 10,Sample 10_Plate34.csv
S.sid,20,20-3,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate34,Sample 11,Sample 11_Plate34.csv
S.sid,20,20-11,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate34,Sample 12,Sample 12_Plate34.csv
S.sid,20,20-17,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate34,Sample 13,Sample 13_Plate34.csv
S.sid,20,20-23,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate34,Sample 14,Sample 14_Plate34.csv
S.sid,22,22-6,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate34,Sample 15,Sample 15_Plate34.csv
S.sid,22,22-12,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate34,Sample 16,Sample 16_Plate34.csv
S.sid,22,22-18,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate34,Sample 17,Sample 17_Plate34.csv
S.sid,22,22-25,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate34,Sample 18,Sample 18_Plate34.csv
S.sid,23,23-56,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate34,Sample 19,Sample 19_Plate34.csv
S.sid,23,23-59,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate34,Sample 20,Sample 20_Plate34.csv
S.sid,23,23-63,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate34,Sample 21,Sample 21_Plate34.csv
S.sid,23,23-67,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate34,Sample 22,Sample 22_Plate34.csv
S.sid,24,24-5,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate35,Sample 1,Sample 1_Plate35.csv
S.sid,24,24-8,NP,R1,Dead,,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate35,Sample 2,Sample 2_Plate35.csv
S.sid,24,24-11,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate35,Sample 3,Sample 3_Plate35.csv
S.sid,24,24-15,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate35,Sample 4,Sample 4_Plate35.csv
S.sid,27,27-6,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate35,Sample 5,Sample 5_Plate35.csv
S.sid,27,27-18,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate35,Sample 6,Sample 6_Plate35.csv
S.sid,27,27-27,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate35,Sample 7,Sample 7_Plate35.csv
S.sid,27,27-46,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate35,Sample 8,Sample 8_Plate35.csv
S.sid,28,28-4,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate35,Sample 9,Sample 9_Plate35.csv
S.sid,28,28-7,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate35,Sample 10,Sample 10_Plate35.csv
S.sid,28,28-10,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate35,Sample 11,Sample 11_Plate35.csv
S.sid,30,30-3,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate35,Sample 12,Sample 12_Plate35.csv
S.sid,30,30-7,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate35,Sample 13,Sample 13_Plate35.csv
S.sid,30,30-10,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate35,Sample 14,Sample 14_Plate35.csv
S.sid,30,30-14,NP,R1,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate35,Sample 15,Sample 15_Plate35.csv
S.sid,20,20-26,Control,R2,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate35,Sample 16,Sample 16_Plate35.csv
S.sid,20,20-32,Control,R2,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate35,Sample 17,Sample 17_Plate35.csv
S.sid,20,20-38,Control,R2,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate35,Sample 18,Sample 18_Plate35.csv
S.sid,20,20-45,Control,R2,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate35,Sample 19,Sample 19_Plate35.csv
S.sid,22,22-26,Control,R2,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate35,Sample 20,Sample 20_Plate35.csv
S.sid,22,22-32,Control,R2,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate35,Sample 21,Sample 21_Plate35.csv
S.sid,22,22-35,Control,R2,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate35,Sample 22,Sample 22_Plate35.csv
S.sid,22,22-39,Control,R2,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate37,Sample 1,Sample 1_Plate37.csv
S.sid,23,23-68,Control,R2,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate37,Sample 2,Sample 2_Plate37.csv
S.sid,23,23-72,Control,R2,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate37,Sample 3,Sample 3_Plate37.csv
S.sid,23,23-75,Control,R2,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate37,Sample 4,Sample 4_Plate37.csv
S.sid,23,23-79,Control,R2,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate37,Sample 5,Sample 5_Plate37.csv
S.sid,24,24-16,Control,R2,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate37,Sample 6,Sample 6_Plate37.csv
S.sid,24,24-19,Control,R2,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate37,Sample 7,Sample 7_Plate37.csv
S.sid,24,24-23,Control,R2,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate37,Sample 8,Sample 8_Plate37.csv
S.sid,27,27-57,Control,R2,2017/11/15,2017/11/20,2017/12/08,2017/12/10,2017/12/11,2017/12/12,Ssid C D,Plate37,Sample 9,Sample 9_Plate37.csv
S.sid,27,27-85,Control,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate37,Sample 10,Sample 10_Plate37.csv
S.sid,27,27-94,Control,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate37,Sample 11,Sample 11_Plate37.csv
S.sid,28,28-11,Control,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate37,Sample 12,Sample 12_Plate37.csv
S.sid,28,28-15,Control,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate37,Sample 13,Sample 13_Plate37.csv
S.sid,28,28-20,Control,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate37,Sample 14,Sample 14_Plate37.csv
S.sid,28,28-29,Control,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate37,Sample 15,Sample 15_Plate37.csv
S.sid,30,30-15,Control,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate37,Sample 16,Sample 16_Plate37.csv
S.sid,30,30-20,Control,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate37,Sample 17,Sample 17_Plate37.csv
S.sid,30,30-23,Control,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate37,Sample 18,Sample 18_Plate37.csv
S.sid,30,30-26,Control,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate37,Sample 19,Sample 19_Plate37.csv
S.sid,20,20-29,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate37,Sample 20,Sample 20_Plate37.csv
S.sid,20,20-33,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate37,Sample 21,Sample 21_Plate37.csv
S.sid,20,20-39,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate37,Sample 22,Sample 22_Plate37.csv
S.sid,20,20-46,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate38,Sample 1,Sample 1_Plate38.csv
S.sid,22,22-27,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate38,Sample 2,Sample 2_Plate38.csv
S.sid,22,22-33,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate38,Sample 3,Sample 3_Plate38.csv
S.sid,22,22-36,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate38,Sample 4,Sample 4_Plate38.csv
S.sid,22,22-41,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate38,Sample 5,Sample 5_Plate38.csv
S.sid,23,23-70,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate38,Sample 6,Sample 6_Plate38.csv
S.sid,23,23-73,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate38,Sample 7,Sample 7_Plate38.csv
S.sid,23,23-76,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate38,Sample 8,Sample 8_Plate38.csv
S.sid,23,23-80,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate38,Sample 9,Sample 9_Plate38.csv
S.sid,24,24-17,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate38,Sample 10,Sample 10_Plate38.csv
S.sid,24,24-21,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate38,Sample 11,Sample 11_Plate38.csv
S.sid,24,24-24,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate38,Sample 12,Sample 12_Plate38.csv
S.sid,24,24-27,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate38,Sample 13,Sample 13_Plate38.csv
S.sid,27,27-67,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate38,Sample 14,Sample 14_Plate38.csv
