"","Sample","Treatment","Replicate","Colony","Core","Date","C.Ssid","D.Ssid","TotalSH","logC.SH","logD.SH","logSH","D.Prp","Community"
"312","24-18_2018-02-23","NP","R2","24","24-18",2018-02-23,0.000158298866494149,3.00631861993314e-06,0.000161305185114082,-3.80052219491085,-5.52196499329475,-3.79235167210118,0.0186374580445566,"C"
"313","24-22_2018-02-23","NP","R2","24","24-22",2018-02-23,0.000197933097159752,7.55814488852135e-06,0.000205491242048273,-3.70348157965909,-5.12158478697812,-3.68720668284465,0.036780861379707,"C"
"314","24-25_2018-02-23","NP","R2","24","24-25",2018-02-23,0.000166815953861285,0,0.000166815953861285,-3.7777624168722,NA,-3.7777624168722,0,"C"
"315","27-75_2018-02-23","N","R2","27","27-75",2018-02-23,0,0.00255577527859012,0.00255577527859012,NA,-2.59247733500455,-2.59247733500455,1,"D"
"316","27-86_2018-02-23","N","R2","27","27-86",2018-02-23,0,0.00241745858894111,0.00241745858894111,NA,-2.61664095664451,-2.61664095664451,1,"D"
"317","28-13_2018-02-23","N","R2","28","28-13",2018-02-23,2.64941863409969e-05,0.00128046074153365,0.00130695492787464,-4.57684941349788,-2.89263373230424,-2.88373938939945,0.979728309082486,"D"
"318","28-18_2018-02-23","N","R2","28","28-18",2018-02-23,5.97016630766965e-05,1.01650425142983e-05,6.98667055909948e-05,-4.22401357079739,-4.99289080062786,-4.15572973445259,0.14549193966301,"C"
"319","28-21_2018-02-23","N","R2","28","28-21",2018-02-23,1.98550197244324e-05,0.000238099463069953,0.000257954482794385,-4.70212967716178,-3.62324158395682,-3.58845692045224,0.923028979727952,"D"
"320","30-16_2018-02-23","N","R2","30","30-16",2018-02-23,2.53575064201091e-05,0,2.53575064201091e-05,-4.5958934558862,NA,-4.5958934558862,0,"C"
"321","30-21_2018-02-23","N","R2","30","30-21",2018-02-23,4.47026177269048e-05,0,4.47026177269048e-05,-4.34966704440581,NA,-4.34966704440581,0,"C"
"322","27-68_2018-02-23","NP","R2","27","27-68",2018-02-23,0,0.134494626931335,0.134494626931335,NA,-0.871295065406428,-0.871295065406428,1,"D"
"323","27-87_2018-03-06","NP","R2","27","27-87",2018-03-06,2.89686686020303e-05,0.101098493897477,0.101127462566079,-4.53807146448139,-0.995255314210057,-0.995130889697714,0.999713543009318,"D"
"324","27-98_2018-03-06","NP","R2","27","27-98",2018-03-06,0,0.0831520047807198,0.0831520047807198,NA,-1.080127275552,-1.080127275552,1,"D"
"325","28-14_2018-03-06","NP","R2","28","28-14",2018-03-06,0.000276530673052989,0.00316893048742357,0.00344546116047656,-3.5582566893183,-2.49908728724058,-2.46275264137715,0.919740591992411,"D"
"326","28-23_2018-03-06","NP","R2","28","28-23",2018-03-06,0.00112658475542355,0.0863959130802827,0.0875224978357063,-2.9482361297918,-1.06350680113987,-1.05788029634903,0.987128055262564,"D"
"327","30-18_2018-03-06","NP","R2","30","30-18",2018-03-06,1.24754983973607e-05,0,1.24754983973607e-05,-4.90394209525168,NA,-4.90394209525168,0,"C"
"328","30-22_2018-03-06","NP","R2","30","30-22",2018-03-06,4.43300455751285e-05,0,4.43300455751285e-05,-4.35330182220807,NA,-4.35330182220807,0,"C"
"329","27-87_2018-02-23","NP","R2","27","27-87",2018-02-23,0,0.0557863070442714,0.0557863070442714,NA,-1.25347238717144,-1.25347238717144,1,"D"
"330","30-28_2018-03-06","NP","R2","30","30-28",2018-03-06,6.64152207781545e-05,0,6.64152207781545e-05,-4.17773237933012,NA,-4.17773237933012,0,"C"
"331","27-98_2018-02-23","NP","R2","27","27-98",2018-02-23,0,0.112239636143709,0.112239636143709,NA,-0.949853749864902,-0.949853749864902,1,"D"
"332","28-14_2018-02-23","NP","R2","28","28-14",2018-02-23,0.00258169460374506,0.00323024801856518,0.00581194262231024,-2.58809513300403,-2.49076413124195,-2.23567868187179,0.555794891395738,"D"
"333","28-23_2018-02-23","NP","R2","28","28-23",2018-02-23,0.00484200002503032,0.137191780967573,0.142033780992604,-2.31497521264924,-0.862671906029773,-0.847608351716267,0.965909518206218,"D"
"334","30-18_2018-02-23","NP","R2","30","30-18",2018-02-23,0.000745331054260522,0,0.000745331054260522,-3.12765078348863,NA,-3.12765078348863,0,"C"
"335","28-19_2018-02-23","NP","R2","28","28-19",2018-02-23,0.00062070720962731,0.020918722374364,0.0215394295839913,-3.20711321017579,-1.67946484383477,-1.66676580205035,0.971182746172227,"D"
"336","24-25_2018-03-06","NP","R2","24","24-25",2018-03-06,2.78492258565533e-05,0.00373386150086486,0.00376171072672142,-4.55518687269492,-2.42784179525831,-2.42461460448446,0.9925966593713,"D"
"337","27-68_2018-03-06","NP","R2","27","27-68",2018-03-06,0,0.0666699179457803,0.0666699179457803,NA,-1.17607007938346,-1.17607007938346,1,"D"
"338","20-4_2018-03-06","Control","R1","20","20-4",2018-03-06,1.97014386365946e-05,0,1.97014386365946e-05,-4.70550205966977,NA,-4.70550205966977,0,"C"
"339","24-2_2018-03-06","Control","R1","24","24-2",2018-03-06,4.1942056369246e-07,0,4.1942056369246e-07,-6.37735028040566,NA,-6.37735028040566,0,"C"
"340","24-6_2018-03-06","Control","R1","24","24-6",2018-03-06,1.247841870312e-06,9.16307470484888e-06,1.04109165751609e-05,-5.90384044606551,-5.03795877269818,-4.98251103360076,0.880141017238656,"D"
"341","27-3_2018-03-06","Control","R1","27","27-3",2018-03-06,0,0.00141986689918343,0.00141986689918343,NA,-2.84775236523628,-2.84775236523628,1,"D"
"342","27-9_2018-03-06","Control","R1","27","27-9",2018-03-06,0,0.000688540740758871,0.000688540740758871,NA,-3.16207035756639,-3.16207035756639,1,"D"
"343","27-28_2018-03-06","Control","R1","27","27-28",2018-03-06,5.0032663574201e-06,0.000782839722709573,0.000787842989066993,-5.30074637609349,-3.10632714556401,-3.10356032537354,0.993649411841127,"D"
"344","28-2_2018-03-06","Control","R1","28","28-2",2018-03-06,4.94770294438267e-06,0.0011127976574289,0.00111774536037328,-5.30559638290875,-2.95358379725646,-2.95165712416041,0.995573497220574,"D"
"345","28-5_2018-03-06","Control","R1","28","28-5",2018-03-06,3.49951633625172e-05,0.00123023527936218,0.0012652304427247,-4.45599197479597,-2.91001182290435,-2.89783036706592,0.972340877850556,"D"
"346","30-4_2018-03-06","Control","R1","30","30-4",2018-03-06,1.48836716954203e-06,0,1.48836716954203e-06,-5.82728991822856,NA,-5.82728991822856,0,"C"
"347","20-13_2018-03-06","Control","R1","20","20-13",2018-03-06,2.90462889843988e-05,0,2.90462889843988e-05,-4.53690934611526,NA,-4.53690934611526,0,"C"
"348","30-12_2018-03-06","Control","R1","30","30-12",2018-03-06,1.93400240459642e-06,0,1.93400240459642e-06,-5.71354299028285,NA,-5.71354299028285,0,"C"
"349","20-8_2018-03-06","N","R1","20","20-8",2018-03-06,1.57586513908249e-05,0,1.57586513908249e-05,-4.80248095173122,NA,-4.80248095173122,0,"C"
"350","20-15_2018-03-06","N","R1","20","20-15",2018-03-06,1.05149082844587e-05,0,1.05149082844587e-05,-4.97819451106394,NA,-4.97819451106394,0,"C"
"351","20-19_2018-03-06","Control","R1","20","20-19",2018-03-06,4.16172675484804e-05,0,4.16172675484804e-05,-4.38072643752115,NA,-4.38072643752115,0,"C"
"352","22-2_2018-03-06","Control","R1","22","22-2",2018-03-06,0,0.00165587819556121,0.00165587819556121,NA,-2.78097161256393,-2.78097161256393,1,"D"
"353","22-16_2018-03-06","Control","R1","22","22-16",2018-03-06,0,0.00147813906791638,0.00147813906791638,NA,-2.83028470424467,-2.83028470424467,1,"D"
"354","22-21_2018-03-06","Control","R1","22","22-21",2018-03-06,0,0.00209590155844011,0.00209590155844011,NA,-2.67862911941267,-2.67862911941267,1,"D"
"355","23-57_2018-03-06","Control","R1","23","23-57",2018-03-06,0,0.00247414139565418,0.00247414139565418,NA,-2.60657548433598,-2.60657548433598,1,"D"
"356","23-60_2018-03-06","Control","R1","23","23-60",2018-03-06,0,0.00160003633944559,0.00160003633944559,NA,-2.79587015369315,-2.79587015369315,1,"D"
"357","23-65_2018-03-06","Control","R1","23","23-65",2018-03-06,0,0.0028709714924417,0.0028709714924417,NA,-2.54197111984649,-2.54197111984649,1,"D"
"358","20-22_2018-03-06","N","R1","20","20-22",2018-03-06,6.15383886539957e-06,0,6.15383886539957e-06,-5.21085387968167,NA,-5.21085387968167,0,"C"
"359","24-10_2018-03-06","N","R1","24","24-10",2018-03-06,6.12684286381711e-07,5.15779341546034e-05,5.21906184409851e-05,-6.21276325794979,-4.28753605659947,-4.28240755687292,0.988260643297904,"D"
"360","27-5_2018-03-06","N","R1","27","27-5",2018-03-06,4.67033821213927e-07,0.000612084473348869,0.000612551507170083,-6.33065166796767,-3.2131886370413,-3.21285738722589,0.999237559918232,"D"
"361","27-21_2018-03-06","N","R1","27","27-21",2018-03-06,2.20098638250329e-06,0.00055204757131568,0.000554248557698183,-5.65738264441711,-3.25802349641988,-3.25629542836149,0.996028882074779,"D"
"362","27-45_2018-03-06","N","R1","27","27-45",2018-03-06,0,0.00435509101502126,0.00435509101502126,NA,-2.36100276444312,-2.36100276444312,1,"D"
"363","28-3_2018-03-06","N","R1","28","28-3",2018-03-06,2.24387122096855e-06,0.000215932415039547,0.000218176286260516,-5.64900207149235,-3.66568215796171,-3.66119245496616,0.989715329473116,"D"
"364","28-9_2018-03-06","N","R1","28","28-9",2018-03-06,9.78319170672969e-07,0.000315202911083413,0.000316181230254086,-6.00951943616475,-3.50140978020017,-3.5000639150459,0.996905827806772,"D"
"365","30-13_2018-03-06","N","R1","30","30-13",2018-03-06,4.27150867022617e-07,0,4.27150867022617e-07,-6.36941870777754,NA,-6.36941870777754,0,"C"
"366","20-3_2018-03-06","NP","R1","20","20-3",2018-03-06,9.04734272656905e-07,0,9.04734272656905e-07,-6.04347895766181,NA,-6.04347895766181,0,"C"
"367","20-11_2018-03-06","NP","R1","20","20-11",2018-03-06,3.17768768291508e-06,0,3.17768768291508e-06,-5.49788878939796,NA,-5.49788878939796,0,"C"
"368","20-17_2018-03-06","NP","R1","20","20-17",2018-03-06,3.59120765001165e-06,0,3.59120765001165e-06,-5.44475948246876,NA,-5.44475948246876,0,"C"
"369","22-12_2018-03-06","NP","R1","22","22-12",2018-03-06,7.97847961662372e-07,0.00047275885058968,0.000473556698551343,-6.0980798601555,-3.32536033191438,-3.32462801582898,0.998315200768772,"D"
"370","22-11_2018-03-06","N","R1","22","22-11",2018-03-06,1.75308795574413e-06,0.00134023465990087,0.00134198774785661,-5.75619629398261,-2.87281915493536,-2.87225144919128,0.998693663218204,"D"
"371","22-17_2018-03-06","N","R1","22","22-17",2018-03-06,0,0.000304531320094698,0.000304531320094698,NA,-3.51636803490366,-3.51636803490366,1,"D"
"372","23-58_2018-03-06","N","R1","23","23-58",2018-03-06,1.86809453340813e-06,0.00205452148542033,0.00205638957995373,-5.72860115042996,-2.68728931268846,-2.68689460543721,0.999091565843545,"D"
"373","23-61_2018-03-06","N","R1","23","23-61",2018-03-06,0,0.00126135683371089,0.00126135683371089,NA,-2.89916203556082,-2.89916203556082,1,"D"
"374","23-66_2018-03-06","N","R1","23","23-66",2018-03-06,0,0.000637321044589279,0.000637321044589279,NA,-3.19564174071031,-3.19564174071031,1,"D"
"375","24-3_2018-03-06","N","R1","24","24-3",2018-03-06,1.76591926445697e-07,1.2131063294051e-05,1.23076552204967e-05,-6.75302915568616,-4.91610113132628,-4.90982467832749,0.985651862740548,"D"
"376","24-7_2018-03-06","N","R1","24","24-7",2018-03-06,1.66141052417602e-07,2.72416586114962e-05,2.74077996639138e-05,-6.77952304283124,-4.56476645388512,-4.56212582882306,0.993938183493207,"D"
"377","22-18_2018-03-06","NP","R1","22","22-18",2018-03-06,6.53808885758e-06,0,6.53808885758e-06,-5.18454918132456,NA,-5.18454918132456,0,"C"
"378","27-46_2018-03-06","NP","R1","27","27-46",2018-03-06,1.61446296701678e-06,0.00168554607051337,0.00168716053348039,-5.79197191249552,-2.77325937254301,-2.77284359228479,0.99904308870734,"D"
"379","28-7_2018-03-06","NP","R1","28","28-7",2018-03-06,4.85617166669413e-05,0.000323258291653868,0.000371820008320809,-4.31370596925977,-3.49045032654552,-3.42966724374778,0.869394557634881,"D"
"380","28-10_2018-03-06","NP","R1","28","28-10",2018-03-06,5.1361800327644e-05,0.000481044343229395,0.000532406143557039,-4.28935976183449,-3.3178148880083,-3.27375694174446,0.903528911247168,"D"
"381","30-3_2018-03-06","NP","R1","30","30-3",2018-03-06,8.5598457500854e-07,0,8.5598457500854e-07,-6.06753406131471,NA,-6.06753406131471,0,"C"
"382","30-7_2018-03-06","NP","R1","30","30-7",2018-03-06,8.39836540054815e-08,0,8.39836540054815e-08,-7.07580523377173,NA,-7.07580523377173,0,"C"
"383","30-14_2018-03-06","NP","R1","30","30-14",2018-03-06,2.37516667943924e-06,0,2.37516667943924e-06,-5.62430590796724,NA,-5.62430590796724,0,"C"
"384","20-26_2018-03-06","Control","R2","20","20-26",2018-03-06,2.00536678086507e-05,0,2.00536678086507e-05,-4.69780618347385,NA,-4.69780618347385,0,"C"
"385","20-32_2018-03-06","Control","R2","20","20-32",2018-03-06,2.60423797266067e-06,0,2.60423797266067e-06,-5.58431933289524,NA,-5.58431933289524,0,"C"
"386","20-38_2018-03-06","Control","R2","20","20-38",2018-03-06,1.50039696332057e-05,0,1.50039696332057e-05,-4.82379382349656,NA,-4.82379382349656,0,"C"
"387","22-32_2018-03-06","Control","R2","22","22-32",2018-03-06,2.99343588965604e-06,0.00196668705013313,0.00196968048602278,-5.5238300386931,-2.70626474186677,-2.70560421770206,0.99848024290696,"D"
"388","22-25_2018-03-06","NP","R1","22","22-25",2018-03-06,0,0.00293696746076505,0.00293696746076505,NA,-2.53210086508376,-2.53210086508376,1,"D"
"389","22-35_2018-03-06","Control","R2","22","22-35",2018-03-06,7.75158690993543e-07,0.00117240691698612,0.00117318207567711,-6.11060937934168,-2.93092162796813,-2.93063458095742,0.999339268211589,"D"
"390","23-68_2018-03-06","Control","R2","23","23-68",2018-03-06,1.49062389790191e-06,0.000931061345274647,0.000932551969172549,-5.82663192037685,-3.03102170351214,-3.03032695652092,0.998401564795124,"D"
"391","23-72_2018-03-06","Control","R2","23","23-72",2018-03-06,1.37516728470832e-06,0.000746097830303148,0.000747472997587856,-5.86164446808341,-3.12720422296274,-3.12640449157933,0.998160244866174,"D"
"392","23-56_2018-03-06","NP","R1","23","23-56",2018-03-06,1.68555029829264e-07,0.00385962034477134,0.00385978889980117,-6.7732582832231,-2.41345541301735,-2.41343644718278,0.999956330505578,"D"
"393","23-63_2018-03-06","NP","R1","23","23-63",2018-03-06,0,0.00244317404577662,0.00244317404577662,NA,-2.61204559384195,-2.61204559384195,1,"D"
"394","23-67_2018-03-06","NP","R1","23","23-67",2018-03-06,0,0.00352669480011178,0.00352669480011178,NA,-2.45263212251636,-2.45263212251636,1,"D"
"395","24-5_2018-03-06","NP","R1","24","24-5",2018-03-06,6.89565430588612e-06,8.06739833879879e-05,8.7569637693874e-05,-5.16142451876241,-4.09326649864509,-4.05764644711631,0.921255192010821,"D"
"396","24-15_2018-03-06","NP","R1","24","24-15",2018-03-06,1.19174575531755e-05,0,1.19174575531755e-05,-4.92381638623998,NA,-4.92381638623998,0,"C"
"397","27-6_2018-03-06","NP","R1","27","27-6",2018-03-06,0,0.00212825838296172,0.00212825838296172,NA,-2.67197564729688,-2.67197564729688,1,"D"
"398","27-18_2018-03-06","NP","R1","27","27-18",2018-03-06,1.99861231045709e-06,0.00253029429907848,0.00253229291138894,-5.69927144187909,-2.59682896300103,-2.59648606072324,0.999210749948606,"D"
"399","23-75_2018-03-06","Control","R2","23","23-75",2018-03-06,0,0.000227275007691398,0.000227275007691398,NA,-3.64344831886577,-3.64344831886577,1,"D"
"400","30-15_2018-03-06","Control","R2","30","30-15",2018-03-06,2.45499527145713e-08,0,2.45499527145713e-08,-7.60994934003065,NA,-7.60994934003065,0,"C"
"401","30-20_2018-03-06","Control","R2","30","30-20",2018-03-06,1.91335400761792e-06,0,1.91335400761792e-06,-5.71820466963221,NA,-5.71820466963221,0,"C"
"402","30-26_2018-03-06","Control","R2","30","30-26",2018-03-06,2.92764355179037e-07,0,2.92764355179037e-07,-6.53348180087663,NA,-6.53348180087663,0,"C"
"403","20-29_2018-03-06","N","R2","20","20-29",2018-03-06,1.45728342131533e-05,0,1.45728342131533e-05,-4.83645597579141,NA,-4.83645597579141,0,"C"
"404","20-33_2018-03-06","N","R2","20","20-33",2018-03-06,7.19351517348239e-07,0,7.19351517348239e-07,-6.14305883598883,NA,-6.14305883598883,0,"C"
"405","20-46_2018-03-06","N","R2","20","20-46",2018-03-06,1.36299674451695e-06,0,1.36299674451695e-06,-5.86550518146541,NA,-5.86550518146541,0,"C"
"406","22-27_2018-03-06","N","R2","22","22-27",2018-03-06,2.81099025369467e-07,0.000106552998734383,0.000106834097759753,-6.55114066018194,-3.97243432337381,-3.97129011336104,0.997368826701737,"D"
"407","22-33_2018-03-06","N","R2","22","22-33",2018-03-06,0,0.000214021223060807,0.000214021223060807,NA,-3.66954315842097,-3.66954315842097,1,"D"
"408","22-41_2018-03-06","N","R2","22","22-41",2018-03-06,1.02540704362952e-06,0.000703678287563625,0.000704703694607254,-5.98910370367061,-3.1526258491954,-3.15199345158583,0.99854491036236,"D"
"409","23-73_2018-03-06","N","R2","23","23-73",2018-03-06,1.24996523851929e-06,0.00115604709877699,0.00115729706401551,-5.90310206453528,-2.93702447186508,-2.93655514865134,0.99891992706334,"D"
"410","24-16_2018-03-06","Control","R2","24","24-16",2018-03-06,1.40500272992171e-06,1.4753073494329e-05,1.61580762242507e-05,-5.85232283192347,-4.83111749408727,-4.79161034745541,0.913046410326186,"D"
"411","23-76_2018-03-06","N","R2","23","23-76",2018-03-06,4.17192679428758e-07,0.000405992815856249,0.000406410008535678,-6.37966332083896,-3.39148165130358,-3.39103560535432,0.998973468490769,"D"
"412","23-80_2018-03-06","N","R2","23","23-80",2018-03-06,1.13893920426746e-06,0.000530218492625709,0.000531357431829977,-5.9434994576205,-3.27554512929013,-3.27461324078356,0.997856547897815,"D"
"413","24-17_2018-03-06","N","R2","24","24-17",2018-03-06,0,2.67461824519165e-06,2.67461824519165e-06,NA,-5.57273819713368,-5.57273819713368,1,"D"
"414","24-19_2018-03-06","Control","R2","24","24-19",2018-03-06,0,2.24951094929856e-05,2.24951094929856e-05,NA,-4.64791188860272,-4.64791188860272,1,"D"
"415","27-57_2018-03-06","Control","R2","27","27-57",2018-03-06,8.43056534284744e-08,0.000136857567198483,0.000136941872851911,-7.07414330117045,-3.86373118435772,-3.8634637369062,0.99938436906351,"D"
"416","27-73_2018-03-06","Control","R2","27","27-73",2018-03-06,0,0.000223024927528097,0.000223024927528097,NA,-3.65164659308246,-3.65164659308246,1,"D"
"417","27-85_2018-03-06","Control","R2","27","27-85",2018-03-06,7.51318656467927e-08,0.000243208318035239,0.000243283449900886,-7.12417582678586,-3.61402157571909,-3.61388743427179,0.999691175599173,"D"
"418","28-11_2018-03-06","Control","R2","28","28-11",2018-03-06,3.53324177429473e-06,7.48947568302483e-05,7.8427998604543e-05,-5.45182664344558,-4.12554858496268,-4.10552886756155,0.954949229393059,"D"
"419","28-15_2018-03-06","Control","R2","28","28-15",2018-03-06,3.45543646988652e-06,4.60104615688523e-05,4.94658980387388e-05,-5.46149708736622,-4.33714340994755,-4.30569410202722,0.930145077580914,"D"
"420","28-29_2018-03-06","Control","R2","28","28-29",2018-03-06,5.05740400211221e-06,9.00430970118791e-06,1.40617137033001e-05,-5.29607235210607,-5.04554957595452,-4.85196174855276,0.640342272014449,"D"
"421","24-21_2018-03-06","N","R2","24","24-21",2018-03-06,3.85529005798271e-07,7.36586531937239e-05,7.40441821995222e-05,-6.41394294164871,-4.13277622623431,-4.13050905919413,0.994793257291175,"D"
"422","30-21_2018-03-06","N","R2","30","30-21",2018-03-06,6.32933560176124e-06,0,6.32933560176124e-06,-5.19864187602258,NA,-5.19864187602258,0,"C"
"423","30-27_2018-03-06","N","R2","30","30-27",2018-03-06,1.75874997628297e-06,0,1.75874997628297e-06,-5.75479589541373,NA,-5.75479589541373,0,"C"
"424","20-30_2018-03-06","NP","R2","20","20-30",2018-03-06,1.27127002083818e-05,0,1.27127002083818e-05,-4.89576219444593,NA,-4.89576219444593,0,"C"
"425","20-41_2018-03-06","NP","R2","20","20-41",2018-03-06,2.08970473742802e-05,0,2.08970473742802e-05,-4.6799150727236,NA,-4.6799150727236,0,"C"
"426","22-31_2018-03-06","NP","R2","22","22-31",2018-03-06,1.02642497382261e-06,0.00107361261594147,0.00107463904091529,-5.98867278973776,-2.96915239378316,-2.9687373858536,0.999044865359676,"D"
"427","22-34_2018-03-06","NP","R2","22","22-34",2018-03-06,1.74519312120165e-06,0.00138395405354793,0.00138569924666913,-5.75815650748332,-2.85887832795862,-2.8583310191365,0.998740568615162,"D"
"428","22-38_2018-03-06","NP","R2","22","22-38",2018-03-06,0,0.00130670560674699,0.00130670560674699,NA,-2.88382224544663,-2.88382224544663,1,"D"
"429","23-74_2018-03-06","NP","R2","23","23-74",2018-03-06,1.60160535597924e-06,0.00178876371149371,0.00179036531684969,-5.79544448752438,-2.74744702420171,-2.74705834393385,0.999105430974949,"D"
"430","23-78_2018-03-06","NP","R2","23","23-78",2018-03-06,0,0.00220525241608542,0.00220525241608542,NA,-2.65654169343469,-2.65654169343469,1,"D"
"431","24-24_2018-03-06","N","R2","24","24-24",2018-03-06,2.13320178938907e-06,0.00040701581049255,0.000409149012281939,-5.6709680606907,-3.39038872031702,-3.38811849290783,0.99478624724647,"D"
"432","23-81_2018-03-06","NP","R2","23","23-81",2018-03-06,0,0.00321634298431103,0.00321634298431103,NA,-2.49263764516887,-2.49263764516887,1,"D"
"433","24-18_2018-03-06","NP","R2","24","24-18",2018-03-06,2.44010547493768e-07,6.05246232531384e-05,6.07686338006321e-05,-6.6125914006312,-4.21806790522522,-4.21632052734392,0.995984597114783,"D"
"434","24-22_2018-03-06","NP","R2","24","24-22",2018-03-06,7.09894837503343e-07,0.000192972352283751,0.000193682247121254,-6.14880598209033,-3.71450490918249,-3.71291018480807,0.996334744933753,"D"
"435","27-67_2018-03-06","N","R2","27","27-67",2018-03-06,0,0.00288800539393293,0.00288800539393293,NA,-2.53940199996905,-2.53940199996905,1,"D"
"436","27-75_2018-03-06","N","R2","27","27-75",2018-03-06,0,0.00276246465381024,0.00276246465381024,NA,-2.55870327014063,-2.55870327014063,1,"D"
"437","27-86_2018-03-06","N","R2","27","27-86",2018-03-06,0,0.00274415331692491,0.00274415331692491,NA,-2.56159162808395,-2.56159162808395,1,"D"
"438","28-13_2018-03-06","N","R2","28","28-13",2018-03-06,7.1713281645837e-06,0.00218344365895881,0.0021906149871234,-5.14440040344907,-2.66085801002566,-2.65943394542463,0.996726340225582,"D"
"439","28-18_2018-03-06","N","R2","28","28-18",2018-03-06,4.86820519430991e-05,0.000152001373101847,0.000200683425044946,-4.31263112459185,-3.81815248884561,-3.69748849551838,0.757418671062665,"D"
"440","28-21_2018-03-06","N","R2","28","28-21",2018-03-06,4.97631820378393e-06,0.001030731140409,0.00103570745861278,-5.30309185706943,-2.98685460286785,-2.98476289618478,0.995195247304244,"D"
"441","30-16_2018-03-06","N","R2","30","30-16",2018-03-06,4.23217127583986e-06,0,4.23217127583986e-06,-5.37343676473304,NA,-5.37343676473304,0,"C"
"442","20-1_2017-11-15","Control","R1","20","20-1",2017-11-15,3.86403069420155e-05,2.94452578850941e-05,6.80855648271096e-05,-4.41295943239386,-4.53098463772458,-4.16694495534799,0.43247431316557,"C"
"443","23-57_2017-11-15","Control","R1","23","23-57",2017-11-15,0,0.0426426412591568,0.0426426412591568,NA,-1.37015590321339,-1.37015590321339,1,"D"
"444","23-60_2017-11-15","Control","R1","23","23-60",2017-11-15,0,0.00940651922383268,0.00940651922383268,NA,-2.02657105261293,-2.02657105261293,1,"D"
"445","23-65_2017-11-15","Control","R1","23","23-65",2017-11-15,0,0.00520295039336186,0.00520295039336186,NA,-2.28375031479047,-2.28375031479047,1,"D"
"446","24-2_2017-11-15","Control","R1","24","24-2",2017-11-15,0.000327202975453242,2.09328635045692e-06,0.000329296261803699,-3.48518275568211,-5.67917135841859,-3.48241319940422,0.00635684820407945,"C"
"447","24-6_2017-11-15","Control","R1","24","24-6",2017-11-15,0.000645377574555845,1.71572411471671e-05,0.000662534815703012,-3.1901861294432,-4.76555254462759,-3.17879129494524,0.0258963615805784,"C"
"448","24-9_2017-11-15","Control","R1","24","24-9",2017-11-15,0.000273613376668492,0.000367029210888907,0.000640642587557399,-3.56286267423517,-3.4352993700176,-3.19338419441649,0.572907917795931,"D"
"449","24-12_2017-11-15","Control","R1","24","24-12",2017-11-15,0.000219304205717221,2.10392925837049e-05,0.000240343498300926,-3.65895303953877,-4.67696886680719,-3.61916762177841,0.0875384303400722,"C"
"450","27-3_2017-11-15","Control","R1","27","27-3",2017-11-15,0,0.00104046975957621,0.00104046975957621,NA,-2.9827705376917,-2.9827705376917,1,"D"
"451","27-9_2017-11-15","Control","R1","27","27-9",2017-11-15,3.25988417921209e-07,0.00131902118768028,0.0013193471760982,-6.48679782975495,-2.87974822824535,-2.8796409081503,0.999752916879024,"D"
"452","27-19_2017-11-15","Control","R1","27","27-19",2017-11-15,0,0.00167287414856584,0.00167287414856584,NA,-2.77653673007124,-2.77653673007124,1,"D"
"453","20-4_2017-11-15","Control","R1","20","20-4",2017-11-15,0.000169039713678353,0,0.000169039713678353,-3.77201125156871,NA,-3.77201125156871,0,"C"
"454","27-28_2017-11-15","Control","R1","27","27-28",2017-11-15,7.08530549829766e-06,0.00152713007275712,0.00153421537825542,-5.14964141946528,-2.81612397049116,-2.814113668404,0.995381805189338,"D"
"455","28-2_2017-11-15","Control","R1","28","28-2",2017-11-15,9.24340001857617e-06,0.00407087633900489,0.00408011973902346,-5.03416825197247,-2.39031208998206,-2.3893270915096,0.997734527266401,"D"
"456","28-5_2017-11-15","Control","R1","28","28-5",2017-11-15,4.85017247455994e-05,0.00168253594377371,0.00173103766851931,-4.31424281739406,-2.77403564923424,-2.76169348148793,0.971981126911532,"D"
"457","20-13_2017-11-15","Control","R1","20","20-13",2017-11-15,3.49263638828218e-05,0,3.49263638828218e-05,-4.45684662557976,NA,-4.45684662557976,0,"C"
"458","20-19_2017-11-15","Control","R1","20","20-19",2017-11-15,9.21993557896731e-05,0,9.21993557896731e-05,-4.03527211341457,NA,-4.03527211341457,0,"C"
"459","22-2_2017-11-15","Control","R1","22","22-2",2017-11-15,0,0.00424596717999228,0.00424596717999228,NA,-2.37202336711852,-2.37202336711852,1,"D"
"460","22-8_2017-11-15","Control","R1","22","22-8",2017-11-15,0,0.00351102392369255,0.00351102392369255,NA,-2.45456621129447,-2.45456621129447,1,"D"
"461","22-16_2017-11-15","Control","R1","22","22-16",2017-11-15,0,0.00332142042404855,0.00332142042404855,NA,-2.47867614810294,-2.47867614810294,1,"D"
"462","22-21_2017-11-15","Control","R1","22","22-21",2017-11-15,0,0.0029914682127727,0.0029914682127727,NA,-2.52411560759404,-2.52411560759404,1,"D"
"463","23-54_2017-11-15","Control","R1","23","23-54",2017-11-15,0,0.128318054574891,0.128318054574891,NA,-0.891712233332002,-0.891712233332002,1,"D"
"464","28-8_2017-11-15","Control","R1","28","28-8",2017-11-15,2.67896301154302e-05,0.00140418777619218,0.00143097740630761,-4.57203328265669,-2.8525748119276,-2.84436722325867,0.981278788891184,"D"
"465","22-3_2017-11-15","N","R1","22","22-3",2017-11-15,0,0.0031188957925588,0.0031188957925588,NA,-2.50599913549381,-2.50599913549381,1,"D"
