Spp,Fragment_ID,Date,Nutrient_Treatment,Replicate_Tank,YII,Genotype,Days_in_Experiment,Time_Point,Sample_ID,Phase,Symbiodiniaceae_genus
Ac,Ac_282,2017-11-16,NH4,R1,0.607,G_48,1,T5,Ac_282_T5,Baseline,Symbiodinium
Ac,Ac_285,2017-11-16,NH4,R2,0.609,G_48,1,T5,Ac_285_T5,Baseline,Symbiodinium
Ac,Ac_288,2017-11-16,NH4,R1,0.614,G_48,1,T5,Ac_288_T5,Baseline,Symbiodinium
Ac,Ac_103,2017-11-16,NH4,R2,0.588,G_50,1,T5,Ac_103_T5,Baseline,Symbiodinium
Ac,Ac_106,2017-11-16,NH4,R1,0.586,G_50,1,T5,Ac_106_T5,Baseline,Symbiodinium
Ac,Ac_109,2017-11-16,NH4,R2,0.604,G_50,1,T5,Ac_109_T5,Baseline,Symbiodinium
Ac,Ac_206,2017-11-16,NH4,R1,0.58,G_50,1,T5,Ac_206_T5,Baseline,Symbiodinium
Ac,Ac_117,2017-11-16,NH4,R1,0.603,G_62,1,T5,Ac_117_T5,Baseline,Symbiodinium
Ac,Ac_120,2017-11-16,NH4,R2,0.615,G_62,1,T5,Ac_120_T5,Baseline,Symbiodinium
Ac,Ac_123,2017-11-16,NH4,R1,0.608,G_62,1,T5,Ac_123_T5,Baseline,Symbiodinium
Ac,Ac_126,2017-11-16,NH4,R2,0.599,G_62,1,T5,Ac_126_T5,Baseline,Symbiodinium
Ac,Ac_130,2017-11-16,NH4,R1,0.598,G_62,1,T5,Ac_130_T5,Baseline,Symbiodinium
Ac,Ac_218,2017-11-16,NH4,R2,0.623,G_62,1,T5,Ac_218_T5,Baseline,Symbiodinium
Ac,Ac_221,2017-11-16,NH4,R1,0.597,G_62,1,T5,Ac_221_T5,Baseline,Symbiodinium
Ac,Ac_224,2017-11-16,NH4,R2,0.599,G_62,1,T5,Ac_224_T5,Baseline,Symbiodinium
Ac,Ac_227,2017-11-16,NH4,R1,0.611,G_62,1,T5,Ac_227_T5,Baseline,Symbiodinium
Ac,Ac_230,2017-11-16,NH4,R2,0.596,G_62,1,T5,Ac_230_T5,Baseline,Symbiodinium
Ac,Ac_165,2017-11-16,NH4+PO4,R1,0.6,G_07,1,T5,Ac_165_T5,Baseline,Symbiodinium
Ac,Ac_168,2017-11-16,NH4+PO4,R2,0.59,G_07,1,T5,Ac_168_T5,Baseline,Symbiodinium
Ac,Ac_171,2017-11-16,NH4+PO4,R1,0.574,G_07,1,T5,Ac_171_T5,Baseline,Symbiodinium
Ac,Ac_175,2017-11-16,NH4+PO4,R2,0.608,G_07,1,T5,Ac_175_T5,Baseline,Symbiodinium
Ac,Ac_263,2017-11-16,NH4+PO4,R1,0.59,G_07,1,T5,Ac_263_T5,Baseline,Symbiodinium
Ac,Ac_266,2017-11-16,NH4+PO4,R2,0.606,G_07,1,T5,Ac_266_T5,Baseline,Symbiodinium
Ac,Ac_269,2017-11-16,NH4+PO4,R1,0.59,G_07,1,T5,Ac_269_T5,Baseline,Symbiodinium
Ac,Ac_272,2017-11-16,NH4+PO4,R2,0.594,G_07,1,T5,Ac_272_T5,Baseline,Symbiodinium
Ac,Ac_145,2017-11-16,NH4+PO4,R1,0.578,G_08,1,T5,Ac_145_T5,Baseline,Symbiodinium
Ac,Ac_233,2017-11-16,NH4+PO4,R2,0.589,G_08,1,T5,Ac_233_T5,Baseline,Symbiodinium
Ac,Ac_235,2017-11-16,NH4+PO4,R2,0.616,G_08,1,T5,Ac_235_T5,Baseline,Symbiodinium
Ac,Ac_151,2017-11-16,NH4+PO4,R1,0.577,G_31,1,T5,Ac_151_T5,Baseline,Symbiodinium
Ac,Ac_155,2017-11-16,NH4+PO4,R2,0.602,G_31,1,T5,Ac_155_T5,Baseline,Symbiodinium
Ac,Ac_159,2017-11-16,NH4+PO4,R1,0.629,G_31,1,T5,Ac_159_T5,Baseline,Symbiodinium
Ac,Ac_247,2017-11-16,NH4+PO4,R2,0.618,G_31,1,T5,Ac_247_T5,Baseline,Symbiodinium
Ac,Ac_250,2017-11-16,NH4+PO4,R1,0.618,G_31,1,T5,Ac_250_T5,Baseline,Symbiodinium
Ac,Ac_178,2017-11-16,NH4+PO4,R1,0.638,G_48,1,T5,Ac_178_T5,Baseline,Symbiodinium
Ac,Ac_181,2017-11-16,NH4+PO4,R2,0.61,G_48,1,T5,Ac_181_T5,Baseline,Symbiodinium
Ac,Ac_184,2017-11-16,NH4+PO4,R1,0.617,G_48,1,T5,Ac_184_T5,Baseline,Symbiodinium
Ac,Ac_188,2017-11-16,NH4+PO4,R2,0.625,G_48,1,T5,Ac_188_T5,Baseline,Symbiodinium
Ac,Ac_276,2017-11-16,NH4+PO4,R1,0.625,G_48,1,T5,Ac_276_T5,Baseline,Symbiodinium
Ac,Ac_280,2017-11-16,NH4+PO4,R2,0.624,G_48,1,T5,Ac_280_T5,Baseline,Symbiodinium
Ac,Ac_283,2017-11-16,NH4+PO4,R1,0.636,G_48,1,T5,Ac_283_T5,Baseline,Symbiodinium
Ac,Ac_286,2017-11-16,NH4+PO4,R2,0.606,G_48,1,T5,Ac_286_T5,Baseline,Symbiodinium
Ac,Ac_289,2017-11-16,NH4+PO4,R1,0.621,G_48,1,T5,Ac_289_T5,Baseline,Symbiodinium
Ac,Ac_101,2017-11-16,NH4+PO4,R1,0.589,G_50,1,T5,Ac_101_T5,Baseline,Symbiodinium
Ac,Ac_104,2017-11-16,NH4+PO4,R2,0.611,G_50,1,T5,Ac_104_T5,Baseline,Symbiodinium
Ac,Ac_107,2017-11-16,NH4+PO4,R1,0.585,G_50,1,T5,Ac_107_T5,Baseline,Symbiodinium
Ac,Ac_110,2017-11-16,NH4+PO4,R2,0.616,G_50,1,T5,Ac_110_T5,Baseline,Symbiodinium
Ac,Ac_300,2017-11-16,NH4+PO4,R1,0.588,G_50,1,T5,Ac_300_T5,Baseline,Symbiodinium
Ac,Ac_118,2017-11-16,NH4+PO4,R1,0.633,G_62,1,T5,Ac_118_T5,Baseline,Symbiodinium
Ac,Ac_121,2017-11-16,NH4+PO4,R2,0.617,G_62,1,T5,Ac_121_T5,Baseline,Symbiodinium
Ac,Ac_124,2017-11-16,NH4+PO4,R1,0.616,G_62,1,T5,Ac_124_T5,Baseline,Symbiodinium
Ac,Ac_128,2017-11-16,NH4+PO4,R2,0.608,G_62,1,T5,Ac_128_T5,Baseline,Symbiodinium
Ac,Ac_216,2017-11-16,NH4+PO4,R1,0.613,G_62,1,T5,Ac_216_T5,Baseline,Symbiodinium
Ac,Ac_219,2017-11-16,NH4+PO4,R2,0.623,G_62,1,T5,Ac_219_T5,Baseline,Symbiodinium
Ac,Ac_222,2017-11-16,NH4+PO4,R1,0.583,G_62,1,T5,Ac_222_T5,Baseline,Symbiodinium
Ac,Ac_225,2017-11-16,NH4+PO4,R2,0.596,G_62,1,T5,Ac_225_T5,Baseline,Symbiodinium
Ac,Ac_228,2017-11-16,NH4+PO4,R1,0.618,G_62,1,T5,Ac_228_T5,Baseline,Symbiodinium
Ac,Ac_229,2017-11-16,NH4+PO4,R2,0.597,G_62,1,T5,Ac_229_T5,Baseline,Symbiodinium
Ac,Ac_162,2017-11-23,Ambient,R1,0.597,G_07,8,T6,Ac_162_T6,Nutrients,Symbiodinium
Ac,Ac_166,2017-11-23,Ambient,R2,0.581,G_07,8,T6,Ac_166_T6,Nutrients,Symbiodinium
Ac,Ac_169,2017-11-23,Ambient,R1,0.59,G_07,8,T6,Ac_169_T6,Nutrients,Symbiodinium
Ac,Ac_173,2017-11-23,Ambient,R2,0.574,G_07,8,T6,Ac_173_T6,Nutrients,Symbiodinium
Ac,Ac_261,2017-11-23,Ambient,R1,0.598,G_07,8,T6,Ac_261_T6,Nutrients,Symbiodinium
Ac,Ac_264,2017-11-23,Ambient,R2,0.596,G_07,8,T6,Ac_264_T6,Nutrients,Symbiodinium
Ac,Ac_267,2017-11-23,Ambient,R1,0.609,G_07,8,T6,Ac_267_T6,Nutrients,Symbiodinium
Ac,Ac_270,2017-11-23,Ambient,R2,0.585,G_07,8,T6,Ac_270_T6,Nutrients,Symbiodinium
Ac,Ac_273,2017-11-23,Ambient,R1,0.604,G_07,8,T6,Ac_273_T6,Nutrients,Symbiodinium
Ac,Ac_143,2017-11-23,Ambient,R1,0.621,G_08,8,T6,Ac_143_T6,Nutrients,Symbiodinium
Ac,Ac_231,2017-11-23,Ambient,R2,0.616,G_08,8,T6,Ac_231_T6,Nutrients,Symbiodinium
Ac,Ac_149,2017-11-23,Ambient,R1,0.644,G_31,8,T6,Ac_149_T6,Nutrients,Symbiodinium
Ac,Ac_152,2017-11-23,Ambient,R2,0.612,G_31,8,T6,Ac_152_T6,Nutrients,Symbiodinium
Ac,Ac_157,2017-11-23,Ambient,R1,0.61,G_31,8,T6,Ac_157_T6,Nutrients,Symbiodinium
Ac,Ac_160,2017-11-23,Ambient,R2,0.625,G_31,8,T6,Ac_160_T6,Nutrients,Symbiodinium
Ac,Ac_248,2017-11-23,Ambient,R1,0.629,G_31,8,T6,Ac_248_T6,Nutrients,Symbiodinium
Ac,Ac_176,2017-11-23,Ambient,R1,0.605,G_48,8,T6,Ac_176_T6,Nutrients,Symbiodinium
Ac,Ac_179,2017-11-23,Ambient,R2,0.636,G_48,8,T6,Ac_179_T6,Nutrients,Symbiodinium
Ac,Ac_182,2017-11-23,Ambient,R1,0.614,G_48,8,T6,Ac_182_T6,Nutrients,Symbiodinium
Ac,Ac_186,2017-11-23,Ambient,R2,0.622,G_48,8,T6,Ac_186_T6,Nutrients,Symbiodinium
Ac,Ac_189,2017-11-23,Ambient,R1,0.624,G_48,8,T6,Ac_189_T6,Nutrients,Symbiodinium
Ac,Ac_277,2017-11-23,Ambient,R2,0.625,G_48,8,T6,Ac_277_T6,Nutrients,Symbiodinium
Ac,Ac_281,2017-11-23,Ambient,R1,0.62,G_48,8,T6,Ac_281_T6,Nutrients,Symbiodinium
Ac,Ac_284,2017-11-23,Ambient,R2,0.629,G_48,8,T6,Ac_284_T6,Nutrients,Symbiodinium
Ac,Ac_287,2017-11-23,Ambient,R1,0.598,G_48,8,T6,Ac_287_T6,Nutrients,Symbiodinium
Ac,Ac_290,2017-11-23,Ambient,R2,0.641,G_48,8,T6,Ac_290_T6,Nutrients,Symbiodinium
Ac,Ac_102,2017-11-23,Ambient,R2,0.59,G_50,8,T6,Ac_102_T6,Nutrients,Symbiodinium
Ac,Ac_105,2017-11-23,Ambient,R1,0.614,G_50,8,T6,Ac_105_T6,Nutrients,Symbiodinium
Ac,Ac_108,2017-11-23,Ambient,R2,0.593,G_50,8,T6,Ac_108_T6,Nutrients,Symbiodinium
Ac,Ac_204,2017-11-23,Ambient,R1,0.616,G_50,8,T6,Ac_204_T6,Nutrients,Symbiodinium
Ac,Ac_116,2017-11-23,Ambient,R1,0.623,G_62,8,T6,Ac_116_T6,Nutrients,Symbiodinium
Ac,Ac_119,2017-11-23,Ambient,R2,0.612,G_62,8,T6,Ac_119_T6,Nutrients,Symbiodinium
Ac,Ac_122,2017-11-23,Ambient,R1,0.621,G_62,8,T6,Ac_122_T6,Nutrients,Symbiodinium
Ac,Ac_125,2017-11-23,Ambient,R2,0.616,G_62,8,T6,Ac_125_T6,Nutrients,Symbiodinium
Ac,Ac_129,2017-11-23,Ambient,R1,0.628,G_62,8,T6,Ac_129_T6,Nutrients,Symbiodinium
Ac,Ac_217,2017-11-23,Ambient,R2,0.628,G_62,8,T6,Ac_217_T6,Nutrients,Symbiodinium
Ac,Ac_220,2017-11-23,Ambient,R1,0.618,G_62,8,T6,Ac_220_T6,Nutrients,Symbiodinium
Ac,Ac_223,2017-11-23,Ambient,R2,0.616,G_62,8,T6,Ac_223_T6,Nutrients,Symbiodinium
Ac,Ac_226,2017-11-23,Ambient,R1,0.597,G_62,8,T6,Ac_226_T6,Nutrients,Symbiodinium
Ac,Ac_164,2017-11-23,NH4,R1,0.637,G_07,8,T6,Ac_164_T6,Nutrients,Symbiodinium
Ac,Ac_167,2017-11-23,NH4,R2,0.608,G_07,8,T6,Ac_167_T6,Nutrients,Symbiodinium
Ac,Ac_170,2017-11-23,NH4,R1,0.627,G_07,8,T6,Ac_170_T6,Nutrients,Symbiodinium
Ac,Ac_174,2017-11-23,NH4,R2,0.599,G_07,8,T6,Ac_174_T6,Nutrients,Symbiodinium
Ac,Ac_262,2017-11-23,NH4,R1,0.641,G_07,8,T6,Ac_262_T6,Nutrients,Symbiodinium
Ac,Ac_265,2017-11-23,NH4,R2,0.617,G_07,8,T6,Ac_265_T6,Nutrients,Symbiodinium
Ac,Ac_268,2017-11-23,NH4,R1,0.639,G_07,8,T6,Ac_268_T6,Nutrients,Symbiodinium
Ac,Ac_271,2017-11-23,NH4,R2,0.622,G_07,8,T6,Ac_271_T6,Nutrients,Symbiodinium
Ac,Ac_274,2017-11-23,NH4,R1,0.628,G_07,8,T6,Ac_274_T6,Nutrients,Symbiodinium
Ac,Ac_144,2017-11-23,NH4,R1,0.621,G_08,8,T6,Ac_144_T6,Nutrients,Symbiodinium
Ac,Ac_232,2017-11-23,NH4,R2,0.623,G_08,8,T6,Ac_232_T6,Nutrients,Symbiodinium
Ac,Ac_234,2017-11-23,NH4,R2,0.616,G_08,8,T6,Ac_234_T6,Nutrients,Symbiodinium
Ac,Ac_150,2017-11-23,NH4,R1,0.646,G_31,8,T6,Ac_150_T6,Nutrients,Symbiodinium
Ac,Ac_154,2017-11-23,NH4,R2,0.636,G_31,8,T6,Ac_154_T6,Nutrients,Symbiodinium
Ac,Ac_158,2017-11-23,NH4,R1,0.659,G_31,8,T6,Ac_158_T6,Nutrients,Symbiodinium
Ac,Ac_246,2017-11-23,NH4,R2,0.642,G_31,8,T6,Ac_246_T6,Nutrients,Symbiodinium
Ac,Ac_249,2017-11-23,NH4,R1,0.651,G_31,8,T6,Ac_249_T6,Nutrients,Symbiodinium
Ac,Ac_299,2017-11-23,NH4,R2,0.615,G_31,8,T6,Ac_299_T6,Nutrients,Symbiodinium
Ac,Ac_177,2017-11-23,NH4,R1,0.632,G_48,8,T6,Ac_177_T6,Nutrients,Symbiodinium
Ac,Ac_180,2017-11-23,NH4,R2,0.619,G_48,8,T6,Ac_180_T6,Nutrients,Symbiodinium
Ac,Ac_183,2017-11-23,NH4,R1,0.644,G_48,8,T6,Ac_183_T6,Nutrients,Symbiodinium
Ac,Ac_187,2017-11-23,NH4,R2,0.595,G_48,8,T6,Ac_187_T6,Nutrients,Symbiodinium
Ac,Ac_190,2017-11-23,NH4,R1,0.655,G_48,8,T6,Ac_190_T6,Nutrients,Symbiodinium
Ac,Ac_278,2017-11-23,NH4,R2,0.634,G_48,8,T6,Ac_278_T6,Nutrients,Symbiodinium
Ac,Ac_282,2017-11-23,NH4,R1,0.639,G_48,8,T6,Ac_282_T6,Nutrients,Symbiodinium
Ac,Ac_285,2017-11-23,NH4,R2,0.634,G_48,8,T6,Ac_285_T6,Nutrients,Symbiodinium
Ac,Ac_288,2017-11-23,NH4,R1,0.629,G_48,8,T6,Ac_288_T6,Nutrients,Symbiodinium
Ac,Ac_103,2017-11-23,NH4,R2,0.616,G_50,8,T6,Ac_103_T6,Nutrients,Symbiodinium
Ac,Ac_106,2017-11-23,NH4,R1,0.596,G_50,8,T6,Ac_106_T6,Nutrients,Symbiodinium
Ac,Ac_109,2017-11-23,NH4,R2,0.631,G_50,8,T6,Ac_109_T6,Nutrients,Symbiodinium
Ac,Ac_206,2017-11-23,NH4,R1,0.601,G_50,8,T6,Ac_206_T6,Nutrients,Symbiodinium
Ac,Ac_117,2017-11-23,NH4,R1,0.615,G_62,8,T6,Ac_117_T6,Nutrients,Symbiodinium
Ac,Ac_120,2017-11-23,NH4,R2,0.618,G_62,8,T6,Ac_120_T6,Nutrients,Symbiodinium
Ac,Ac_123,2017-11-23,NH4,R1,0.641,G_62,8,T6,Ac_123_T6,Nutrients,Symbiodinium
Ac,Ac_126,2017-11-23,NH4,R2,0.613,G_62,8,T6,Ac_126_T6,Nutrients,Symbiodinium
Ac,Ac_130,2017-11-23,NH4,R1,0.641,G_62,8,T6,Ac_130_T6,Nutrients,Symbiodinium
Ac,Ac_218,2017-11-23,NH4,R2,0.632,G_62,8,T6,Ac_218_T6,Nutrients,Symbiodinium
Ac,Ac_221,2017-11-23,NH4,R1,0.641,G_62,8,T6,Ac_221_T6,Nutrients,Symbiodinium
Ac,Ac_224,2017-11-23,NH4,R2,0.622,G_62,8,T6,Ac_224_T6,Nutrients,Symbiodinium
Ac,Ac_227,2017-11-23,NH4,R1,0.654,G_62,8,T6,Ac_227_T6,Nutrients,Symbiodinium
Ac,Ac_230,2017-11-23,NH4,R2,0.628,G_62,8,T6,Ac_230_T6,Nutrients,Symbiodinium
Ac,Ac_165,2017-11-23,NH4+PO4,R1,0.627,G_07,8,T6,Ac_165_T6,Nutrients,Symbiodinium
Ac,Ac_168,2017-11-23,NH4+PO4,R2,0.62,G_07,8,T6,Ac_168_T6,Nutrients,Symbiodinium
Ac,Ac_171,2017-11-23,NH4+PO4,R1,0.61,G_07,8,T6,Ac_171_T6,Nutrients,Symbiodinium
Ac,Ac_175,2017-11-23,NH4+PO4,R2,0.636,G_07,8,T6,Ac_175_T6,Nutrients,Symbiodinium
Ac,Ac_263,2017-11-23,NH4+PO4,R1,0.579,G_07,8,T6,Ac_263_T6,Nutrients,Symbiodinium
Ac,Ac_266,2017-11-23,NH4+PO4,R2,0.629,G_07,8,T6,Ac_266_T6,Nutrients,Symbiodinium
Ac,Ac_269,2017-11-23,NH4+PO4,R1,0.598,G_07,8,T6,Ac_269_T6,Nutrients,Symbiodinium
Ac,Ac_272,2017-11-23,NH4+PO4,R2,0.637,G_07,8,T6,Ac_272_T6,Nutrients,Symbiodinium
Ac,Ac_145,2017-11-23,NH4+PO4,R1,0.6,G_08,8,T6,Ac_145_T6,Nutrients,Symbiodinium
Ac,Ac_233,2017-11-23,NH4+PO4,R2,0.603,G_08,8,T6,Ac_233_T6,Nutrients,Symbiodinium
Ac,Ac_235,2017-11-23,NH4+PO4,R2,0.614,G_08,8,T6,Ac_235_T6,Nutrients,Symbiodinium
Ac,Ac_151,2017-11-23,NH4+PO4,R1,0.634,G_31,8,T6,Ac_151_T6,Nutrients,Symbiodinium
Ac,Ac_155,2017-11-23,NH4+PO4,R2,0.639,G_31,8,T6,Ac_155_T6,Nutrients,Symbiodinium
Ac,Ac_159,2017-11-23,NH4+PO4,R1,0.663,G_31,8,T6,Ac_159_T6,Nutrients,Symbiodinium
Ac,Ac_247,2017-11-23,NH4+PO4,R2,0.647,G_31,8,T6,Ac_247_T6,Nutrients,Symbiodinium
Ac,Ac_250,2017-11-23,NH4+PO4,R1,0.649,G_31,8,T6,Ac_250_T6,Nutrients,Symbiodinium
Ac,Ac_178,2017-11-23,NH4+PO4,R1,0.643,G_48,8,T6,Ac_178_T6,Nutrients,Symbiodinium
Ac,Ac_181,2017-11-23,NH4+PO4,R2,0.634,G_48,8,T6,Ac_181_T6,Nutrients,Symbiodinium
Ac,Ac_184,2017-11-23,NH4+PO4,R1,0.632,G_48,8,T6,Ac_184_T6,Nutrients,Symbiodinium
Ac,Ac_188,2017-11-23,NH4+PO4,R2,0.649,G_48,8,T6,Ac_188_T6,Nutrients,Symbiodinium
Ac,Ac_276,2017-11-23,NH4+PO4,R1,0.637,G_48,8,T6,Ac_276_T6,Nutrients,Symbiodinium
Ac,Ac_280,2017-11-23,NH4+PO4,R2,0.647,G_48,8,T6,Ac_280_T6,Nutrients,Symbiodinium
Ac,Ac_283,2017-11-23,NH4+PO4,R1,0.648,G_48,8,T6,Ac_283_T6,Nutrients,Symbiodinium
Ac,Ac_286,2017-11-23,NH4+PO4,R2,0.637,G_48,8,T6,Ac_286_T6,Nutrients,Symbiodinium
Ac,Ac_289,2017-11-23,NH4+PO4,R1,0.632,G_48,8,T6,Ac_289_T6,Nutrients,Symbiodinium
Ac,Ac_101,2017-11-23,NH4+PO4,R1,0.595,G_50,8,T6,Ac_101_T6,Nutrients,Symbiodinium
Ac,Ac_104,2017-11-23,NH4+PO4,R2,0.625,G_50,8,T6,Ac_104_T6,Nutrients,Symbiodinium
Ac,Ac_107,2017-11-23,NH4+PO4,R1,0.599,G_50,8,T6,Ac_107_T6,Nutrients,Symbiodinium
Ac,Ac_110,2017-11-23,NH4+PO4,R2,0.632,G_50,8,T6,Ac_110_T6,Nutrients,Symbiodinium
Ac,Ac_300,2017-11-23,NH4+PO4,R1,0.591,G_50,8,T6,Ac_300_T6,Nutrients,Symbiodinium
Ac,Ac_118,2017-11-23,NH4+PO4,R1,0.634,G_62,8,T6,Ac_118_T6,Nutrients,Symbiodinium
Ac,Ac_121,2017-11-23,NH4+PO4,R2,0.634,G_62,8,T6,Ac_121_T6,Nutrients,Symbiodinium
Ac,Ac_124,2017-11-23,NH4+PO4,R1,0.632,G_62,8,T6,Ac_124_T6,Nutrients,Symbiodinium
Ac,Ac_128,2017-11-23,NH4+PO4,R2,0.624,G_62,8,T6,Ac_128_T6,Nutrients,Symbiodinium
Ac,Ac_216,2017-11-23,NH4+PO4,R1,0.639,G_62,8,T6,Ac_216_T6,Nutrients,Symbiodinium
Ac,Ac_219,2017-11-23,NH4+PO4,R2,0.628,G_62,8,T6,Ac_219_T6,Nutrients,Symbiodinium
Ac,Ac_222,2017-11-23,NH4+PO4,R1,0.62,G_62,8,T6,Ac_222_T6,Nutrients,Symbiodinium
Ac,Ac_225,2017-11-23,NH4+PO4,R2,0.616,G_62,8,T6,Ac_225_T6,Nutrients,Symbiodinium
Ac,Ac_228,2017-11-23,NH4+PO4,R1,0.638,G_62,8,T6,Ac_228_T6,Nutrients,Symbiodinium
Ac,Ac_229,2017-11-23,NH4+PO4,R2,0.63,G_62,8,T6,Ac_229_T6,Nutrients,Symbiodinium
Ac,Ac_162,2017-11-29,Ambient,R1,0.599,G_07,14,T7,Ac_162_T7,Nutrients,Symbiodinium
Ac,Ac_166,2017-11-29,Ambient,R2,0.596,G_07,14,T7,Ac_166_T7,Nutrients,Symbiodinium
Ac,Ac_169,2017-11-29,Ambient,R1,0.592,G_07,14,T7,Ac_169_T7,Nutrients,Symbiodinium
Ac,Ac_173,2017-11-29,Ambient,R2,0.582,G_07,14,T7,Ac_173_T7,Nutrients,Symbiodinium
Ac,Ac_261,2017-11-29,Ambient,R1,0.593,G_07,14,T7,Ac_261_T7,Nutrients,Symbiodinium
Ac,Ac_264,2017-11-29,Ambient,R2,0.593,G_07,14,T7,Ac_264_T7,Nutrients,Symbiodinium
Ac,Ac_267,2017-11-29,Ambient,R1,0.61,G_07,14,T7,Ac_267_T7,Nutrients,Symbiodinium
Ac,Ac_270,2017-11-29,Ambient,R2,0.6,G_07,14,T7,Ac_270_T7,Nutrients,Symbiodinium
Ac,Ac_273,2017-11-29,Ambient,R1,0.597,G_07,14,T7,Ac_273_T7,Nutrients,Symbiodinium
Ac,Ac_143,2017-11-29,Ambient,R1,0.599,G_08,14,T7,Ac_143_T7,Nutrients,Symbiodinium
Ac,Ac_231,2017-11-29,Ambient,R2,0.609,G_08,14,T7,Ac_231_T7,Nutrients,Symbiodinium
Ac,Ac_149,2017-11-29,Ambient,R1,0.614,G_31,14,T7,Ac_149_T7,Nutrients,Symbiodinium
Ac,Ac_152,2017-11-29,Ambient,R2,0.636,G_31,14,T7,Ac_152_T7,Nutrients,Symbiodinium
Ac,Ac_157,2017-11-29,Ambient,R1,0.622,G_31,14,T7,Ac_157_T7,Nutrients,Symbiodinium
Ac,Ac_160,2017-11-29,Ambient,R2,0.632,G_31,14,T7,Ac_160_T7,Nutrients,Symbiodinium
Ac,Ac_248,2017-11-29,Ambient,R1,0.632,G_31,14,T7,Ac_248_T7,Nutrients,Symbiodinium
Ac,Ac_176,2017-11-29,Ambient,R1,0.613,G_48,14,T7,Ac_176_T7,Nutrients,Symbiodinium
Ac,Ac_179,2017-11-29,Ambient,R2,0.657,G_48,14,T7,Ac_179_T7,Nutrients,Symbiodinium
Ac,Ac_182,2017-11-29,Ambient,R1,0.633,G_48,14,T7,Ac_182_T7,Nutrients,Symbiodinium
Ac,Ac_186,2017-11-29,Ambient,R2,0.641,G_48,14,T7,Ac_186_T7,Nutrients,Symbiodinium
Ac,Ac_189,2017-11-29,Ambient,R1,0.635,G_48,14,T7,Ac_189_T7,Nutrients,Symbiodinium
Ac,Ac_277,2017-11-29,Ambient,R2,0.638,G_48,14,T7,Ac_277_T7,Nutrients,Symbiodinium
Ac,Ac_281,2017-11-29,Ambient,R1,0.627,G_48,14,T7,Ac_281_T7,Nutrients,Symbiodinium
Ac,Ac_284,2017-11-29,Ambient,R2,0.638,G_48,14,T7,Ac_284_T7,Nutrients,Symbiodinium
Ac,Ac_287,2017-11-29,Ambient,R1,0.623,G_48,14,T7,Ac_287_T7,Nutrients,Symbiodinium
Ac,Ac_290,2017-11-29,Ambient,R2,0.631,G_48,14,T7,Ac_290_T7,Nutrients,Symbiodinium
Ac,Ac_102,2017-11-29,Ambient,R2,0.615,G_50,14,T7,Ac_102_T7,Nutrients,Symbiodinium
Ac,Ac_105,2017-11-29,Ambient,R1,0.625,G_50,14,T7,Ac_105_T7,Nutrients,Symbiodinium
Ac,Ac_108,2017-11-29,Ambient,R2,0.624,G_50,14,T7,Ac_108_T7,Nutrients,Symbiodinium
Ac,Ac_204,2017-11-29,Ambient,R1,0.615,G_50,14,T7,Ac_204_T7,Nutrients,Symbiodinium
Ac,Ac_116,2017-11-29,Ambient,R1,0.625,G_62,14,T7,Ac_116_T7,Nutrients,Symbiodinium
Ac,Ac_119,2017-11-29,Ambient,R2,0.639,G_62,14,T7,Ac_119_T7,Nutrients,Symbiodinium
Ac,Ac_122,2017-11-29,Ambient,R1,0.628,G_62,14,T7,Ac_122_T7,Nutrients,Symbiodinium
Ac,Ac_125,2017-11-29,Ambient,R2,0.619,G_62,14,T7,Ac_125_T7,Nutrients,Symbiodinium
Ac,Ac_129,2017-11-29,Ambient,R1,0.624,G_62,14,T7,Ac_129_T7,Nutrients,Symbiodinium
Ac,Ac_217,2017-11-29,Ambient,R2,0.635,G_62,14,T7,Ac_217_T7,Nutrients,Symbiodinium
Ac,Ac_220,2017-11-29,Ambient,R1,0.623,G_62,14,T7,Ac_220_T7,Nutrients,Symbiodinium
Ac,Ac_223,2017-11-29,Ambient,R2,0.648,G_62,14,T7,Ac_223_T7,Nutrients,Symbiodinium
Ac,Ac_226,2017-11-29,Ambient,R1,0.631,G_62,14,T7,Ac_226_T7,Nutrients,Symbiodinium
Ac,Ac_164,2017-11-29,NH4,R1,0.599,G_07,14,T7,Ac_164_T7,Nutrients,Symbiodinium
Ac,Ac_167,2017-11-29,NH4,R2,0.589,G_07,14,T7,Ac_167_T7,Nutrients,Symbiodinium
Ac,Ac_170,2017-11-29,NH4,R1,0.597,G_07,14,T7,Ac_170_T7,Nutrients,Symbiodinium
Ac,Ac_174,2017-11-29,NH4,R2,0.593,G_07,14,T7,Ac_174_T7,Nutrients,Symbiodinium
Ac,Ac_262,2017-11-29,NH4,R1,0.607,G_07,14,T7,Ac_262_T7,Nutrients,Symbiodinium
Ac,Ac_265,2017-11-29,NH4,R2,0.58,G_07,14,T7,Ac_265_T7,Nutrients,Symbiodinium
Ac,Ac_268,2017-11-29,NH4,R1,0.602,G_07,14,T7,Ac_268_T7,Nutrients,Symbiodinium
Ac,Ac_271,2017-11-29,NH4,R2,0.597,G_07,14,T7,Ac_271_T7,Nutrients,Symbiodinium
Ac,Ac_274,2017-11-29,NH4,R1,0.596,G_07,14,T7,Ac_274_T7,Nutrients,Symbiodinium
Ac,Ac_144,2017-11-29,NH4,R1,0.611,G_08,14,T7,Ac_144_T7,Nutrients,Symbiodinium
