Block Type,96well,,,,,,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ssid\Ssid_Plate18_CD.eds,,,,,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-03-22 13:07:19 PM EDT,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Comments,AMPNC,HIGHSD,NOAMP,EXPFAIL,MTP
A10,Sample 15,C,UNKNOWN,VIC,NFQ-MGB,34.0372238159,34.7789993286,1.0490289927,,,,0,0.02,1,3,32,61.5689849854,,,,N,Y,N,N,N
A10,Sample 15,D,UNKNOWN,FAM,NFQ-MGB,30.7613697052,30.7293128967,0.0453351736,,,,0,0.02,1,3,29,71.7069091797,,,,N,Y,N,N,N
A11,+,Ssid,UNKNOWN,SYBR,None,18.5473632813,18.4976425171,0.0703144297,,,,0,0.02,1,3,16,76.9222412109,,,,N,N,N,N,N
A12,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.2653923035,,,,N,N,N,N,N
A12,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,72.5979690552,,,,N,N,N,N,N
B1,Sample 1,Ssid,UNKNOWN,SYBR,None,17.652387619,17.230670929,0.5963988304,,,,0,0.02,1,3,15,76.9201507568,,,,N,Y,N,N,N
B2,Sample 1,C,UNKNOWN,VIC,NFQ-MGB,28.8059005737,29.0774002075,0.3839584589,,,,0,0.02,1,3,27,66.9282684326,,,,N,N,N,N,N
B2,Sample 1,D,UNKNOWN,FAM,NFQ-MGB,27.9666404724,28.060749054,0.1330909878,,,,0,0.02,1,3,26,71.9987792969,,,,N,N,N,N,N
B3,Sample 1,Ssid,UNKNOWN,SYBR,None,16.8089523315,17.230670929,0.5963988304,,,,0,0.02,1,3,15,77.0693206787,,,,N,Y,N,N,N
B4,Sample 1,C,UNKNOWN,VIC,NFQ-MGB,29.3488998413,29.0774002075,0.3839584589,,,,0,0.02,1,3,28,68.8651580811,,,,N,N,N,N,N
B4,Sample 1,D,UNKNOWN,FAM,NFQ-MGB,28.1548595428,28.060749054,0.1330909878,,,,0,0.02,1,3,26,70.9534912109,,,,N,N,N,N,N
B5,Sample 8,Ssid,UNKNOWN,SYBR,None,19.5291366577,19.5365715027,0.0105144586,,,,0,0.02,1,3,18,77.0688858032,,,,N,N,N,N,N
B6,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,36.1164665222,36.1164665222,,,,,0,0.02,1,3,35,61.262424469,,,,N,N,N,N,N
B6,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,29.2960624695,29.2115077972,0.1195783615,,,,0,0.02,1,3,27,71.8497772217,,,,N,N,N,N,N
B7,Sample 8,Ssid,UNKNOWN,SYBR,None,19.5440063477,19.5365715027,0.0105144586,,,,0,0.02,1,3,18,77.0711975098,,,,N,N,N,N,N
B8,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,36.1164665222,,,,,0,0.02,1,3,39,66.0355072021,,,,N,N,N,Y,N
B8,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,29.126953125,29.2115077972,0.1195783615,,,,0,0.02,1,3,27,72.0007400513,,,,N,N,N,Y,N
B9,Sample 16,Ssid,UNKNOWN,SYBR,None,18.6520957947,18.9247093201,0.3855350912,,,,0,0.02,1,3,16,77.2231292725,,,,N,N,N,N,N
B10,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,28.878276825,29.420589447,0.7669445276,,,,0,0.02,1,3,27,67.8306427002,,,,N,Y,N,N,N
B10,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,33.1286430359,33.2661743164,0.1944959015,,,,0,0.02,1,3,31,72.8996047974,,,,N,Y,N,N,N
B11,Sample 16,Ssid,UNKNOWN,SYBR,None,19.1973247528,18.9247093201,0.3855350912,,,,0,0.02,1,3,17,77.0713500977,,,,N,N,N,N,N
B12,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,29.9629001617,29.420589447,0.7669445276,,,,0,0.02,1,3,28,69.6157073975,,,,N,Y,N,N,N
B12,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,33.4037017822,33.2661743164,0.1944959015,,,,0,0.02,1,3,31,73.7908706665,,,,N,Y,N,N,N
C1,Sample 2,Ssid,UNKNOWN,SYBR,None,17.4639949799,17.2268714905,0.3353419006,,,,0,0.02,1,3,16,77.0692901611,,,,N,N,N,N,N
C2,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,26.7108249664,26.9136562347,0.2868467271,,,,0,0.02,1,3,25,64.8404083252,,,,N,Y,N,N,N
C2,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,31.5902500153,31.9882087708,0.5627999902,,,,0,0.02,1,3,30,71.4022445679,,,,N,Y,N,N,N
C3,Sample 2,Ssid,UNKNOWN,SYBR,None,16.9897499084,17.2268714905,0.3353419006,,,,0,0.02,1,3,15,77.0693206787,,,,N,N,N,N,N
C4,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,27.1164875031,26.9136562347,0.2868467271,,,,0,0.02,1,3,25,66.3293304443,,,,N,Y,N,N,N
C4,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,32.3861694336,31.9882087708,0.5627999902,,,,0,0.02,1,3,30,72.4451599121,,,,N,Y,N,N,N
C5,Sample 9,Ssid,UNKNOWN,SYBR,None,20.9087104797,21.1020202637,0.2733813226,,,,0,0.02,1,3,19,77.2180023193,,,,N,N,N,N,N
C6,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,30.9485015869,31.1745796204,0.3197239637,,,,0,0.02,1,3,29,65.2885971069,,,,N,Y,N,N,N
C6,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,32.6492004395,33.9137039185,1.7882807255,,,,0,0.02,1,3,31,73.7882995605,,,,N,Y,N,N,N
C7,Sample 9,Ssid,UNKNOWN,SYBR,None,21.2953300476,21.1020202637,0.2733813226,,,,0,0.02,1,3,20,77.0711975098,,,,N,N,N,N,N
C8,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,31.4006595612,31.1745796204,0.3197239637,,,,0,0.02,1,3,29,63.5002784729,,,,N,Y,N,N,N
C8,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,35.1782112122,33.9137039185,1.7882807255,,,,0,0.02,1,3,33,74.5359649658,,,,N,Y,N,N,N
C9,Sample 17,Ssid,UNKNOWN,SYBR,None,17.8223438263,17.8649635315,0.0602720156,,,,0,0.02,1,3,16,77.0740432739,,,,N,N,N,N,N
C10,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,25.8353385925,26.0637130737,0.322971642,,,,0,0.02,1,3,24,72.8996047974,,,,N,N,N,Y,N
C10,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,74.092300415,,,,N,N,N,Y,N
C11,Sample 17,Ssid,UNKNOWN,SYBR,None,17.9075813293,17.8649635315,0.0602720156,,,,0,0.02,1,3,15,77.0713500977,,,,N,N,N,N,N
C12,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,26.2920894623,26.0637130737,0.322971642,,,,0,0.02,1,3,24,78.7115936279,,,,N,N,N,Y,N
C12,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,72.2997436523,,,,N,N,N,Y,N
D1,Sample 3,Ssid,UNKNOWN,SYBR,None,17.8117923737,17.709941864,0.1440383792,,,,0,0.02,1,3,14,76.9201507568,,,,N,N,N,N,N
D2,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,25.9172954559,25.8554153442,0.0875130445,,,,0,0.02,1,3,24,74.6831665039,,,,N,N,N,Y,N
D2,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,72.1479110718,,,,N,N,N,Y,N
D3,Sample 3,Ssid,UNKNOWN,SYBR,None,17.6080913544,17.709941864,0.1440383792,,,,0,0.02,1,3,15,76.9201507568,,,,N,N,N,N,N
D4,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,25.7935333252,25.8554153442,0.0875130445,,,,0,0.02,1,3,24,71.5501556396,,,,N,N,Y,Y,N
D4,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,71.5501556396,,,,N,N,Y,Y,N
D5,Sample 10,Ssid,UNKNOWN,SYBR,None,18.9021511078,18.7218799591,0.2549419105,,,,0,0.02,1,3,16,77.0688858032,,,,N,N,N,N,N
D6,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,26.0327758789,26.3044242859,0.3841702044,,,,0,0.02,1,3,24,75.8759460449,,,,N,N,N,Y,N
D6,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,73.1918334961,,,,N,N,N,Y,N
D7,Sample 10,Ssid,UNKNOWN,SYBR,None,18.5416088104,18.7218799591,0.2549419105,,,,0,0.02,1,3,15,77.0711975098,,,,N,N,N,N,N
D8,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,26.5760746002,26.3044242859,0.3841702044,,,,0,0.02,1,3,25,61.4124450684,,,,N,N,N,Y,N
D8,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,74.5359649658,,,,N,N,N,Y,N
D9,Sample 18,Ssid,UNKNOWN,SYBR,None,19.4774894714,19.4528942108,0.0347829498,,,,0,0.02,1,3,18,77.0740432739,,,,N,N,N,N,N
D10,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,29.2760028839,29.3939495087,0.1668017209,,,,0,0.02,1,3,28,74.241394043,,,,N,N,N,Y,N
D10,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,73.4959564209,,,,N,N,N,Y,N
D11,Sample 18,Ssid,UNKNOWN,SYBR,None,19.4282989502,19.4528942108,0.0347829498,,,,0,0.02,1,3,17,76.9222412109,,,,N,N,N,N,N
D12,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,29.5118961334,29.3939495087,0.1668017209,,,,0,0.02,1,3,28,71.7032928467,,,,N,N,N,Y,N
D12,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,71.7032928467,,,,N,N,N,Y,N
E1,Sample 4,Ssid,UNKNOWN,SYBR,None,20.766992569,20.6032752991,0.231532529,,,,0,0.02,1,3,19,76.9201507568,,,,N,N,N,N,N
E2,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,28.0417022705,28.269651413,0.3223687708,,,,0,0.02,1,3,26,72.1479110718,,,,N,N,N,Y,N
E2,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,72.1479110718,,,,N,N,N,Y,N
E3,Sample 4,Ssid,UNKNOWN,SYBR,None,20.4395561218,20.6032752991,0.231532529,,,,0,0.02,1,3,19,76.9201507568,,,,N,N,N,N,N
E4,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,28.4976005554,28.269651413,0.3223687708,,,,0,0.02,1,3,27,78.710144043,,,,N,N,N,Y,N
E4,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,73.1909866333,,,,N,N,N,Y,N
E5,Sample 11,Ssid,UNKNOWN,SYBR,None,19.813999176,19.7481575012,0.0931141898,,,,0,0.02,1,3,18,77.0688858032,,,,N,N,N,N,N
E6,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,28.5106601715,28.6054153442,0.1340053976,,,,0,0.02,1,3,27,68.5691833496,,,,N,N,N,N,N
E6,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,35.6844329834,35.6844329834,,,,,0,0.02,1,3,34,74.3847732544,,,,N,N,N,N,N
E7,Sample 11,Ssid,UNKNOWN,SYBR,None,19.6823158264,19.7481575012,0.0931141898,,,,0,0.02,1,3,17,77.0711975098,,,,N,N,N,N,N
E8,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,28.7001724243,28.6054153442,0.1340053976,,,,0,0.02,1,3,26,61.1141853333,,,,N,N,Y,Y,N
E8,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,35.6844329834,,,,,0,0.02,1,3,39,74.9833602905,,,,N,N,Y,Y,N
E9,Sample 19,Ssid,UNKNOWN,SYBR,None,18.5967140198,18.7137565613,0.1655218005,,,,0,0.02,1,3,17,77.2231292725,,,,N,N,N,N,N
E10,Sample 19,C,UNKNOWN,VIC,NFQ-MGB,34.4096107483,35.4041137695,1.4064424038,,,,0,0.02,1,3,33,67.9797286987,,,,N,Y,N,N,N
E10,Sample 19,D,UNKNOWN,FAM,NFQ-MGB,28.1657543182,28.6764068604,0.7221717238,,,,0,0.02,1,3,26,74.53956604,,,,N,Y,N,N,N
E11,Sample 19,Ssid,UNKNOWN,SYBR,None,18.8307971954,18.7137565613,0.1655218005,,,,0,0.02,1,3,17,76.9222412109,,,,N,N,N,N,N
E12,Sample 19,C,UNKNOWN,VIC,NFQ-MGB,36.3986206055,35.4041137695,1.4064424038,,,,0,0.02,1,3,35,70.6595001221,,,,N,Y,N,N,N
E12,Sample 19,D,UNKNOWN,FAM,NFQ-MGB,29.1870594025,28.6764068604,0.7221717238,,,,0,0.02,1,3,27,72.7470855713,,,,N,Y,N,N,N
F1,Sample 5,Ssid,UNKNOWN,SYBR,None,20.6664295197,20.6570358276,0.0132833384,,,,0,0.02,1,3,19,77.0692901611,,,,N,N,N,N,N
F2,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,35.8148040771,35.8148040771,,,,,0,0.02,1,3,34,61.1120948792,,,,N,N,N,N,N
F2,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,30.3165721893,30.0746917725,0.3420692086,,,,0,0.02,1,3,28,71.7005081177,,,,N,N,N,N,N
F3,Sample 5,Ssid,UNKNOWN,SYBR,None,20.647644043,20.6570358276,0.0132833384,,,,0,0.02,1,3,19,77.0693206787,,,,N,N,N,N,N
F4,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,35.8148040771,,,,,0,0.02,1,3,39,60.9593353271,,,,N,N,Y,Y,N
F4,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,29.8328132629,30.0746917725,0.3420692086,,,,0,0.02,1,3,28,76.3234863281,,,,N,N,Y,Y,N
F5,Sample 12,Ssid,UNKNOWN,SYBR,None,21.3980617523,21.152513504,0.3472576737,,,,0,0.02,1,3,20,77.0688858032,,,,N,N,N,N,N
F6,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,63.9465408325,,,,N,N,Y,Y,N
F6,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,29.7643165588,29.7608451843,0.0049079163,,,,0,0.02,1,3,28,71.1041870117,,,,N,N,Y,Y,N
F7,Sample 12,Ssid,UNKNOWN,SYBR,None,20.9069652557,21.152513504,0.3472576737,,,,0,0.02,1,3,19,77.0711975098,,,,N,N,N,N,N
F8,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,65.7372436523,,,,N,N,N,Y,N
F8,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,29.7573757172,29.7608451843,0.0049079163,,,,0,0.02,1,3,28,71.7024841309,,,,N,N,N,Y,N
F9,Sample 20,Ssid,UNKNOWN,SYBR,None,18.3514060974,18.3120117188,0.0557107143,,,,0,0.02,1,3,16,77.2231292725,,,,N,N,N,N,N
F10,Sample 20,C,UNKNOWN,VIC,NFQ-MGB,35.5482902527,35.9120178223,0.514388442,,,,0,0.02,1,3,34,66.488861084,,,,N,Y,N,N,N
F10,Sample 20,D,UNKNOWN,FAM,NFQ-MGB,29.4606609344,29.8158531189,0.5023176074,,,,0,0.02,1,3,27,74.8377380371,,,,N,Y,N,N,N
F11,Sample 20,Ssid,UNKNOWN,SYBR,None,18.2726192474,18.3120117188,0.0557107143,,,,0,0.02,1,3,16,76.9222412109,,,,N,N,N,N,N
F12,Sample 20,C,UNKNOWN,VIC,NFQ-MGB,36.2757453918,35.9120178223,0.514388442,,,,0,0.02,1,3,32,61.5636177063,,,,N,Y,N,N,N
F12,Sample 20,D,UNKNOWN,FAM,NFQ-MGB,30.1710453033,29.8158531189,0.5023176074,,,,0,0.02,1,3,28,72.0015182495,,,,N,Y,N,N,N
G1,Sample 6,Ssid,UNKNOWN,SYBR,None,21.8821277618,21.8434829712,0.0546506383,,,,0,0.02,1,3,20,77.0692901611,,,,N,N,N,N,N
G2,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.2612266541,,,,N,N,Y,Y,N
G2,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,29.8470077515,29.7783565521,0.0970874578,,,,0,0.02,1,3,28,71.9987792969,,,,N,N,Y,Y,N
G3,Sample 6,Ssid,UNKNOWN,SYBR,None,21.8048400879,21.8434829712,0.0546506383,,,,0,0.02,1,3,20,77.0693206787,,,,N,N,N,N,N
G4,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,64.8376617432,,,,N,N,Y,Y,N
G4,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,29.7097053528,29.7783565521,0.0970874578,,,,0,0.02,1,3,28,72.5943222046,,,,N,N,Y,Y,N
G5,Sample 13,Ssid,UNKNOWN,SYBR,None,20.7411251068,20.7982749939,0.0808221474,,,,0,0.02,1,3,19,77.0688858032,,,,N,N,N,N,N
G6,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,39.6139945984,37.710395813,2.6920979023,,,,0,0.02,1,3,39,64.2447738647,,,,N,Y,N,Y,N
G6,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,29.2625617981,29.5250854492,0.3712631464,,,,0,0.02,1,3,27,72.1480102539,,,,N,Y,N,Y,N
G7,Sample 13,Ssid,UNKNOWN,SYBR,None,20.855424881,20.7982749939,0.0808221474,,,,0,0.02,1,3,19,77.2203216553,,,,N,N,N,N,N
G8,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,35.8067932129,37.710395813,2.6920979023,,,,0,0.02,1,3,34,65.7372436523,,,,N,Y,N,N,N
G8,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,29.787607193,29.5250854492,0.3712631464,,,,0,0.02,1,3,28,70.3603057861,,,,N,Y,N,N,N
G9,Sample 21,Ssid,UNKNOWN,SYBR,None,17.1721553802,17.2899227142,0.1665481627,,,,0,0.02,1,3,16,77.2231292725,,,,N,N,N,N,N
G10,Sample 21,C,UNKNOWN,VIC,NFQ-MGB,26.4246730804,26.7462730408,0.4548123777,,,,0,0.02,1,3,24,73.9432144165,,,,N,N,N,N,N
G10,Sample 21,D,UNKNOWN,FAM,NFQ-MGB,37.2564964294,36.9979858398,0.3655918837,,,,0,0.02,1,3,35,74.241394043,,,,N,N,N,N,N
G11,Sample 21,Ssid,UNKNOWN,SYBR,None,17.4076900482,17.2899227142,0.1665481627,,,,0,0.02,1,3,16,77.0713500977,,,,N,N,N,N,N
G12,Sample 21,C,UNKNOWN,VIC,NFQ-MGB,27.0678749084,26.7462730408,0.4548123777,,,,0,0.02,1,3,25,62.160068512,,,,N,N,N,N,N
G12,Sample 21,D,UNKNOWN,FAM,NFQ-MGB,36.7394714355,36.9979858398,0.3655918837,,,,0,0.02,1,3,35,73.9399871826,,,,N,N,N,N,N
H1,NTC,Ssid,NTC,SYBR,None,12.3547334671,,,,,,0,0.02,1,3,39,61.1120948792,,,,Y,N,N,N,N
H2,+,C,UNKNOWN,VIC,NFQ-MGB,30.6271057129,30.5329322815,0.1331813484,,,,0,0.02,1,3,29,66.3317337036,,,,N,N,N,N,N
H2,+,D,UNKNOWN,FAM,NFQ-MGB,28.7353916168,28.6664638519,0.0974785835,,,,0,0.02,1,3,27,71.8496398926,,,,N,N,N,N,N
H3,Sample 14,Ssid,UNKNOWN,SYBR,None,19.6397438049,19.5020542145,0.1947224885,,,,0,0.02,1,3,18,77.0693206787,,,,N,N,N,N,N
H4,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,30.4842891693,29.49061203,1.4052716494,,,,0,0.02,1,3,29,64.0918273926,,,,N,Y,N,N,N
H4,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,35.7262878418,34.9249954224,1.1332013607,,,,0,0.02,1,3,34,72.8926544189,,,,N,Y,N,N,N
H5,Sample 14,Ssid,UNKNOWN,SYBR,None,19.364364624,19.5020542145,0.1947224885,,,,0,0.02,1,3,18,77.0688858032,,,,N,N,N,N,N
H6,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,28.4969348907,29.49061203,1.4052716494,,,,0,0.02,1,3,27,92.726234436,,,,N,Y,N,N,N
H6,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,34.1236991882,34.9249954224,1.1332013607,,,,0,0.02,1,3,32,72.5953598022,,,,N,Y,N,N,N
H7,Sample 22,Ssid,UNKNOWN,SYBR,None,18.7396888733,19.0198974609,0.3962734342,,,,0,0.02,1,3,16,77.2203216553,,,,N,N,N,N,N
H8,Sample 22,C,UNKNOWN,VIC,NFQ-MGB,35.3873901367,35.5210266113,0.1889932156,,,,0,0.02,1,3,34,60.6667938232,,,,N,N,N,N,N
H8,Sample 22,D,UNKNOWN,FAM,NFQ-MGB,30.1621723175,30.0440769196,0.1670121104,,,,0,0.02,1,3,28,77.3694534302,,,,N,N,N,N,N
H9,Sample 22,Ssid,UNKNOWN,SYBR,None,19.3001041412,19.0198974609,0.3962734342,,,,0,0.02,1,3,17,77.2231292725,,,,N,N,N,N,N
H10,Sample 22,C,UNKNOWN,VIC,NFQ-MGB,35.6546669006,35.5210266113,0.1889932156,,,,0,0.02,1,3,31,61.121723175,,,,N,N,N,N,N
H10,Sample 22,D,UNKNOWN,FAM,NFQ-MGB,29.9259815216,30.0440769196,0.1670121104,,,,0,0.02,1,3,28,74.092300415,,,,N,N,N,N,N
H11,+,Ssid,UNKNOWN,SYBR,None,18.4479236603,18.4976425171,0.0703144297,,,,0,0.02,1,3,16,77.0713500977,,,,N,N,N,N,N
H12,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.4145050049,,,,N,N,N,N,N
H12,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,73.9399871826,,,,N,N,N,N,N
