Block Type,96well,,,,,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ssid\Ssid_Plate14_CD.eds,,,,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-03-10 18:21:19 PM EST,,,,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Comments,HIGHSD,NOAMP,EXPFAIL,MTP
A12,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.1410293579,,,,N,N,N,N
A12,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,72.9123687744,,,,N,N,N,N
B1,Sample 1,Ssid,UNKNOWN,SYBR,None,22.2639961243,21.9253444672,0.4789257646,,,,0,0.02,1,3,20,76.040687561,,,,N,N,N,N
B2,Sample 1,C,UNKNOWN,VIC,NFQ-MGB,29.7012901306,29.690372467,0.0154385595,,,,0,0.02,1,3,28,72.7621307373,,,,N,Y,Y,N
B2,Sample 1,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,72.1660232544,,,,N,Y,Y,N
B3,Sample 1,Ssid,UNKNOWN,SYBR,None,21.5866928101,21.9253444672,0.4789257646,,,,0,0.02,1,3,20,76.1883621216,,,,N,N,N,N
B4,Sample 1,C,UNKNOWN,VIC,NFQ-MGB,29.6794567108,29.690372467,0.0154385595,,,,0,0.02,1,3,28,72.7612838745,,,,N,N,Y,N
B4,Sample 1,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,72.7612838745,,,,N,N,Y,N
B5,Sample 8,Ssid,UNKNOWN,SYBR,None,21.7556419373,21.7819976807,0.0372713022,,,,0,0.02,1,3,20,76.1875915527,,,,N,N,N,N
B6,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,65.6074066162,,,,N,N,Y,N
B6,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,26.751291275,26.8445205688,0.1318474859,,,,0,0.02,1,3,25,71.2700424194,,,,N,N,Y,N
B7,Sample 8,Ssid,UNKNOWN,SYBR,None,21.8083515167,21.7819976807,0.0372713022,,,,0,0.02,1,3,20,76.1868286133,,,,N,N,N,N
B8,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,67.097984314,,,,N,N,Y,N
B8,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,26.93775177,26.8445205688,0.1318474859,,,,0,0.02,1,3,25,69.6309356689,,,,N,N,Y,N
B9,Sample 16,Ssid,UNKNOWN,SYBR,None,21.3580551147,21.2191886902,0.1963867843,,,,0,0.02,1,3,20,76.1910171509,,,,N,N,N,N
B10,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,31.6942958832,31.7064304352,0.0171608478,,,,0,0.02,1,3,30,66.3578033447,,,,N,N,N,N
B10,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,26.2318916321,26.4842643738,0.3569089472,,,,0,0.02,1,3,24,70.6784591675,,,,N,N,N,N
B11,Sample 16,Ssid,UNKNOWN,SYBR,None,21.0803222656,21.2191886902,0.1963867843,,,,0,0.02,1,3,19,76.0414581299,,,,N,N,N,N
B12,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,31.7185649872,31.7064304352,0.0171608478,,,,0,0.02,1,3,30,68.5912399292,,,,N,N,N,N
B12,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,26.7366371155,26.4842643738,0.3569089472,,,,0,0.02,1,3,25,72.0183410645,,,,N,N,N,N
C1,Sample 2,Ssid,UNKNOWN,SYBR,None,20.496011734,20.4602394104,0.0505897067,,,,0,0.02,1,3,18,76.040687561,,,,N,N,N,N
C2,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,28.2762641907,28.2963905334,0.028464295,,,,0,0.02,1,3,27,64.4167098999,,,,N,N,N,N
C2,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,36.8958740234,36.8958740234,,,,,0,0.02,1,3,35,72.1660232544,,,,N,N,N,N
C3,Sample 2,Ssid,UNKNOWN,SYBR,None,20.4244670868,20.4602394104,0.0505897067,,,,0,0.02,1,3,18,76.1883621216,,,,N,N,N,N
C4,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,28.3165187836,28.2963905334,0.028464295,,,,0,0.02,1,3,26,72.9102935791,,,,N,N,Y,N
C4,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,36.8958740234,,,,,0,0.02,1,3,39,73.0592956543,,,,N,N,Y,N
C5,Sample 9,Ssid,UNKNOWN,SYBR,None,20.823802948,20.866645813,0.060587611,,,,0,0.02,1,3,19,76.1875915527,,,,N,N,N,N
C6,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,65.9054412842,,,,N,N,Y,N
C6,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,27.620464325,27.7041702271,0.1183780208,,,,0,0.02,1,3,26,72.1641387939,,,,N,N,Y,N
C7,Sample 9,Ssid,UNKNOWN,SYBR,None,20.9094867706,20.866645813,0.060587611,,,,0,0.02,1,3,19,76.1868286133,,,,N,N,N,N
C8,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,66.0550003052,,,,N,N,Y,N
C8,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,27.7878761292,27.7041702271,0.1183780208,,,,0,0.02,1,3,26,72.4618911743,,,,N,N,Y,N
C9,Sample 17,Ssid,UNKNOWN,SYBR,None,21.50598526,21.681728363,0.2485396266,,,,0,0.02,1,3,19,76.1910171509,,,,N,N,N,N
C10,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,34.8477172852,34.2007064819,0.9150087833,,,,0,0.02,1,3,29,66.5067977905,,,,Y,N,N,N
C10,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,27.2672042847,27.2174835205,0.0703171268,,,,0,0.02,1,3,25,70.9764328003,,,,Y,N,N,N
C11,Sample 17,Ssid,UNKNOWN,SYBR,None,21.8574733734,21.681728363,0.2485396266,,,,0,0.02,1,3,20,76.1904602051,,,,N,N,N,N
C12,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,33.5536994934,34.2007064819,0.9150087833,,,,0,0.02,1,3,30,69.1872558594,,,,Y,N,N,N
C12,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,27.167760849,27.2174835205,0.0703171268,,,,0,0.02,1,3,25,71.1243133545,,,,Y,N,N,N
D1,Sample 3,Ssid,UNKNOWN,SYBR,None,22.8723659515,22.8277893066,0.0630422458,,,,0,0.02,1,3,21,76.040687561,,,,N,N,N,N
D2,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,30.9726238251,31.0416507721,0.0976188481,,,,0,0.02,1,3,29,72.6130981445,,,,N,N,Y,N
D2,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,72.3150482178,,,,N,N,Y,N
D3,Sample 3,Ssid,UNKNOWN,SYBR,None,22.7832107544,22.8277893066,0.0630422458,,,,0,0.02,1,3,21,76.1883621216,,,,N,N,N,N
D4,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,31.1106777191,31.0416507721,0.0976188481,,,,0,0.02,1,3,29,72.4632797241,,,,N,N,Y,N
D4,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,72.4632797241,,,,N,N,Y,N
D5,Sample 10,Ssid,UNKNOWN,SYBR,None,21.9101543427,21.7608718872,0.2111172676,,,,0,0.02,1,3,20,76.0385742188,,,,N,N,N,N
D6,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,30.4498825073,30.5930252075,0.2024357021,,,,0,0.02,1,3,29,65.0113372803,,,,N,N,N,N
D6,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,28.1953334808,28.2280006409,0.046198342,,,,0,0.02,1,3,26,74.2503738403,,,,N,N,N,N
D7,Sample 10,Ssid,UNKNOWN,SYBR,None,21.6115894318,21.7608718872,0.2111172676,,,,0,0.02,1,3,19,76.1868286133,,,,N,N,N,N
D8,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,30.7361698151,30.5930252075,0.2024357021,,,,0,0.02,1,3,29,66.0550003052,,,,N,N,N,N
D8,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,28.2606678009,28.2280006409,0.046198342,,,,0,0.02,1,3,26,72.7598876953,,,,N,N,N,N
D9,Sample 18,Ssid,UNKNOWN,SYBR,None,20.5728569031,20.2315864563,0.4826292992,,,,0,0.02,1,3,19,76.0420227051,,,,N,N,N,N
D10,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,32.7526130676,33.716506958,1.3631545305,,,,0,0.02,1,3,32,65.9108428955,,,,Y,N,N,N
D10,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,26.1274547577,26.2693824768,0.2007147521,,,,0,0.02,1,3,24,70.0825042725,,,,Y,N,N,N
D11,Sample 18,Ssid,UNKNOWN,SYBR,None,19.8903160095,20.2315864563,0.4826292992,,,,0,0.02,1,3,18,76.0414581299,,,,N,N,N,N
D12,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,34.6804046631,33.716506958,1.3631545305,,,,0,0.02,1,3,35,67.6972198486,,,,Y,N,N,N
D12,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,26.4113082886,26.2693824768,0.2007147521,,,,0,0.02,1,3,24,71.5713272095,,,,Y,N,N,N
E1,Sample 4,Ssid,UNKNOWN,SYBR,None,22.3253250122,22.3430023193,0.0249994881,,,,0,0.02,1,3,20,76.1897125244,,,,N,N,N,N
E2,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,31.6849403381,31.6229572296,0.0876573548,,,,0,0.02,1,3,30,72.1660232544,,,,N,N,Y,N
E2,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,71.7189483643,,,,N,N,Y,N
E3,Sample 4,Ssid,UNKNOWN,SYBR,None,22.3606796265,22.3430023193,0.0249994881,,,,0,0.02,1,3,20,76.1883621216,,,,N,N,N,N
E4,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,31.5609741211,31.6229572296,0.0876573548,,,,0,0.02,1,3,29,75.294342041,,,,N,N,Y,N
E4,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,73.6553039551,,,,N,N,Y,N
E5,Sample 11,Ssid,UNKNOWN,SYBR,None,21.9007740021,21.8169937134,0.1184845716,,,,0,0.02,1,3,20,76.0385742188,,,,N,N,N,N
E6,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,34.063785553,34.1720199585,0.1530665606,,,,0,0.02,1,3,33,64.8623199463,,,,Y,N,N,N
E6,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,27.5385532379,28.4634056091,1.3079401255,,,,0,0.02,1,3,25,74.3993911743,,,,Y,N,N,N
E7,Sample 11,Ssid,UNKNOWN,SYBR,None,21.7332115173,21.8169937134,0.1184845716,,,,0,0.02,1,3,19,76.1868286133,,,,N,N,N,N
E8,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,34.280254364,34.1720199585,0.1530665606,,,,0,0.02,1,3,32,66.799987793,,,,Y,N,N,N
E8,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,29.3882598877,28.4634056091,1.3079401255,,,,0,0.02,1,3,27,73.5048751831,,,,Y,N,N,N
E9,Sample 19,Ssid,UNKNOWN,SYBR,None,20.8362503052,21.1098823547,0.3869741559,,,,0,0.02,1,3,19,76.1910171509,,,,N,N,N,N
E10,Sample 19,C,UNKNOWN,VIC,NFQ-MGB,33.9602737427,34.3829956055,0.5978189707,,,,0,0.02,1,3,33,66.3578033447,,,,Y,N,N,N
E10,Sample 19,D,UNKNOWN,FAM,NFQ-MGB,27.7871246338,27.8698272705,0.1169578433,,,,0,0.02,1,3,26,74.105178833,,,,Y,N,N,N
E11,Sample 19,Ssid,UNKNOWN,SYBR,None,21.3835144043,21.1098823547,0.3869741559,,,,0,0.02,1,3,19,76.0414581299,,,,N,N,N,N
E12,Sample 19,C,UNKNOWN,VIC,NFQ-MGB,34.8057174683,34.3829956055,0.5978189707,,,,0,0.02,1,3,34,68.889251709,,,,Y,N,N,N
E12,Sample 19,D,UNKNOWN,FAM,NFQ-MGB,27.9525279999,27.8698272705,0.1169578433,,,,0,0.02,1,3,26,71.7203292847,,,,Y,N,N,N
F1,Sample 5,Ssid,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,91.0922393799,83.193901062,,,N,N,Y,Y
F2,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.8832778931,,,,N,Y,Y,N
F2,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,71.7189483643,,,,N,Y,Y,N
F3,Sample 5,Ssid,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,91.38671875,72.7612838745,,,N,Y,Y,Y
F4,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.7350311279,,,,N,Y,Y,N
F4,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,72.3142776489,,,,N,Y,Y,N
F5,Sample 12,Ssid,UNKNOWN,SYBR,None,21.8097400665,21.6113929749,0.2805038095,,,,0,0.02,1,3,20,76.0385742188,,,,N,N,N,N
F6,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,60.6898536682,,,,N,Y,Y,N
F6,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,27.4146327972,27.4779815674,0.0895886868,,,,0,0.02,1,3,25,70.9720077515,,,,N,Y,Y,N
F7,Sample 12,Ssid,UNKNOWN,SYBR,None,21.4130477905,21.6113929749,0.2805038095,,,,0,0.02,1,3,19,76.1868286133,,,,N,N,N,N
F8,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,66.203994751,,,,N,N,Y,N
F8,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,27.5413303375,27.4779815674,0.0895886868,,,,0,0.02,1,3,26,70.5249252319,,,,N,N,Y,N
F9,Sample 20,Ssid,UNKNOWN,SYBR,None,21.5148277283,21.3037719727,0.2984779179,,,,0,0.02,1,3,19,76.1910171509,,,,N,N,N,N
F10,Sample 20,C,UNKNOWN,VIC,NFQ-MGB,30.3060379028,30.9330291748,0.8867009282,,,,0,0.02,1,3,29,66.5067977905,,,,Y,N,N,N
F10,Sample 20,D,UNKNOWN,FAM,NFQ-MGB,28.8022727966,29.2564735413,0.6423368454,,,,0,0.02,1,3,27,76.3400039673,,,,Y,N,N,N
F11,Sample 20,Ssid,UNKNOWN,SYBR,None,21.092716217,21.3037719727,0.2984779179,,,,0,0.02,1,3,19,76.0414581299,,,,N,N,N,N
F12,Sample 20,C,UNKNOWN,VIC,NFQ-MGB,31.5600223541,30.9330291748,0.8867009282,,,,0,0.02,1,3,30,69.0382537842,,,,Y,N,N,N
F12,Sample 20,D,UNKNOWN,FAM,NFQ-MGB,29.7106742859,29.2564735413,0.6423368454,,,,0,0.02,1,3,28,72.4653549194,,,,Y,N,N,N
G1,Sample 6,Ssid,UNKNOWN,SYBR,None,21.625164032,21.7299575806,0.1482018083,,,,0,0.02,1,3,20,76.1897125244,,,,N,N,N,N
G2,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.1381530762,,,,N,N,Y,N
G2,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,27.1093997955,27.1737289429,0.0909738019,,,,0,0.02,1,3,25,76.4877624512,,,,N,N,Y,N
G3,Sample 6,Ssid,UNKNOWN,SYBR,None,21.8347530365,21.7299575806,0.1482018083,,,,0,0.02,1,3,20,76.1883621216,,,,N,N,N,N
G4,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,65.0131072998,,,,N,Y,Y,N
G4,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,27.2380561829,27.1737289429,0.0909738019,,,,0,0.02,1,3,25,71.7182617188,,,,N,Y,Y,N
G5,Sample 13,Ssid,UNKNOWN,SYBR,None,20.5862865448,20.4907531738,0.1351059377,,,,0,0.02,1,3,19,76.1875915527,,,,N,N,N,N
G6,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,27.5013866425,27.3239402771,0.2509483993,,,,0,0.02,1,3,26,73.3562774658,,,,N,N,Y,N
G6,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,35.5708503723,,,,,0,0.02,1,3,39,73.6543121338,,,,N,N,Y,N
G7,Sample 13,Ssid,UNKNOWN,SYBR,None,20.3952178955,20.4907531738,0.1351059377,,,,0,0.02,1,3,18,76.1868286133,,,,N,N,N,N
G8,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,27.1464920044,27.3239402771,0.2509483993,,,,0,0.02,1,3,25,64.4160308838,,,,N,N,N,N
G8,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,35.5708503723,35.5708503723,,,,,0,0.02,1,3,34,72.9088821411,,,,N,N,N,N
G9,Sample 21,Ssid,UNKNOWN,SYBR,None,21.2730960846,21.0420570374,0.3267371953,,,,0,0.02,1,3,20,76.1910171509,,,,N,N,N,N
G10,Sample 21,C,UNKNOWN,VIC,NFQ-MGB,31.0077838898,31.3142242432,0.433370769,,,,0,0.02,1,3,29,65.4638824463,,,,N,N,N,N
G10,Sample 21,D,UNKNOWN,FAM,NFQ-MGB,30.0941505432,30.166721344,0.1026292592,,,,0,0.02,1,3,28,73.5092315674,,,,N,N,N,N
G11,Sample 21,Ssid,UNKNOWN,SYBR,None,20.8110198975,21.0420570374,0.3267371953,,,,0,0.02,1,3,19,76.1904602051,,,,N,N,N,N
G12,Sample 21,C,UNKNOWN,VIC,NFQ-MGB,31.6206626892,31.3142242432,0.433370769,,,,0,0.02,1,3,30,93.0279388428,,,,N,N,N,N
G12,Sample 21,D,UNKNOWN,FAM,NFQ-MGB,30.2392902374,30.166721344,0.1026292592,,,,0,0.02,1,3,28,72.6143569946,,,,N,N,N,N
H1,NTC,Ssid,NTC,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,76.040687561,,,,N,N,N,N
H2,+,C,UNKNOWN,VIC,NFQ-MGB,29.7100028992,29.5538711548,0.2208049744,,,,0,0.02,1,3,28,66.0559844971,,,,N,N,N,N
H2,+,D,UNKNOWN,FAM,NFQ-MGB,28.2998390198,28.0620307922,0.3363116086,,,,0,0.02,1,3,26,72.4640808105,,,,N,N,N,N
H3,Sample 14,Ssid,UNKNOWN,SYBR,None,19.9819812775,20.1583576202,0.2494338155,,,,0,0.02,1,3,18,76.1883621216,,,,N,N,N,N
H4,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,26.480676651,26.3604011536,0.170093894,,,,0,0.02,1,3,24,64.5661010742,,,,N,N,N,N
H4,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,35.722568512,35.6897201538,0.0464572906,,,,0,0.02,1,3,34,76.7843780518,,,,N,N,N,N
H5,Sample 14,Ssid,UNKNOWN,SYBR,None,20.334733963,20.1583576202,0.2494338155,,,,0,0.02,1,3,19,76.1875915527,,,,N,N,N,N
H6,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,26.2401275635,26.3604011536,0.170093894,,,,0,0.02,1,3,24,92.8774642944,,,,N,N,N,N
H6,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,35.656867981,35.6897201538,0.0464572906,,,,0,0.02,1,3,34,72.7602081299,,,,N,N,N,N
H7,Sample 22,Ssid,UNKNOWN,SYBR,None,20.1770629883,20.4606628418,0.4010694027,,,,0,0.02,1,3,18,76.1868286133,,,,N,N,N,N
H8,Sample 22,C,UNKNOWN,VIC,NFQ-MGB,31.593170166,30.9950790405,0.8458272219,,,,0,0.02,1,3,30,61.1380844116,,,,Y,N,N,N
H8,Sample 22,D,UNKNOWN,FAM,NFQ-MGB,34.2746620178,33.9004402161,0.5292295218,,,,0,0.02,1,3,32,77.8257980347,,,,Y,N,N,N
H9,Sample 22,Ssid,UNKNOWN,SYBR,None,20.744260788,20.4606628418,0.4010694027,,,,0,0.02,1,3,18,76.1910171509,,,,N,N,N,N
H10,Sample 22,C,UNKNOWN,VIC,NFQ-MGB,30.3969898224,30.9950790405,0.8458272219,,,,0,0.02,1,3,28,65.1659011841,,,,Y,N,N,N
H10,Sample 22,D,UNKNOWN,FAM,NFQ-MGB,33.5262184143,33.9004402161,0.5292295218,,,,0,0.02,1,3,32,73.2112579346,,,,Y,N,N,N
H11,+,Ssid,UNKNOWN,SYBR,None,20.8677406311,20.8374252319,0.0428724475,,,,0,0.02,1,3,19,76.1904602051,,,,N,N,N,N
H12,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.5880393982,,,,N,N,N,N
H12,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,72.3163452148,,,,N,N,N,N
