Block Type,96well,,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ssid\Ssid_Plate25_CD.eds,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-04-12 17:39:47 PM EDT,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,AMPNC,HIGHSD,NOAMP,EXPFAIL
B7,Sample 8,Ssid,UNKNOWN,SYBR,None,16.6685791016,16.7508506775,0.1163482293,,,,0,0.02,1,3,15,,N,N,N,N
B8,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,28.7511043549,28.7669830322,0.0224558413,,,,0,0.02,1,3,27,,N,N,Y,Y
B8,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
B9,Sample 16,Ssid,UNKNOWN,SYBR,None,18.2010555267,18.1262969971,0.1057231799,,,,0,0.02,1,3,16,,N,N,N,N
B10,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,38.236164093,35.5595703125,3.7852725983,,,,0,0.02,1,3,39,,N,Y,N,Y
B10,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,27.7185134888,27.5157814026,0.2867078185,,,,0,0.02,1,3,26,,N,Y,N,Y
B11,Sample 16,Ssid,UNKNOWN,SYBR,None,18.0515403748,18.1262969971,0.1057231799,,,,0,0.02,1,3,16,,N,N,N,N
B12,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,32.8829803467,35.5595703125,3.7852725983,,,,0,0.02,1,3,31,,N,Y,N,N
B12,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,27.3130474091,27.5157814026,0.2867078185,,,,0,0.02,1,3,25,,N,Y,N,N
C1,Sample 2,Ssid,UNKNOWN,SYBR,None,18.7273006439,18.595539093,0.1863403171,,,,0,0.02,1,3,16,,N,N,N,N
C2,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
C2,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,25.6259021759,25.9005336761,0.3883875906,,,,0,0.02,1,3,24,,N,N,N,Y
C3,Sample 2,Ssid,UNKNOWN,SYBR,None,18.4637756348,18.595539093,0.1863403171,,,,0,0.02,1,3,17,,N,N,N,N
C4,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
C4,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,26.1751651764,25.9005336761,0.3883875906,,,,0,0.02,1,3,24,,N,N,Y,Y
C5,Sample 9,Ssid,UNKNOWN,SYBR,None,17.5405139923,17.6989212036,0.2240229696,,,,0,0.02,1,3,15,,N,N,N,N
C6,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,28.7999687195,28.8971099854,0.1373771429,,,,0,0.02,1,3,27,,N,N,Y,Y
C6,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
C7,Sample 9,Ssid,UNKNOWN,SYBR,None,17.8573303223,17.6989212036,0.2240229696,,,,0,0.02,1,3,16,,N,N,N,N
C8,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,28.9942493439,28.8971099854,0.1373771429,,,,0,0.02,1,3,27,,N,N,Y,Y
C8,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
C9,Sample 17,Ssid,UNKNOWN,SYBR,None,16.7461700439,16.8702354431,0.1754563153,,,,0,0.02,1,3,15,,N,N,N,N
C10,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
C10,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,26.3081989288,26.5468540192,0.3375092745,,,,0,0.02,1,3,24,,N,N,N,Y
C11,Sample 17,Ssid,UNKNOWN,SYBR,None,16.9943027496,16.8702354431,0.1754563153,,,,0,0.02,1,3,15,,N,N,N,N
C12,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
C12,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,26.7855091095,26.5468540192,0.3375092745,,,,0,0.02,1,3,25,,N,N,N,Y
D1,Sample 3,Ssid,UNKNOWN,SYBR,None,17.8506641388,18.1035614014,0.3576520979,,,,0,0.02,1,3,16,,N,N,N,N
D2,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
D2,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,26.7984924316,26.9880523682,0.2680795789,,,,0,0.02,1,3,25,,N,N,N,Y
D3,Sample 3,Ssid,UNKNOWN,SYBR,None,18.3564605713,18.1035614014,0.3576520979,,,,0,0.02,1,3,16,,N,N,N,N
D4,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
D4,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,27.177614212,26.9880523682,0.2680795789,,,,0,0.02,1,3,25,,N,N,N,Y
D5,Sample 10,Ssid,UNKNOWN,SYBR,None,17.3415107727,17.3172950745,0.0342448205,,,,0,0.02,1,3,15,,N,N,N,N
D6,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,29.1682720184,29.1585597992,0.0137351518,,,,0,0.02,1,3,27,,N,N,N,Y
D6,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
D7,Sample 10,Ssid,UNKNOWN,SYBR,None,17.2930812836,17.3172950745,0.0342448205,,,,0,0.02,1,3,15,,N,N,N,N
D8,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,29.14884758,29.1585597992,0.0137351518,,,,0,0.02,1,3,28,,N,N,Y,Y
D8,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
D9,Sample 18,Ssid,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
D10,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
D10,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,27.4093227386,27.5484771729,0.1967927366,,,,0,0.02,1,3,25,,N,N,N,Y
D11,Sample 18,Ssid,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
D12,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
D12,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,27.6876296997,27.5484771729,0.1967927366,,,,0,0.02,1,3,25,,N,N,N,Y
E1,Sample 4,Ssid,UNKNOWN,SYBR,None,18.1662540436,18.0110301971,0.2195196748,,,,0,0.02,1,3,16,,N,N,N,N
E2,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
E2,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,26.8292255402,26.9757919312,0.2072748244,,,,0,0.02,1,3,25,,N,N,Y,Y
E3,Sample 4,Ssid,UNKNOWN,SYBR,None,17.8558063507,18.0110301971,0.2195196748,,,,0,0.02,1,3,16,,N,N,N,N
E4,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
E4,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,27.1223564148,26.9757919312,0.2072748244,,,,0,0.02,1,3,25,,N,N,Y,Y
E5,Sample 11,Ssid,UNKNOWN,SYBR,None,17.8467597961,17.6034069061,0.3441529572,,,,0,0.02,1,3,15,,N,N,N,N
E6,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,28.4849185944,28.8987045288,0.5851816535,,,,0,0.02,1,3,27,,N,Y,Y,Y
E6,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y,Y
E7,Sample 11,Ssid,UNKNOWN,SYBR,None,17.3600540161,17.6034069061,0.3441529572,,,,0,0.02,1,3,16,,N,N,N,N
E8,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,29.3124904633,28.8987045288,0.5851816535,,,,0,0.02,1,3,28,,N,Y,Y,Y
E8,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y,Y
E9,Sample 19,Ssid,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
E10,Sample 19,C,UNKNOWN,VIC,NFQ-MGB,38.6025390625,38.6025390625,,,,,0,0.02,1,3,39,,N,N,N,Y
E10,Sample 19,D,UNKNOWN,FAM,NFQ-MGB,27.9462718964,28.1276931763,0.2565684319,,,,0,0.02,1,3,26,,N,N,N,Y
E11,Sample 19,Ssid,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
E12,Sample 19,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,38.6025390625,,,,,0,0.02,1,3,39,,N,N,Y,Y
E12,Sample 19,D,UNKNOWN,FAM,NFQ-MGB,28.3091144562,28.1276931763,0.2565684319,,,,0,0.02,1,3,26,,N,N,Y,Y
F1,Sample 5,Ssid,UNKNOWN,SYBR,None,17.5562038422,17.3443832397,0.2995609045,,,,0,0.02,1,3,16,,N,N,N,N
F2,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,29.2277698517,29.297252655,0.0982635245,,,,0,0.02,1,3,28,,N,N,N,N
F2,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,27.1464862823,27.2259712219,0.1124086827,,,,0,0.02,1,3,25,,N,N,N,N
F3,Sample 5,Ssid,UNKNOWN,SYBR,None,17.13256073,17.3443832397,0.2995609045,,,,0,0.02,1,3,15,,N,N,N,N
F4,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,29.3667354584,29.297252655,0.0982635245,,,,0,0.02,1,3,28,,N,N,N,N
F4,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,27.3054561615,27.2259712219,0.1124086827,,,,0,0.02,1,3,25,,N,N,N,N
F5,Sample 12,Ssid,UNKNOWN,SYBR,None,17.1956329346,17.040271759,0.2197138816,,,,0,0.02,1,3,16,,N,N,N,N
F6,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,29.4625854492,29.6156806946,0.216509372,,,,0,0.02,1,3,27,,N,N,N,Y
F6,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
F7,Sample 12,Ssid,UNKNOWN,SYBR,None,16.8849105835,17.040271759,0.2197138816,,,,0,0.02,1,3,15,,N,N,N,N
F8,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,29.7687759399,29.6156806946,0.216509372,,,,0,0.02,1,3,28,,N,N,N,Y
F8,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
F9,Sample 20,Ssid,UNKNOWN,SYBR,None,17.6327495575,17.7197685242,0.1230647489,,,,0,0.02,1,3,16,,N,N,N,N
F10,Sample 20,C,UNKNOWN,VIC,NFQ-MGB,27.0310096741,27.0937366486,0.0887093395,,,,0,0.02,1,3,25,,N,Y,N,N
F10,Sample 20,D,UNKNOWN,FAM,NFQ-MGB,33.8403930664,36.3358078003,3.5290493965,,,,0,0.02,1,3,32,,N,Y,N,N
F11,Sample 20,Ssid,UNKNOWN,SYBR,None,17.8067893982,17.7197685242,0.1230647489,,,,0,0.02,1,3,16,,N,N,N,N
F12,Sample 20,C,UNKNOWN,VIC,NFQ-MGB,27.156463623,27.0937366486,0.0887093395,,,,0,0.02,1,3,25,,N,Y,N,N
F12,Sample 20,D,UNKNOWN,FAM,NFQ-MGB,38.8312225342,36.3358078003,3.5290493965,,,,0,0.02,1,3,35,,N,Y,N,N
G1,Sample 6,Ssid,UNKNOWN,SYBR,None,18.5445919037,18.1461696625,0.5634541512,,,,0,0.02,1,3,16,,N,Y,N,N
G2,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,28.8321990967,28.9269447327,0.133990556,,,,0,0.02,1,3,27,,N,Y,N,N
G2,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,35.5959777832,35.0046615601,0.8362474442,,,,0,0.02,1,3,34,,N,Y,N,N
G3,Sample 6,Ssid,UNKNOWN,SYBR,None,17.7477474213,18.1461696625,0.5634541512,,,,0,0.02,1,3,16,,N,Y,N,N
G4,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,29.0216903687,28.9269447327,0.133990556,,,,0,0.02,1,3,27,,N,Y,N,N
G4,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,34.4133453369,35.0046615601,0.8362474442,,,,0,0.02,1,3,33,,N,Y,N,N
G5,Sample 13,Ssid,UNKNOWN,SYBR,None,17.1613903046,17.2823352814,0.1710420251,,,,0,0.02,1,3,15,,N,N,N,N
G6,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,29.1600818634,29.3303031921,0.2407293171,,,,0,0.02,1,3,27,,N,N,Y,Y
G6,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
G7,Sample 13,Ssid,UNKNOWN,SYBR,None,17.4032802582,17.2823352814,0.1710420251,,,,0,0.02,1,3,16,,N,N,N,N
G8,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,29.5005245209,29.3303031921,0.2407293171,,,,0,0.02,1,3,28,,N,N,Y,Y
G8,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
G9,Sample 21,Ssid,UNKNOWN,SYBR,None,17.8673629761,17.9121131897,0.0632850081,,,,0,0.02,1,3,16,,N,N,N,N
G10,Sample 21,C,UNKNOWN,VIC,NFQ-MGB,26.8319702148,26.9637184143,0.1863187402,,,,0,0.02,1,3,25,,N,Y,N,N
G10,Sample 21,D,UNKNOWN,FAM,NFQ-MGB,34.6185760498,35.1981163025,0.819593668,,,,0,0.02,1,3,33,,N,Y,N,N
G11,Sample 21,Ssid,UNKNOWN,SYBR,None,17.956861496,17.9121131897,0.0632850081,,,,0,0.02,1,3,17,,N,N,N,N
G12,Sample 21,C,UNKNOWN,VIC,NFQ-MGB,27.0954647064,26.9637184143,0.1863187402,,,,0,0.02,1,3,25,,N,Y,N,N
G12,Sample 21,D,UNKNOWN,FAM,NFQ-MGB,35.7776565552,35.1981163025,0.819593668,,,,0,0.02,1,3,34,,N,Y,N,N
H1,NTC,Ssid,NTC,SYBR,None,10.6952476501,,,,,,0,0.02,1,3,39,,Y,N,N,N
H2,+,C,UNKNOWN,VIC,NFQ-MGB,29.7819023132,29.8797035217,0.1383117884,,,,0,0.02,1,3,27,,N,N,N,N
H2,+,D,UNKNOWN,FAM,NFQ-MGB,27.5250148773,27.8026542664,0.3926400542,,,,0,0.02,1,3,25,,N,N,N,N
H3,Sample 14,Ssid,UNKNOWN,SYBR,None,18.6337299347,18.4504013062,0.2592644989,,,,0,0.02,1,3,17,,N,N,N,N
H4,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,36.1561393738,,,,,0,0.02,1,3,39,,N,N,N,Y
H4,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,28.7199039459,28.6410560608,0.1115090996,,,,0,0.02,1,3,27,,N,N,N,Y
H5,Sample 14,Ssid,UNKNOWN,SYBR,None,18.267074585,18.4504013062,0.2592644989,,,,0,0.02,1,3,15,,N,N,N,N
H6,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,36.1561393738,36.1561393738,,,,,0,0.02,1,3,31,,N,N,N,N
H6,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,28.5622062683,28.6410560608,0.1115090996,,,,0,0.02,1,3,27,,N,N,N,N
H7,Sample 22,Ssid,UNKNOWN,SYBR,None,18.3897857666,18.5109233856,0.171314463,,,,0,0.02,1,3,16,,N,N,N,N
H8,Sample 22,C,UNKNOWN,VIC,NFQ-MGB,27.9024200439,27.8092842102,0.1317139566,,,,0,0.02,1,3,26,,N,N,N,Y
H8,Sample 22,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,33.9749450684,,,,,0,0.02,1,3,39,,N,N,N,Y
H9,Sample 22,Ssid,UNKNOWN,SYBR,None,18.6320610046,18.5109233856,0.171314463,,,,0,0.02,1,3,17,,N,N,N,N
H10,Sample 22,C,UNKNOWN,VIC,NFQ-MGB,27.7161483765,27.8092842102,0.1317139566,,,,0,0.02,1,3,26,,N,N,N,N
H10,Sample 22,D,UNKNOWN,FAM,NFQ-MGB,33.9749450684,33.9749450684,,,,,0,0.02,1,3,32,,N,N,N,N
H11,+,Ssid,UNKNOWN,SYBR,None,18.3284244537,18.3578567505,0.0416249037,,,,0,0.02,1,3,15,,N,N,N,N
H12,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,N
H12,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,N
