Block Type,96well,,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ofav\Ofav_Nut_Plate27.eds,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-10-29 14:48:15 PM EDT,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,NOISE,EXPFAIL
D3,Sample 3,Ofav,UNKNOWN,SYBR,None,20.8410663605,20.4109382629,0.6082943082,,,,0,0.02,1,3,18,,Y,N,N,N
D4,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
D4,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,24.3827819824,24.4525260925,0.0986330658,,,,0,0.02,1,3,23,,N,N,N,Y
D5,Sample 10,Ofav,UNKNOWN,SYBR,None,25.9856338501,25.8466129303,0.1966052651,,,,0,0.02,1,3,24,,N,N,N,N
D6,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
D6,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,22.1002426147,22.0622253418,0.0537631959,,,,0,0.02,1,3,20,,N,N,N,Y
D7,Sample 10,Ofav,UNKNOWN,SYBR,None,25.7075920105,25.8466129303,0.1966052651,,,,0,0.02,1,3,23,,N,N,N,N
D8,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,N,Y
D8,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,22.0242099762,22.0622253418,0.0537631959,,,,0,0.02,1,3,20,,N,Y,N,Y
D9,Sample 18,Ofav,UNKNOWN,SYBR,None,19.7476615906,19.6207027435,0.1795469224,,,,0,0.02,1,3,17,,N,N,N,N
D10,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,34.5069389343,,,,,0,0.02,1,3,39,,N,N,N,Y
D10,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,26.100566864,26.1944065094,0.1327092946,,,,0,0.02,1,3,24,,N,N,N,Y
D11,Sample 18,Ofav,UNKNOWN,SYBR,None,19.4937438965,19.6207027435,0.1795469224,,,,0,0.02,1,3,18,,N,N,N,N
D12,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,34.5069389343,34.5069389343,,,,,0,0.02,1,3,27,,N,N,N,N
D12,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,26.2882461548,26.1944065094,0.1327092946,,,,0,0.02,1,3,24,,N,N,N,N
E1,Sample 4,Ofav,UNKNOWN,SYBR,None,19.886932373,19.883682251,0.0045963665,,,,0,0.02,1,3,18,,N,N,N,N
E2,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
E2,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,24.526309967,24.6298751831,0.1464646757,,,,0,0.02,1,3,23,,N,N,N,Y
E3,Sample 4,Ofav,UNKNOWN,SYBR,None,19.8804321289,19.883682251,0.0045963665,,,,0,0.02,1,3,18,,N,N,N,N
E4,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
E4,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,24.7334423065,24.6298751831,0.1464646757,,,,0,0.02,1,3,23,,N,N,N,Y
E5,Sample 11,Ofav,UNKNOWN,SYBR,None,20.2908058167,20.3913288116,0.1421609819,,,,0,0.02,1,3,17,,N,N,N,N
E6,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
E6,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,27.1426849365,27.0237445831,0.1682070643,,,,0,0.02,1,3,25,,N,N,N,Y
E7,Sample 11,Ofav,UNKNOWN,SYBR,None,20.4918518066,20.3913288116,0.1421609819,,,,0,0.02,1,3,18,,N,N,N,N
E8,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
E8,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,26.9048042297,27.0237445831,0.1682070643,,,,0,0.02,1,3,25,,N,N,N,Y
E9,Sample 19,Ofav,UNKNOWN,SYBR,None,21.035905838,20.9037246704,0.1869310439,,,,0,0.02,1,3,19,,N,N,N,N
E10,Sample 19,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
E10,Sample 19,D,UNKNOWN,FAM,NFQ-MGB,28.5975494385,28.7012557983,0.1466642916,,,,0,0.02,1,3,27,,N,N,N,Y
E11,Sample 19,Ofav,UNKNOWN,SYBR,None,20.7715454102,20.9037246704,0.1869310439,,,,0,0.02,1,3,19,,N,N,N,N
E12,Sample 19,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
E12,Sample 19,D,UNKNOWN,FAM,NFQ-MGB,28.8049640656,28.7012557983,0.1466642916,,,,0,0.02,1,3,27,,N,N,N,Y
F1,Sample 5,Ofav,UNKNOWN,SYBR,None,20.7149295807,20.7346820831,0.0279342569,,,,0,0.02,1,3,18,,N,N,N,N
F2,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
F2,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,24.758562088,24.7488021851,0.0138025871,,,,0,0.02,1,3,23,,N,N,N,Y
F3,Sample 5,Ofav,UNKNOWN,SYBR,None,20.7544345856,20.7346820831,0.0279342569,,,,0,0.02,1,3,19,,N,N,N,N
F4,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
F4,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,24.7390422821,24.7488021851,0.0138025871,,,,0,0.02,1,3,23,,N,N,N,Y
F5,Sample 12,Ofav,UNKNOWN,SYBR,None,21.4008197784,21.5181427002,0.1659210175,,,,0,0.02,1,3,20,,N,N,N,N
F6,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
F6,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,26.4159259796,26.5232963562,0.1518432945,,,,0,0.02,1,3,25,,N,N,N,Y
F7,Sample 12,Ofav,UNKNOWN,SYBR,None,21.6354675293,21.5181427002,0.1659210175,,,,0,0.02,1,3,20,,N,N,N,N
F8,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
F8,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,26.6306648254,26.5232963562,0.1518432945,,,,0,0.02,1,3,24,,N,N,N,Y
F9,Sample 20,Ofav,UNKNOWN,SYBR,None,20.7541007996,20.5566234589,0.2792751193,,,,0,0.02,1,3,19,,N,N,N,N
F10,Sample 20,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
F10,Sample 20,D,UNKNOWN,FAM,NFQ-MGB,25.8221683502,25.9253425598,0.1459117085,,,,0,0.02,1,3,24,,N,N,N,Y
F11,Sample 20,Ofav,UNKNOWN,SYBR,None,20.3591461182,20.5566234589,0.2792751193,,,,0,0.02,1,3,18,,N,N,N,N
F12,Sample 20,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
F12,Sample 20,D,UNKNOWN,FAM,NFQ-MGB,26.0285186768,25.9253425598,0.1459117085,,,,0,0.02,1,3,24,,N,N,N,Y
G1,Sample 6,Ofav,UNKNOWN,SYBR,None,19.7703590393,19.8749313354,0.1478889138,,,,0,0.02,1,3,18,,N,N,N,N
G2,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
G2,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,24.5022716522,24.5200214386,0.0251019895,,,,0,0.02,1,3,23,,N,N,N,Y
G3,Sample 6,Ofav,UNKNOWN,SYBR,None,19.9795055389,19.8749313354,0.1478889138,,,,0,0.02,1,3,18,,N,N,N,N
G4,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
G4,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,24.537771225,24.5200214386,0.0251019895,,,,0,0.02,1,3,22,,N,N,N,Y
G5,Sample 13,Ofav,UNKNOWN,SYBR,None,20.3885498047,20.3157501221,0.1029529497,,,,0,0.02,1,3,18,,N,N,N,N
G6,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
G6,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,24.8322887421,24.7785835266,0.0759492964,,,,0,0.02,1,3,23,,N,N,N,Y
G7,Sample 13,Ofav,UNKNOWN,SYBR,None,20.2429523468,20.3157501221,0.1029529497,,,,0,0.02,1,3,18,,N,N,N,N
G8,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
G8,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,24.7248802185,24.7785835266,0.0759492964,,,,0,0.02,1,3,23,,N,N,N,Y
G9,Sample 21,Ofav,UNKNOWN,SYBR,None,28.2720794678,29.0456695557,1.0940229893,,,,0,0.02,1,3,27,,Y,N,N,N
G10,Sample 21,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,34.5307006836,,,,,0,0.02,1,3,39,,N,N,N,Y
G10,Sample 21,D,UNKNOWN,FAM,NFQ-MGB,25.4820213318,25.5599536896,0.1102129966,,,,0,0.02,1,3,23,,N,N,N,Y
G11,Sample 21,Ofav,UNKNOWN,SYBR,None,29.8192615509,29.0456695557,1.0940229893,,,,0,0.02,1,3,28,,Y,N,N,N
G12,Sample 21,C,UNKNOWN,VIC,NFQ-MGB,34.5307006836,34.5307006836,,,,,0,0.02,1,3,27,,N,N,N,N
G12,Sample 21,D,UNKNOWN,FAM,NFQ-MGB,25.6378860474,25.5599536896,0.1102129966,,,,0,0.02,1,3,24,,N,N,N,N
H1,NTC,Ofav,UNKNOWN,SYBR,None,34.6176109314,34.6176109314,,,,,0,0.02,1,3,32,,N,N,N,N
H2,+,C,UNKNOWN,VIC,NFQ-MGB,14.6008691788,14.6453046799,0.0628412887,,,,0,0.02,1,3,12,,N,N,N,N
H2,+,D,UNKNOWN,FAM,NFQ-MGB,9.9556493759,9.8971347809,0.0827528089,,,,0,0.02,1,3,7,,N,N,N,N
H3,Sample 14,Ofav,UNKNOWN,SYBR,None,19.1773605347,18.9612121582,0.3056799769,,,,0,0.02,1,3,17,,N,N,N,N
H4,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,37.0409812927,,,,,0,0.02,1,3,39,,N,N,N,Y
H4,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,25.8781890869,25.8035068512,0.1056166291,,,,0,0.02,1,3,24,,N,N,N,Y
H5,Sample 14,Ofav,UNKNOWN,SYBR,None,18.7450637817,18.9612121582,0.3056799769,,,,0,0.02,1,3,16,,N,N,N,N
H6,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,37.0409812927,37.0409812927,,,,,0,0.02,1,3,34,,N,N,N,N
H6,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,25.7288246155,25.8035068512,0.1056166291,,,,0,0.02,1,3,24,,N,N,N,N
H7,Sample 22,Ofav,UNKNOWN,SYBR,None,36.6358757019,36.7760848999,0.1982830465,,,,0,0.02,1,3,35,,N,N,N,N
H8,Sample 22,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,N,Y
H8,Sample 22,D,UNKNOWN,FAM,NFQ-MGB,25.765001297,25.7128009796,0.073822394,,,,0,0.02,1,3,24,,N,Y,N,Y
H9,Sample 22,Ofav,UNKNOWN,SYBR,None,36.9162902832,36.7760848999,0.1982830465,,,,0,0.02,1,3,35,,N,N,N,N
H10,Sample 22,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
H10,Sample 22,D,UNKNOWN,FAM,NFQ-MGB,25.6606006622,25.7128009796,0.073822394,,,,0,0.02,1,3,24,,N,N,N,Y
H11,+,Ofav,UNKNOWN,SYBR,None,6.1166968346,5.8666014671,0.3536882699,,,,0,0.02,1,3,5,,N,N,N,N
H12,NTC,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,N,Y
H12,NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,N,Y
