"Treatment","Replicate","Fragment","Genotype","Date","Days","Time_Point","Phase","Sample","A.Acer","logA.SH"
"N+P","R1","Ac_276","Green",2018-02-26,103,"T20","Heat","276_T20",0.0457223279628381,-1.33987166551044
"N+P","R1","Ac_289","Green",2018-02-26,103,"T20","Heat","289_T20",0.0749224906838109,-1.12538779359985
"A","R2","Ac_139","F",2018-03-01,106,"T21","Heat","139_T21",0.0214637009729,-1.66829539077984
"N","R1","Ac_288","Green",2018-03-01,106,"T21","Heat","288_T21",0.0775646266117816,-1.11033629381665
"N+P","R1","Ac_124","Green and Orange",2018-03-01,106,"T21","Heat","124_T21",0.0343521134420093,-1.46404653872183
"N+P","R1","Ac_222","Green and Orange",2018-03-01,106,"T21","Heat","222_T21",0.205547349070204,-0.687088119913094
"N+P","R1","Ac_228","Green and Orange",2018-03-01,106,"T21","Heat","228_T21",0.0230121991491725,-1.63804187621561
"N+P","R2","Ac_155","Orange",2018-03-01,106,"T21","Heat","155_T21",0.0121705879125082,-1.91468844223081
"N","R1","Ac_123","Green and Orange",2018-03-02,107,"T21","Heat","123_T21",0.0433459998172261,-1.36305097517656
"N","R1","Ac_221","Green and Orange",2018-03-02,107,"T21","Heat","221_T21",0.0527035031866235,-1.27816051639932
"N","R1","Ac_282","Green",2018-03-02,107,"T21","Heat","282_T21",0.0576931030128899,-1.23887610196517
"N","R1","Ac_288","Green",2018-03-02,107,"T21","Heat","288_T21",0.0518699457414822,-1.28508420629959
"N+P","R1","Ac_178","Green",2018-03-02,107,"T21","Heat","178_T21",0.168409178096872,-0.773634243666489
"A","R2","Ac_139","F",2018-03-03,108,"T21","Heat","139_T21",0.0109725501235864,-1.95969242658258
"N","R1","Ac_117","Green and Orange",2018-03-03,108,"T21","Heat","117_T21",0.0384477416810053,-1.41512916442643
"N","R1","Ac_190","Green",2018-03-03,108,"T21","Heat","190_T21",0.038314722599927,-1.41663431440475
"A","R1","Ac_105","Red and Yellow",2018-03-06,111,"T22","Heat","105_T22",0.0465860774501583,-1.33174385562751
"A","R1","Ac_116","Green and Orange",2018-03-06,111,"T22","Heat","116_T22",0.0471219375418447,-1.32677686069906
"A","R1","Ac_122","Green and Orange",2018-03-06,111,"T22","Heat","122_T22",0.0616413671793973,-1.21012773737926
"A","R1","Ac_143","Yellow",2018-03-06,111,"T22","Heat","143_T22",0.0658370119890906,-1.18152988779118
"A","R1","Ac_162","Red and Orange",2018-03-06,111,"T22","Heat","162_T22",0.0594385474756403,-1.22593181215162
"A","R1","Ac_169","Red and Orange",2018-03-06,111,"T22","Heat","169_T22",0.0435870287341618,-1.36064273521125
"A","R1","Ac_176","Green",2018-03-06,111,"T22","Heat","176_T22",0.0578933989572837,-1.23737095198685
"A","R1","Ac_182","Green",2018-03-06,111,"T22","Heat","182_T22",0.0395012651439354,-1.40338899459554
"A","R1","Ac_204","Red and Yellow",2018-03-06,111,"T22","Heat","204_T22",0.0312509242993839,-1.50513713312996
"A","R1","Ac_220","Green and Orange",2018-03-06,111,"T22","Heat","220_T22",0.0383545799294992,-1.41618276941126
"A","R1","Ac_226","Green and Orange",2018-03-06,111,"T22","Heat","226_T22",0.0364368656180297,-1.43845898909039
"A","R1","Ac_248","Orange",2018-03-06,111,"T22","Heat","248_T22",0.0224217496397152,-1.64933050105301
"A","R1","Ac_261","Red and Orange",2018-03-06,111,"T22","Heat","261_T22",0.0710039291114669,-1.14871761826381
"A","R1","Ac_273","Red and Orange",2018-03-06,111,"T22","Heat","273_T22",0.0382483857381775,-1.41738688939391
"A","R1","Ac_281","Green",2018-03-06,111,"T22","Heat","281_T22",0.0355142707314262,-1.44959709892996
"A","R1","Ac_287","Green",2018-03-06,111,"T22","Heat","287_T22",0.0681823753191072,-1.16632787301015
"A","R1","Ac_291","F",2018-03-06,111,"T22","Heat","291_T22",0.0275184433099352,-1.5603761373343
"A","R2","Ac_102","Red and Yellow",2018-03-06,111,"T22","Heat","102_T22",0.0475155213997089,-1.32316450075109
"A","R2","Ac_108","Red and Yellow",2018-03-06,111,"T22","Heat","108_T22",0.0410789373150541,-1.38638079984052
"A","R2","Ac_119","Green and Orange",2018-03-06,111,"T22","Heat","119_T22",0.0758105620273241,-1.12027028367356
"A","R2","Ac_125","Green and Orange",2018-03-06,111,"T22","Heat","125_T22",0.0463766580159584,-1.33370055059933
"A","R2","Ac_152","Orange",2018-03-06,111,"T22","Heat","152_T22",0.0285382893814546,-1.54457206256195
"A","R2","Ac_160","Orange",2018-03-06,111,"T22","Heat","160_T22",0.0127535498040942,-1.89436891752349
"A","R2","Ac_166","Red and Orange",2018-03-06,111,"T22","Heat","166_T22",0.0766560075444357,-1.11545380374294
"A","R2","Ac_173","Red and Orange",2018-03-06,111,"T22","Heat","173_T22",0.0227820703625944,-1.64240681115274
"A","R2","Ac_179","Green",2018-03-06,111,"T22","Heat","179_T22",0.0486486193073333,-1.31292948089851
"A","R2","Ac_186","Green",2018-03-06,111,"T22","Heat","186_T22",0.0689188610846632,-1.16166190807736
"A","R2","Ac_217","Green and Orange",2018-03-06,111,"T22","Heat","217_T22",0.083247033371362,-1.07963123425893
"A","R2","Ac_231","Yellow",2018-03-06,111,"T22","Heat","231_T22",0.0624152626691557,-1.20470919745731
"A","R2","Ac_264","Red and Orange",2018-03-06,111,"T22","Heat","264_T22",0.0795244704841215,-1.09949921397275
"A","R2","Ac_277","Green",2018-03-06,111,"T22","Heat","277_T22",0.0741989545961804,-1.12960221353915
"N+P","R2","Ac_128","Green and Orange",2018-03-06,111,"T22","Heat","128_T22",0.0194247880978606,-1.71164371015545
"N+P","R2","Ac_155","Orange",2018-03-06,111,"T22","Heat","155_T22",0.0156092244749276,-1.80661867378744
"N+P","R2","Ac_188","Green",2018-03-06,111,"T22","Heat","188_T22",0.0247066406349066,-1.60718630166005
"N+P","R2","Ac_225","Green and Orange",2018-03-06,111,"T22","Heat","225_T22",0.0276906488711025,-1.55766686737333
"N+P","R2","Ac_286","Green",2018-03-06,111,"T22","Heat","286_T22",0.0318302582160696,-1.49715983824487
