"Time","Date","Spp","Fragment","Treatment","Replicate","YII","Sample","Genotype","Days","SampleID"
6,2017-11-29,"S.sid","S.sid_28-15","Ambient","R2",0.566,"28-15_2017-11-29","Ssid_28",14,"S.sid_28-15_6"
6,2017-11-29,"S.sid","S.sid_28-20","Ambient","R2",0.565,"28-20_2017-11-29","Ssid_28",14,"S.sid_28-20_6"
6,2017-11-29,"S.sid","S.sid_28-29","Ambient","R2",0.552,"28-29_2017-11-29","Ssid_28",14,"S.sid_28-29_6"
6,2017-11-29,"S.sid","S.sid_30-15","Ambient","R2",0.565,"30-15_2017-11-29","Ssid_30",14,"S.sid_30-15_6"
6,2017-11-29,"S.sid","S.sid_30-20","Ambient","R2",0.579,"30-20_2017-11-29","Ssid_30",14,"S.sid_30-20_6"
6,2017-11-29,"S.sid","S.sid_30-23","Ambient","R2",0.577,"30-23_2017-11-29","Ssid_30",14,"S.sid_30-23_6"
6,2017-11-29,"S.sid","S.sid_30-26","Ambient","R2",0.571,"30-26_2017-11-29","Ssid_30",14,"S.sid_30-26_6"
6,2017-11-29,"S.sid","S.sid_20-29","N","R2",0.559,"20-29_2017-11-29","Ssid_20",14,"S.sid_20-29_6"
6,2017-11-29,"S.sid","S.sid_20-33","N","R2",0.565,"20-33_2017-11-29","Ssid_20",14,"S.sid_20-33_6"
6,2017-11-29,"S.sid","S.sid_20-39","N","R2",0.559,"20-39_2017-11-29","Ssid_20",14,"S.sid_20-39_6"
6,2017-11-29,"S.sid","S.sid_20-46","N","R2",0.559,"20-46_2017-11-29","Ssid_20",14,"S.sid_20-46_6"
6,2017-11-29,"S.sid","S.sid_22-27","N","R2",0.535,"22-27_2017-11-29","Ssid_22",14,"S.sid_22-27_6"
6,2017-11-29,"S.sid","S.sid_22-33","N","R2",0.53,"22-33_2017-11-29","Ssid_22",14,"S.sid_22-33_6"
6,2017-11-29,"S.sid","S.sid_22-36","N","R2",0.502,"22-36_2017-11-29","Ssid_22",14,"S.sid_22-36_6"
6,2017-11-29,"S.sid","S.sid_22-41","N","R2",0.518,"22-41_2017-11-29","Ssid_22",14,"S.sid_22-41_6"
6,2017-11-29,"S.sid","S.sid_23-70","N","R2",0.526,"23-70_2017-11-29","Ssid_23",14,"S.sid_23-70_6"
6,2017-11-29,"S.sid","S.sid_23-73","N","R2",0.518,"23-73_2017-11-29","Ssid_23",14,"S.sid_23-73_6"
6,2017-11-29,"S.sid","S.sid_23-76","N","R2",0.504,"23-76_2017-11-29","Ssid_23",14,"S.sid_23-76_6"
6,2017-11-29,"S.sid","S.sid_23-80","N","R2",0.526,"23-80_2017-11-29","Ssid_23",14,"S.sid_23-80_6"
6,2017-11-29,"S.sid","S.sid_24-17","N","R2",0.526,"24-17_2017-11-29","Ssid_24",14,"S.sid_24-17_6"
6,2017-11-29,"S.sid","S.sid_24-21","N","R2",0.521,"24-21_2017-11-29","Ssid_24",14,"S.sid_24-21_6"
6,2017-11-29,"S.sid","S.sid_24-24","N","R2",0.524,"24-24_2017-11-29","Ssid_24",14,"S.sid_24-24_6"
6,2017-11-29,"S.sid","S.sid_24-27","N","R2",0.513,"24-27_2017-11-29","Ssid_24",14,"S.sid_24-27_6"
6,2017-11-29,"S.sid","S.sid_27-67","N","R2",0.547,"27-67_2017-11-29","Ssid_27",14,"S.sid_27-67_6"
6,2017-11-29,"S.sid","S.sid_27-75","N","R2",0.551,"27-75_2017-11-29","Ssid_27",14,"S.sid_27-75_6"
6,2017-11-29,"S.sid","S.sid_27-86","N","R2",0.54,"27-86_2017-11-29","Ssid_27",14,"S.sid_27-86_6"
6,2017-11-29,"S.sid","S.sid_27-97","N","R2",0.545,"27-97_2017-11-29","Ssid_27",14,"S.sid_27-97_6"
6,2017-11-29,"S.sid","S.sid_28-13","N","R2",0.57,"28-13_2017-11-29","Ssid_28",14,"S.sid_28-13_6"
6,2017-11-29,"S.sid","S.sid_28-18","N","R2",0.556,"28-18_2017-11-29","Ssid_28",14,"S.sid_28-18_6"
6,2017-11-29,"S.sid","S.sid_28-21","N","R2",0.567,"28-21_2017-11-29","Ssid_28",14,"S.sid_28-21_6"
6,2017-11-29,"S.sid","S.sid_28-30","N","R2",0.56,"28-30_2017-11-29","Ssid_28",14,"S.sid_28-30_6"
6,2017-11-29,"S.sid","S.sid_30-16","N","R2",0.561,"30-16_2017-11-29","Ssid_30",14,"S.sid_30-16_6"
6,2017-11-29,"S.sid","S.sid_30-21","N","R2",0.568,"30-21_2017-11-29","Ssid_30",14,"S.sid_30-21_6"
6,2017-11-29,"S.sid","S.sid_30-24","N","R2",0.555,"30-24_2017-11-29","Ssid_30",14,"S.sid_30-24_6"
6,2017-11-29,"S.sid","S.sid_30-27","N","R2",0.546,"30-27_2017-11-29","Ssid_30",14,"S.sid_30-27_6"
6,2017-11-29,"S.sid","S.sid_20-30","N+P","R2",0.601,"20-30_2017-11-29","Ssid_20",14,"S.sid_20-30_6"
6,2017-11-29,"S.sid","S.sid_20-36","N+P","R2",0.571,"20-36_2017-11-29","Ssid_20",14,"S.sid_20-36_6"
6,2017-11-29,"S.sid","S.sid_20-41","N+P","R2",0.591,"20-41_2017-11-29","Ssid_20",14,"S.sid_20-41_6"
6,2017-11-29,"S.sid","S.sid_20-48","N+P","R2",0.593,"20-48_2017-11-29","Ssid_20",14,"S.sid_20-48_6"
6,2017-11-29,"S.sid","S.sid_22-31","N+P","R2",0.539,"22-31_2017-11-29","Ssid_22",14,"S.sid_22-31_6"
6,2017-11-29,"S.sid","S.sid_22-34","N+P","R2",0.549,"22-34_2017-11-29","Ssid_22",14,"S.sid_22-34_6"
6,2017-11-29,"S.sid","S.sid_22-38","N+P","R2",0.521,"22-38_2017-11-29","Ssid_22",14,"S.sid_22-38_6"
6,2017-11-29,"S.sid","S.sid_22-42","N+P","R2",0.545,"22-42_2017-11-29","Ssid_22",14,"S.sid_22-42_6"
6,2017-11-29,"S.sid","S.sid_23-71","N+P","R2",0.553,"23-71_2017-11-29","Ssid_23",14,"S.sid_23-71_6"
6,2017-11-29,"S.sid","S.sid_23-74","N+P","R2",0.544,"23-74_2017-11-29","Ssid_23",14,"S.sid_23-74_6"
6,2017-11-29,"S.sid","S.sid_23-78","N+P","R2",0.534,"23-78_2017-11-29","Ssid_23",14,"S.sid_23-78_6"
6,2017-11-29,"S.sid","S.sid_23-81","N+P","R2",0.514,"23-81_2017-11-29","Ssid_23",14,"S.sid_23-81_6"
6,2017-11-29,"S.sid","S.sid_24-18","N+P","R2",0.539,"24-18_2017-11-29","Ssid_24",14,"S.sid_24-18_6"
6,2017-11-29,"S.sid","S.sid_24-22","N+P","R2",0.563,"24-22_2017-11-29","Ssid_24",14,"S.sid_24-22_6"
6,2017-11-29,"S.sid","S.sid_24-25","N+P","R2",0.557,"24-25_2017-11-29","Ssid_24",14,"S.sid_24-25_6"
6,2017-11-29,"S.sid","S.sid_24-28","N+P","R2",0.54,"24-28_2017-11-29","Ssid_24",14,"S.sid_24-28_6"
6,2017-11-29,"S.sid","S.sid_27-68","N+P","R2",0.574,"27-68_2017-11-29","Ssid_27",14,"S.sid_27-68_6"
6,2017-11-29,"S.sid","S.sid_27-77","N+P","R2",0.566,"27-77_2017-11-29","Ssid_27",14,"S.sid_27-77_6"
6,2017-11-29,"S.sid","S.sid_27-87","N+P","R2",0.575,"27-87_2017-11-29","Ssid_27",14,"S.sid_27-87_6"
6,2017-11-29,"S.sid","S.sid_27-98","N+P","R2",0.556,"27-98_2017-11-29","Ssid_27",14,"S.sid_27-98_6"
6,2017-11-29,"S.sid","S.sid_28-14","N+P","R2",0.584,"28-14_2017-11-29","Ssid_28",14,"S.sid_28-14_6"
6,2017-11-29,"S.sid","S.sid_28-19","N+P","R2",0.561,"28-19_2017-11-29","Ssid_28",14,"S.sid_28-19_6"
6,2017-11-29,"S.sid","S.sid_28-23","N+P","R2",0.517,"28-23_2017-11-29","Ssid_28",14,"S.sid_28-23_6"
6,2017-11-29,"S.sid","S.sid_30-18","N+P","R2",0.601,"30-18_2017-11-29","Ssid_30",14,"S.sid_30-18_6"
6,2017-11-29,"S.sid","S.sid_30-22","N+P","R2",0.594,"30-22_2017-11-29","Ssid_30",14,"S.sid_30-22_6"
6,2017-11-29,"S.sid","S.sid_30-25","N+P","R2",0.588,"30-25_2017-11-29","Ssid_30",14,"S.sid_30-25_6"
6,2017-11-29,"S.sid","S.sid_30-28","N+P","R2",0.578,"30-28_2017-11-29","Ssid_30",14,"S.sid_30-28_6"
7,2017-12-06,"S.sid","S.sid_20-1","Ambient","R1",0.504,"20-1_2017-12-06","Ssid_20",21,"S.sid_20-1_7"
7,2017-12-06,"S.sid","S.sid_20-4","Ambient","R1",0.529,"20-4_2017-12-06","Ssid_20",21,"S.sid_20-4_7"
7,2017-12-06,"S.sid","S.sid_20-13","Ambient","R1",0.528,"20-13_2017-12-06","Ssid_20",21,"S.sid_20-13_7"
7,2017-12-06,"S.sid","S.sid_20-19","Ambient","R1",0.534,"20-19_2017-12-06","Ssid_20",21,"S.sid_20-19_7"
7,2017-12-06,"S.sid","S.sid_22-2","Ambient","R1",0.45,"22-2_2017-12-06","Ssid_22",21,"S.sid_22-2_7"
7,2017-12-06,"S.sid","S.sid_22-8","Ambient","R1",0.473,"22-8_2017-12-06","Ssid_22",21,"S.sid_22-8_7"
7,2017-12-06,"S.sid","S.sid_22-16","Ambient","R1",0.474,"22-16_2017-12-06","Ssid_22",21,"S.sid_22-16_7"
7,2017-12-06,"S.sid","S.sid_22-21","Ambient","R1",0.458,"22-21_2017-12-06","Ssid_22",21,"S.sid_22-21_7"
7,2017-12-06,"S.sid","S.sid_23-54","Ambient","R1",0.465,"23-54_2017-12-06","Ssid_23",21,"S.sid_23-54_7"
7,2017-12-06,"S.sid","S.sid_23-57","Ambient","R1",0.477,"23-57_2017-12-06","Ssid_23",21,"S.sid_23-57_7"
7,2017-12-06,"S.sid","S.sid_23-60","Ambient","R1",0.468,"23-60_2017-12-06","Ssid_23",21,"S.sid_23-60_7"
7,2017-12-06,"S.sid","S.sid_23-65","Ambient","R1",0.461,"23-65_2017-12-06","Ssid_23",21,"S.sid_23-65_7"
7,2017-12-06,"S.sid","S.sid_24-2","Ambient","R1",0.54,"24-2_2017-12-06","Ssid_24",21,"S.sid_24-2_7"
7,2017-12-06,"S.sid","S.sid_24-6","Ambient","R1",0.523,"24-6_2017-12-06","Ssid_24",21,"S.sid_24-6_7"
7,2017-12-06,"S.sid","S.sid_24-9","Ambient","R1",0.528,"24-9_2017-12-06","Ssid_24",21,"S.sid_24-9_7"
7,2017-12-06,"S.sid","S.sid_24-12","Ambient","R1",0.53,"24-12_2017-12-06","Ssid_24",21,"S.sid_24-12_7"
7,2017-12-06,"S.sid","S.sid_27-3","Ambient","R1",0.467,"27-3_2017-12-06","Ssid_27",21,"S.sid_27-3_7"
7,2017-12-06,"S.sid","S.sid_27-9","Ambient","R1",0.469,"27-9_2017-12-06","Ssid_27",21,"S.sid_27-9_7"
7,2017-12-06,"S.sid","S.sid_27-19","Ambient","R1",0.458,"27-19_2017-12-06","Ssid_27",21,"S.sid_27-19_7"
7,2017-12-06,"S.sid","S.sid_27-28","Ambient","R1",0.505,"27-28_2017-12-06","Ssid_27",21,"S.sid_27-28_7"
7,2017-12-06,"S.sid","S.sid_28-2","Ambient","R1",0.517,"28-2_2017-12-06","Ssid_28",21,"S.sid_28-2_7"
7,2017-12-06,"S.sid","S.sid_28-5","Ambient","R1",0.486,"28-5_2017-12-06","Ssid_28",21,"S.sid_28-5_7"
7,2017-12-06,"S.sid","S.sid_28-8","Ambient","R1",0.477,"28-8_2017-12-06","Ssid_28",21,"S.sid_28-8_7"
7,2017-12-06,"S.sid","S.sid_30-1","Ambient","R1",0.536,"30-1_2017-12-06","Ssid_30",21,"S.sid_30-1_7"
7,2017-12-06,"S.sid","S.sid_30-4","Ambient","R1",0.516,"30-4_2017-12-06","Ssid_30",21,"S.sid_30-4_7"
7,2017-12-06,"S.sid","S.sid_30-8","Ambient","R1",0.526,"30-8_2017-12-06","Ssid_30",21,"S.sid_30-8_7"
7,2017-12-06,"S.sid","S.sid_30-12","Ambient","R1",0.522,"30-12_2017-12-06","Ssid_30",21,"S.sid_30-12_7"
7,2017-12-06,"S.sid","S.sid_20-2","N","R1",0.527,"20-2_2017-12-06","Ssid_20",21,"S.sid_20-2_7"
7,2017-12-06,"S.sid","S.sid_20-8","N","R1",0.529,"20-8_2017-12-06","Ssid_20",21,"S.sid_20-8_7"
7,2017-12-06,"S.sid","S.sid_20-15","N","R1",0.531,"20-15_2017-12-06","Ssid_20",21,"S.sid_20-15_7"
7,2017-12-06,"S.sid","S.sid_20-22","N","R1",0.543,"20-22_2017-12-06","Ssid_20",21,"S.sid_20-22_7"
7,2017-12-06,"S.sid","S.sid_22-3","N","R1",0.49,"22-3_2017-12-06","Ssid_22",21,"S.sid_22-3_7"
7,2017-12-06,"S.sid","S.sid_22-11","N","R1",0.473,"22-11_2017-12-06","Ssid_22",21,"S.sid_22-11_7"
7,2017-12-06,"S.sid","S.sid_22-17","N","R1",0.492,"22-17_2017-12-06","Ssid_22",21,"S.sid_22-17_7"
7,2017-12-06,"S.sid","S.sid_22-24","N","R1",0.496,"22-24_2017-12-06","Ssid_22",21,"S.sid_22-24_7"
7,2017-12-06,"S.sid","S.sid_23-55","N","R1",0.491,"23-55_2017-12-06","Ssid_23",21,"S.sid_23-55_7"
7,2017-12-06,"S.sid","S.sid_23-58","N","R1",0.492,"23-58_2017-12-06","Ssid_23",21,"S.sid_23-58_7"
7,2017-12-06,"S.sid","S.sid_23-61","N","R1",0.489,"23-61_2017-12-06","Ssid_23",21,"S.sid_23-61_7"
7,2017-12-06,"S.sid","S.sid_23-66","N","R1",0.498,"23-66_2017-12-06","Ssid_23",21,"S.sid_23-66_7"
7,2017-12-06,"S.sid","S.sid_24-3","N","R1",0.479,"24-3_2017-12-06","Ssid_24",21,"S.sid_24-3_7"
7,2017-12-06,"S.sid","S.sid_24-7","N","R1",0.471,"24-7_2017-12-06","Ssid_24",21,"S.sid_24-7_7"
7,2017-12-06,"S.sid","S.sid_24-10","N","R1",0.473,"24-10_2017-12-06","Ssid_24",21,"S.sid_24-10_7"
7,2017-12-06,"S.sid","S.sid_24-14","N","R1",0.474,"24-14_2017-12-06","Ssid_24",21,"S.sid_24-14_7"
7,2017-12-06,"S.sid","S.sid_27-5","N","R1",0.506,"27-5_2017-12-06","Ssid_27",21,"S.sid_27-5_7"
7,2017-12-06,"S.sid","S.sid_27-12","N","R1",0.495,"27-12_2017-12-06","Ssid_27",21,"S.sid_27-12_7"
7,2017-12-06,"S.sid","S.sid_27-21","N","R1",0.512,"27-21_2017-12-06","Ssid_27",21,"S.sid_27-21_7"
7,2017-12-06,"S.sid","S.sid_27-45","N","R1",0.489,"27-45_2017-12-06","Ssid_27",21,"S.sid_27-45_7"
7,2017-12-06,"S.sid","S.sid_28-3","N","R1",0.49,"28-3_2017-12-06","Ssid_28",21,"S.sid_28-3_7"
7,2017-12-06,"S.sid","S.sid_28-6","N","R1",0.502,"28-6_2017-12-06","Ssid_28",21,"S.sid_28-6_7"
7,2017-12-06,"S.sid","S.sid_28-9","N","R1",0.53,"28-9_2017-12-06","Ssid_28",21,"S.sid_28-9_7"
7,2017-12-06,"S.sid","S.sid_30-2","N","R1",0.524,"30-2_2017-12-06","Ssid_30",21,"S.sid_30-2_7"
7,2017-12-06,"S.sid","S.sid_30-5","N","R1",0.511,"30-5_2017-12-06","Ssid_30",21,"S.sid_30-5_7"
7,2017-12-06,"S.sid","S.sid_30-9","N","R1",0.505,"30-9_2017-12-06","Ssid_30",21,"S.sid_30-9_7"
7,2017-12-06,"S.sid","S.sid_30-13","N","R1",0.517,"30-13_2017-12-06","Ssid_30",21,"S.sid_30-13_7"
7,2017-12-06,"S.sid","S.sid_20-3","N+P","R1",0.519,"20-3_2017-12-06","Ssid_20",21,"S.sid_20-3_7"
7,2017-12-06,"S.sid","S.sid_20-11","N+P","R1",0.518,"20-11_2017-12-06","Ssid_20",21,"S.sid_20-11_7"
7,2017-12-06,"S.sid","S.sid_20-17","N+P","R1",0.536,"20-17_2017-12-06","Ssid_20",21,"S.sid_20-17_7"
7,2017-12-06,"S.sid","S.sid_20-23","N+P","R1",0.518,"20-23_2017-12-06","Ssid_20",21,"S.sid_20-23_7"
7,2017-12-06,"S.sid","S.sid_22-6","N+P","R1",0.467,"22-6_2017-12-06","Ssid_22",21,"S.sid_22-6_7"
7,2017-12-06,"S.sid","S.sid_22-12","N+P","R1",0.476,"22-12_2017-12-06","Ssid_22",21,"S.sid_22-12_7"
7,2017-12-06,"S.sid","S.sid_22-18","N+P","R1",0.477,"22-18_2017-12-06","Ssid_22",21,"S.sid_22-18_7"
7,2017-12-06,"S.sid","S.sid_22-25","N+P","R1",0.464,"22-25_2017-12-06","Ssid_22",21,"S.sid_22-25_7"
7,2017-12-06,"S.sid","S.sid_23-56","N+P","R1",0.46,"23-56_2017-12-06","Ssid_23",21,"S.sid_23-56_7"
7,2017-12-06,"S.sid","S.sid_23-59","N+P","R1",0.461,"23-59_2017-12-06","Ssid_23",21,"S.sid_23-59_7"
7,2017-12-06,"S.sid","S.sid_23-63","N+P","R1",0.447,"23-63_2017-12-06","Ssid_23",21,"S.sid_23-63_7"
7,2017-12-06,"S.sid","S.sid_23-67","N+P","R1",0.454,"23-67_2017-12-06","Ssid_23",21,"S.sid_23-67_7"
7,2017-12-06,"S.sid","S.sid_24-5","N+P","R1",0.516,"24-5_2017-12-06","Ssid_24",21,"S.sid_24-5_7"
7,2017-12-06,"S.sid","S.sid_24-11","N+P","R1",0.518,"24-11_2017-12-06","Ssid_24",21,"S.sid_24-11_7"
7,2017-12-06,"S.sid","S.sid_24-15","N+P","R1",0.516,"24-15_2017-12-06","Ssid_24",21,"S.sid_24-15_7"
7,2017-12-06,"S.sid","S.sid_27-6","N+P","R1",0.521,"27-6_2017-12-06","Ssid_27",21,"S.sid_27-6_7"
7,2017-12-06,"S.sid","S.sid_27-18","N+P","R1",0.518,"27-18_2017-12-06","Ssid_27",21,"S.sid_27-18_7"
7,2017-12-06,"S.sid","S.sid_27-27","N+P","R1",0.53,"27-27_2017-12-06","Ssid_27",21,"S.sid_27-27_7"
7,2017-12-06,"S.sid","S.sid_27-46","N+P","R1",0.544,"27-46_2017-12-06","Ssid_27",21,"S.sid_27-46_7"
7,2017-12-06,"S.sid","S.sid_28-4","N+P","R1",0.572,"28-4_2017-12-06","Ssid_28",21,"S.sid_28-4_7"
7,2017-12-06,"S.sid","S.sid_28-7","N+P","R1",0.58,"28-7_2017-12-06","Ssid_28",21,"S.sid_28-7_7"
7,2017-12-06,"S.sid","S.sid_28-10","N+P","R1",0.574,"28-10_2017-12-06","Ssid_28",21,"S.sid_28-10_7"
7,2017-12-06,"S.sid","S.sid_30-3","N+P","R1",0.562,"30-3_2017-12-06","Ssid_30",21,"S.sid_30-3_7"
7,2017-12-06,"S.sid","S.sid_30-7","N+P","R1",0.529,"30-7_2017-12-06","Ssid_30",21,"S.sid_30-7_7"
7,2017-12-06,"S.sid","S.sid_30-10","N+P","R1",0.524,"30-10_2017-12-06","Ssid_30",21,"S.sid_30-10_7"
7,2017-12-06,"S.sid","S.sid_30-14","N+P","R1",0.526,"30-14_2017-12-06","Ssid_30",21,"S.sid_30-14_7"
7,2017-12-06,"S.sid","S.sid_20-26","Ambient","R2",0.524,"20-26_2017-12-06","Ssid_20",21,"S.sid_20-26_7"
7,2017-12-06,"S.sid","S.sid_20-32","Ambient","R2",0.538,"20-32_2017-12-06","Ssid_20",21,"S.sid_20-32_7"
7,2017-12-06,"S.sid","S.sid_20-38","Ambient","R2",0.531,"20-38_2017-12-06","Ssid_20",21,"S.sid_20-38_7"
7,2017-12-06,"S.sid","S.sid_20-45","Ambient","R2",0.542,"20-45_2017-12-06","Ssid_20",21,"S.sid_20-45_7"
7,2017-12-06,"S.sid","S.sid_22-26","Ambient","R2",0.466,"22-26_2017-12-06","Ssid_22",21,"S.sid_22-26_7"
7,2017-12-06,"S.sid","S.sid_22-32","Ambient","R2",0.45,"22-32_2017-12-06","Ssid_22",21,"S.sid_22-32_7"
7,2017-12-06,"S.sid","S.sid_22-35","Ambient","R2",0.451,"22-35_2017-12-06","Ssid_22",21,"S.sid_22-35_7"
7,2017-12-06,"S.sid","S.sid_22-39","Ambient","R2",0.466,"22-39_2017-12-06","Ssid_22",21,"S.sid_22-39_7"
7,2017-12-06,"S.sid","S.sid_23-68","Ambient","R2",0.411,"23-68_2017-12-06","Ssid_23",21,"S.sid_23-68_7"
7,2017-12-06,"S.sid","S.sid_23-72","Ambient","R2",0.398,"23-72_2017-12-06","Ssid_23",21,"S.sid_23-72_7"
7,2017-12-06,"S.sid","S.sid_23-75","Ambient","R2",0.4,"23-75_2017-12-06","Ssid_23",21,"S.sid_23-75_7"
7,2017-12-06,"S.sid","S.sid_23-79","Ambient","R2",0.433,"23-79_2017-12-06","Ssid_23",21,"S.sid_23-79_7"
7,2017-12-06,"S.sid","S.sid_24-16","Ambient","R2",0.498,"24-16_2017-12-06","Ssid_24",21,"S.sid_24-16_7"
7,2017-12-06,"S.sid","S.sid_24-19","Ambient","R2",0.508,"24-19_2017-12-06","Ssid_24",21,"S.sid_24-19_7"
7,2017-12-06,"S.sid","S.sid_24-23","Ambient","R2",0.5,"24-23_2017-12-06","Ssid_24",21,"S.sid_24-23_7"
7,2017-12-06,"S.sid","S.sid_27-57","Ambient","R2",0.448,"27-57_2017-12-06","Ssid_27",21,"S.sid_27-57_7"
7,2017-12-06,"S.sid","S.sid_27-73","Ambient","R2",0.429,"27-73_2017-12-06","Ssid_27",21,"S.sid_27-73_7"
7,2017-12-06,"S.sid","S.sid_27-85","Ambient","R2",0.449,"27-85_2017-12-06","Ssid_27",21,"S.sid_27-85_7"
7,2017-12-06,"S.sid","S.sid_27-94","Ambient","R2",0.467,"27-94_2017-12-06","Ssid_27",21,"S.sid_27-94_7"
7,2017-12-06,"S.sid","S.sid_28-11","Ambient","R2",0.498,"28-11_2017-12-06","Ssid_28",21,"S.sid_28-11_7"
7,2017-12-06,"S.sid","S.sid_28-15","Ambient","R2",0.489,"28-15_2017-12-06","Ssid_28",21,"S.sid_28-15_7"
7,2017-12-06,"S.sid","S.sid_28-20","Ambient","R2",0.493,"28-20_2017-12-06","Ssid_28",21,"S.sid_28-20_7"
7,2017-12-06,"S.sid","S.sid_28-29","Ambient","R2",0.483,"28-29_2017-12-06","Ssid_28",21,"S.sid_28-29_7"
7,2017-12-06,"S.sid","S.sid_30-15","Ambient","R2",0.537,"30-15_2017-12-06","Ssid_30",21,"S.sid_30-15_7"
7,2017-12-06,"S.sid","S.sid_30-20","Ambient","R2",0.532,"30-20_2017-12-06","Ssid_30",21,"S.sid_30-20_7"
7,2017-12-06,"S.sid","S.sid_30-23","Ambient","R2",0.54,"30-23_2017-12-06","Ssid_30",21,"S.sid_30-23_7"
7,2017-12-06,"S.sid","S.sid_30-26","Ambient","R2",0.542,"30-26_2017-12-06","Ssid_30",21,"S.sid_30-26_7"
7,2017-12-06,"S.sid","S.sid_20-29","N","R2",0.529,"20-29_2017-12-06","Ssid_20",21,"S.sid_20-29_7"
7,2017-12-06,"S.sid","S.sid_20-33","N","R2",0.537,"20-33_2017-12-06","Ssid_20",21,"S.sid_20-33_7"
7,2017-12-06,"S.sid","S.sid_20-39","N","R2",0.529,"20-39_2017-12-06","Ssid_20",21,"S.sid_20-39_7"
7,2017-12-06,"S.sid","S.sid_20-46","N","R2",0.52,"20-46_2017-12-06","Ssid_20",21,"S.sid_20-46_7"
7,2017-12-06,"S.sid","S.sid_22-27","N","R2",0.485,"22-27_2017-12-06","Ssid_22",21,"S.sid_22-27_7"
7,2017-12-06,"S.sid","S.sid_22-33","N","R2",0.484,"22-33_2017-12-06","Ssid_22",21,"S.sid_22-33_7"
7,2017-12-06,"S.sid","S.sid_22-36","N","R2",0.477,"22-36_2017-12-06","Ssid_22",21,"S.sid_22-36_7"
7,2017-12-06,"S.sid","S.sid_22-41","N","R2",0.5,"22-41_2017-12-06","Ssid_22",21,"S.sid_22-41_7"
7,2017-12-06,"S.sid","S.sid_23-70","N","R2",0.484,"23-70_2017-12-06","Ssid_23",21,"S.sid_23-70_7"
7,2017-12-06,"S.sid","S.sid_23-73","N","R2",0.494,"23-73_2017-12-06","Ssid_23",21,"S.sid_23-73_7"
7,2017-12-06,"S.sid","S.sid_23-76","N","R2",0.473,"23-76_2017-12-06","Ssid_23",21,"S.sid_23-76_7"
7,2017-12-06,"S.sid","S.sid_23-80","N","R2",0.495,"23-80_2017-12-06","Ssid_23",21,"S.sid_23-80_7"
7,2017-12-06,"S.sid","S.sid_24-17","N","R2",0.468,"24-17_2017-12-06","Ssid_24",21,"S.sid_24-17_7"
7,2017-12-06,"S.sid","S.sid_24-21","N","R2",0.465,"24-21_2017-12-06","Ssid_24",21,"S.sid_24-21_7"
7,2017-12-06,"S.sid","S.sid_24-24","N","R2",0.489,"24-24_2017-12-06","Ssid_24",21,"S.sid_24-24_7"
7,2017-12-06,"S.sid","S.sid_24-27","N","R2",0.472,"24-27_2017-12-06","Ssid_24",21,"S.sid_24-27_7"
7,2017-12-06,"S.sid","S.sid_27-67","N","R2",0.512,"27-67_2017-12-06","Ssid_27",21,"S.sid_27-67_7"
7,2017-12-06,"S.sid","S.sid_27-75","N","R2",0.501,"27-75_2017-12-06","Ssid_27",21,"S.sid_27-75_7"
7,2017-12-06,"S.sid","S.sid_27-86","N","R2",0.502,"27-86_2017-12-06","Ssid_27",21,"S.sid_27-86_7"
7,2017-12-06,"S.sid","S.sid_27-97","N","R2",0.51,"27-97_2017-12-06","Ssid_27",21,"S.sid_27-97_7"
7,2017-12-06,"S.sid","S.sid_28-13","N","R2",0.534,"28-13_2017-12-06","Ssid_28",21,"S.sid_28-13_7"
7,2017-12-06,"S.sid","S.sid_28-18","N","R2",0.537,"28-18_2017-12-06","Ssid_28",21,"S.sid_28-18_7"
7,2017-12-06,"S.sid","S.sid_28-21","N","R2",0.566,"28-21_2017-12-06","Ssid_28",21,"S.sid_28-21_7"
7,2017-12-06,"S.sid","S.sid_28-30","N","R2",0.541,"28-30_2017-12-06","Ssid_28",21,"S.sid_28-30_7"
7,2017-12-06,"S.sid","S.sid_30-16","N","R2",0.548,"30-16_2017-12-06","Ssid_30",21,"S.sid_30-16_7"
7,2017-12-06,"S.sid","S.sid_30-21","N","R2",0.554,"30-21_2017-12-06","Ssid_30",21,"S.sid_30-21_7"
7,2017-12-06,"S.sid","S.sid_30-24","N","R2",0.532,"30-24_2017-12-06","Ssid_30",21,"S.sid_30-24_7"
7,2017-12-06,"S.sid","S.sid_30-27","N","R2",0.538,"30-27_2017-12-06","Ssid_30",21,"S.sid_30-27_7"
7,2017-12-06,"S.sid","S.sid_20-30","N+P","R2",0.576,"20-30_2017-12-06","Ssid_20",21,"S.sid_20-30_7"
7,2017-12-06,"S.sid","S.sid_20-36","N+P","R2",0.534,"20-36_2017-12-06","Ssid_20",21,"S.sid_20-36_7"
7,2017-12-06,"S.sid","S.sid_20-41","N+P","R2",0.568,"20-41_2017-12-06","Ssid_20",21,"S.sid_20-41_7"
7,2017-12-06,"S.sid","S.sid_20-48","N+P","R2",0.569,"20-48_2017-12-06","Ssid_20",21,"S.sid_20-48_7"
7,2017-12-06,"S.sid","S.sid_22-31","N+P","R2",0.48,"22-31_2017-12-06","Ssid_22",21,"S.sid_22-31_7"
7,2017-12-06,"S.sid","S.sid_22-34","N+P","R2",0.505,"22-34_2017-12-06","Ssid_22",21,"S.sid_22-34_7"
