"Time","Date","Spp","Fragment","Treatment","Replicate","YII","Sample","Genotype","Days","SampleID"
7,2017-12-06,"S.sid","S.sid_22-38","N+P","R2",0.512,"22-38_2017-12-06","Ssid_22",21,"S.sid_22-38_7"
7,2017-12-06,"S.sid","S.sid_22-42","N+P","R2",0.524,"22-42_2017-12-06","Ssid_22",21,"S.sid_22-42_7"
7,2017-12-06,"S.sid","S.sid_23-71","N+P","R2",0.489,"23-71_2017-12-06","Ssid_23",21,"S.sid_23-71_7"
7,2017-12-06,"S.sid","S.sid_23-74","N+P","R2",0.485,"23-74_2017-12-06","Ssid_23",21,"S.sid_23-74_7"
7,2017-12-06,"S.sid","S.sid_23-78","N+P","R2",0.475,"23-78_2017-12-06","Ssid_23",21,"S.sid_23-78_7"
7,2017-12-06,"S.sid","S.sid_23-81","N+P","R2",0.481,"23-81_2017-12-06","Ssid_23",21,"S.sid_23-81_7"
7,2017-12-06,"S.sid","S.sid_24-18","N+P","R2",0.514,"24-18_2017-12-06","Ssid_24",21,"S.sid_24-18_7"
7,2017-12-06,"S.sid","S.sid_24-22","N+P","R2",0.529,"24-22_2017-12-06","Ssid_24",21,"S.sid_24-22_7"
7,2017-12-06,"S.sid","S.sid_24-25","N+P","R2",0.523,"24-25_2017-12-06","Ssid_24",21,"S.sid_24-25_7"
7,2017-12-06,"S.sid","S.sid_24-28","N+P","R2",0.52,"24-28_2017-12-06","Ssid_24",21,"S.sid_24-28_7"
7,2017-12-06,"S.sid","S.sid_27-68","N+P","R2",0.518,"27-68_2017-12-06","Ssid_27",21,"S.sid_27-68_7"
7,2017-12-06,"S.sid","S.sid_27-77","N+P","R2",0.538,"27-77_2017-12-06","Ssid_27",21,"S.sid_27-77_7"
7,2017-12-06,"S.sid","S.sid_27-87","N+P","R2",0.556,"27-87_2017-12-06","Ssid_27",21,"S.sid_27-87_7"
7,2017-12-06,"S.sid","S.sid_27-98","N+P","R2",0.542,"27-98_2017-12-06","Ssid_27",21,"S.sid_27-98_7"
7,2017-12-06,"S.sid","S.sid_28-14","N+P","R2",0.563,"28-14_2017-12-06","Ssid_28",21,"S.sid_28-14_7"
7,2017-12-06,"S.sid","S.sid_28-19","N+P","R2",0.566,"28-19_2017-12-06","Ssid_28",21,"S.sid_28-19_7"
7,2017-12-06,"S.sid","S.sid_28-23","N+P","R2",0.571,"28-23_2017-12-06","Ssid_28",21,"S.sid_28-23_7"
7,2017-12-06,"S.sid","S.sid_30-18","N+P","R2",0.564,"30-18_2017-12-06","Ssid_30",21,"S.sid_30-18_7"
7,2017-12-06,"S.sid","S.sid_30-22","N+P","R2",0.573,"30-22_2017-12-06","Ssid_30",21,"S.sid_30-22_7"
7,2017-12-06,"S.sid","S.sid_30-25","N+P","R2",0.571,"30-25_2017-12-06","Ssid_30",21,"S.sid_30-25_7"
7,2017-12-06,"S.sid","S.sid_30-28","N+P","R2",0.579,"30-28_2017-12-06","Ssid_30",21,"S.sid_30-28_7"
8,2017-12-13,"S.sid","S.sid_20-1","Ambient","R1",0.541,"20-1_2017-12-13","Ssid_20",28,"S.sid_20-1_8"
8,2017-12-13,"S.sid","S.sid_20-4","Ambient","R1",0.566,"20-4_2017-12-13","Ssid_20",28,"S.sid_20-4_8"
8,2017-12-13,"S.sid","S.sid_20-13","Ambient","R1",0.559,"20-13_2017-12-13","Ssid_20",28,"S.sid_20-13_8"
8,2017-12-13,"S.sid","S.sid_20-19","Ambient","R1",0.564,"20-19_2017-12-13","Ssid_20",28,"S.sid_20-19_8"
8,2017-12-13,"S.sid","S.sid_22-2","Ambient","R1",0.496,"22-2_2017-12-13","Ssid_22",28,"S.sid_22-2_8"
8,2017-12-13,"S.sid","S.sid_22-8","Ambient","R1",0.497,"22-8_2017-12-13","Ssid_22",28,"S.sid_22-8_8"
8,2017-12-13,"S.sid","S.sid_22-16","Ambient","R1",0.503,"22-16_2017-12-13","Ssid_22",28,"S.sid_22-16_8"
8,2017-12-13,"S.sid","S.sid_22-21","Ambient","R1",0.489,"22-21_2017-12-13","Ssid_22",28,"S.sid_22-21_8"
8,2017-12-13,"S.sid","S.sid_23-54","Ambient","R1",0.49,"23-54_2017-12-13","Ssid_23",28,"S.sid_23-54_8"
8,2017-12-13,"S.sid","S.sid_23-57","Ambient","R1",0.481,"23-57_2017-12-13","Ssid_23",28,"S.sid_23-57_8"
8,2017-12-13,"S.sid","S.sid_23-60","Ambient","R1",0.472,"23-60_2017-12-13","Ssid_23",28,"S.sid_23-60_8"
8,2017-12-13,"S.sid","S.sid_23-65","Ambient","R1",0.473,"23-65_2017-12-13","Ssid_23",28,"S.sid_23-65_8"
8,2017-12-13,"S.sid","S.sid_24-2","Ambient","R1",0.557,"24-2_2017-12-13","Ssid_24",28,"S.sid_24-2_8"
8,2017-12-13,"S.sid","S.sid_24-6","Ambient","R1",0.546,"24-6_2017-12-13","Ssid_24",28,"S.sid_24-6_8"
8,2017-12-13,"S.sid","S.sid_24-9","Ambient","R1",0.546,"24-9_2017-12-13","Ssid_24",28,"S.sid_24-9_8"
8,2017-12-13,"S.sid","S.sid_24-12","Ambient","R1",0.539,"24-12_2017-12-13","Ssid_24",28,"S.sid_24-12_8"
8,2017-12-13,"S.sid","S.sid_27-3","Ambient","R1",0.504,"27-3_2017-12-13","Ssid_27",28,"S.sid_27-3_8"
8,2017-12-13,"S.sid","S.sid_27-9","Ambient","R1",0.533,"27-9_2017-12-13","Ssid_27",28,"S.sid_27-9_8"
8,2017-12-13,"S.sid","S.sid_27-19","Ambient","R1",0.521,"27-19_2017-12-13","Ssid_27",28,"S.sid_27-19_8"
8,2017-12-13,"S.sid","S.sid_27-28","Ambient","R1",0.555,"27-28_2017-12-13","Ssid_27",28,"S.sid_27-28_8"
8,2017-12-13,"S.sid","S.sid_28-2","Ambient","R1",0.572,"28-2_2017-12-13","Ssid_28",28,"S.sid_28-2_8"
8,2017-12-13,"S.sid","S.sid_28-5","Ambient","R1",0.573,"28-5_2017-12-13","Ssid_28",28,"S.sid_28-5_8"
8,2017-12-13,"S.sid","S.sid_28-8","Ambient","R1",0.568,"28-8_2017-12-13","Ssid_28",28,"S.sid_28-8_8"
8,2017-12-13,"S.sid","S.sid_30-1","Ambient","R1",0.581,"30-1_2017-12-13","Ssid_30",28,"S.sid_30-1_8"
8,2017-12-13,"S.sid","S.sid_30-4","Ambient","R1",0.593,"30-4_2017-12-13","Ssid_30",28,"S.sid_30-4_8"
8,2017-12-13,"S.sid","S.sid_30-8","Ambient","R1",0.611,"30-8_2017-12-13","Ssid_30",28,"S.sid_30-8_8"
8,2017-12-13,"S.sid","S.sid_30-12","Ambient","R1",0.601,"30-12_2017-12-13","Ssid_30",28,"S.sid_30-12_8"
8,2017-12-13,"S.sid","S.sid_20-2","N","R1",0.555,"20-2_2017-12-13","Ssid_20",28,"S.sid_20-2_8"
8,2017-12-13,"S.sid","S.sid_20-8","N","R1",0.573,"20-8_2017-12-13","Ssid_20",28,"S.sid_20-8_8"
8,2017-12-13,"S.sid","S.sid_20-15","N","R1",0.578,"20-15_2017-12-13","Ssid_20",28,"S.sid_20-15_8"
8,2017-12-13,"S.sid","S.sid_20-22","N","R1",0.574,"20-22_2017-12-13","Ssid_20",28,"S.sid_20-22_8"
8,2017-12-13,"S.sid","S.sid_22-3","N","R1",0.539,"22-3_2017-12-13","Ssid_22",28,"S.sid_22-3_8"
8,2017-12-13,"S.sid","S.sid_22-11","N","R1",0.542,"22-11_2017-12-13","Ssid_22",28,"S.sid_22-11_8"
8,2017-12-13,"S.sid","S.sid_22-17","N","R1",0.542,"22-17_2017-12-13","Ssid_22",28,"S.sid_22-17_8"
8,2017-12-13,"S.sid","S.sid_22-24","N","R1",0.538,"22-24_2017-12-13","Ssid_22",28,"S.sid_22-24_8"
8,2017-12-13,"S.sid","S.sid_23-55","N","R1",0.542,"23-55_2017-12-13","Ssid_23",28,"S.sid_23-55_8"
8,2017-12-13,"S.sid","S.sid_23-58","N","R1",0.56,"23-58_2017-12-13","Ssid_23",28,"S.sid_23-58_8"
8,2017-12-13,"S.sid","S.sid_23-61","N","R1",0.56,"23-61_2017-12-13","Ssid_23",28,"S.sid_23-61_8"
8,2017-12-13,"S.sid","S.sid_23-66","N","R1",0.552,"23-66_2017-12-13","Ssid_23",28,"S.sid_23-66_8"
8,2017-12-13,"S.sid","S.sid_24-3","N","R1",0.573,"24-3_2017-12-13","Ssid_24",28,"S.sid_24-3_8"
8,2017-12-13,"S.sid","S.sid_24-7","N","R1",0.574,"24-7_2017-12-13","Ssid_24",28,"S.sid_24-7_8"
8,2017-12-13,"S.sid","S.sid_24-10","N","R1",0.561,"24-10_2017-12-13","Ssid_24",28,"S.sid_24-10_8"
8,2017-12-13,"S.sid","S.sid_24-14","N","R1",0.554,"24-14_2017-12-13","Ssid_24",28,"S.sid_24-14_8"
8,2017-12-13,"S.sid","S.sid_27-5","N","R1",0.533,"27-5_2017-12-13","Ssid_27",28,"S.sid_27-5_8"
8,2017-12-13,"S.sid","S.sid_27-12","N","R1",0.548,"27-12_2017-12-13","Ssid_27",28,"S.sid_27-12_8"
8,2017-12-13,"S.sid","S.sid_27-21","N","R1",0.554,"27-21_2017-12-13","Ssid_27",28,"S.sid_27-21_8"
8,2017-12-13,"S.sid","S.sid_27-45","N","R1",0.522,"27-45_2017-12-13","Ssid_27",28,"S.sid_27-45_8"
8,2017-12-13,"S.sid","S.sid_28-3","N","R1",0.56,"28-3_2017-12-13","Ssid_28",28,"S.sid_28-3_8"
8,2017-12-13,"S.sid","S.sid_28-6","N","R1",0.562,"28-6_2017-12-13","Ssid_28",28,"S.sid_28-6_8"
8,2017-12-13,"S.sid","S.sid_28-9","N","R1",0.558,"28-9_2017-12-13","Ssid_28",28,"S.sid_28-9_8"
8,2017-12-13,"S.sid","S.sid_30-2","N","R1",0.584,"30-2_2017-12-13","Ssid_30",28,"S.sid_30-2_8"
8,2017-12-13,"S.sid","S.sid_30-5","N","R1",0.578,"30-5_2017-12-13","Ssid_30",28,"S.sid_30-5_8"
8,2017-12-13,"S.sid","S.sid_30-9","N","R1",0.583,"30-9_2017-12-13","Ssid_30",28,"S.sid_30-9_8"
8,2017-12-13,"S.sid","S.sid_30-13","N","R1",0.557,"30-13_2017-12-13","Ssid_30",28,"S.sid_30-13_8"
8,2017-12-13,"S.sid","S.sid_20-3","N+P","R1",0.554,"20-3_2017-12-13","Ssid_20",28,"S.sid_20-3_8"
8,2017-12-13,"S.sid","S.sid_20-11","N+P","R1",0.553,"20-11_2017-12-13","Ssid_20",28,"S.sid_20-11_8"
8,2017-12-13,"S.sid","S.sid_20-17","N+P","R1",0.563,"20-17_2017-12-13","Ssid_20",28,"S.sid_20-17_8"
8,2017-12-13,"S.sid","S.sid_20-23","N+P","R1",0.564,"20-23_2017-12-13","Ssid_20",28,"S.sid_20-23_8"
8,2017-12-13,"S.sid","S.sid_22-6","N+P","R1",0.505,"22-6_2017-12-13","Ssid_22",28,"S.sid_22-6_8"
8,2017-12-13,"S.sid","S.sid_22-12","N+P","R1",0.519,"22-12_2017-12-13","Ssid_22",28,"S.sid_22-12_8"
8,2017-12-13,"S.sid","S.sid_22-18","N+P","R1",0.528,"22-18_2017-12-13","Ssid_22",28,"S.sid_22-18_8"
8,2017-12-13,"S.sid","S.sid_22-25","N+P","R1",0.52,"22-25_2017-12-13","Ssid_22",28,"S.sid_22-25_8"
8,2017-12-13,"S.sid","S.sid_23-56","N+P","R1",0.501,"23-56_2017-12-13","Ssid_23",28,"S.sid_23-56_8"
8,2017-12-13,"S.sid","S.sid_23-59","N+P","R1",0.494,"23-59_2017-12-13","Ssid_23",28,"S.sid_23-59_8"
8,2017-12-13,"S.sid","S.sid_23-63","N+P","R1",0.493,"23-63_2017-12-13","Ssid_23",28,"S.sid_23-63_8"
8,2017-12-13,"S.sid","S.sid_23-67","N+P","R1",0.498,"23-67_2017-12-13","Ssid_23",28,"S.sid_23-67_8"
8,2017-12-13,"S.sid","S.sid_24-5","N+P","R1",0.557,"24-5_2017-12-13","Ssid_24",28,"S.sid_24-5_8"
8,2017-12-13,"S.sid","S.sid_24-11","N+P","R1",0.541,"24-11_2017-12-13","Ssid_24",28,"S.sid_24-11_8"
8,2017-12-13,"S.sid","S.sid_24-15","N+P","R1",0.549,"24-15_2017-12-13","Ssid_24",28,"S.sid_24-15_8"
8,2017-12-13,"S.sid","S.sid_27-6","N+P","R1",0.536,"27-6_2017-12-13","Ssid_27",28,"S.sid_27-6_8"
8,2017-12-13,"S.sid","S.sid_27-18","N+P","R1",0.526,"27-18_2017-12-13","Ssid_27",28,"S.sid_27-18_8"
8,2017-12-13,"S.sid","S.sid_27-27","N+P","R1",0.542,"27-27_2017-12-13","Ssid_27",28,"S.sid_27-27_8"
8,2017-12-13,"S.sid","S.sid_27-46","N+P","R1",0.546,"27-46_2017-12-13","Ssid_27",28,"S.sid_27-46_8"
8,2017-12-13,"S.sid","S.sid_28-4","N+P","R1",0.545,"28-4_2017-12-13","Ssid_28",28,"S.sid_28-4_8"
8,2017-12-13,"S.sid","S.sid_28-7","N+P","R1",0.569,"28-7_2017-12-13","Ssid_28",28,"S.sid_28-7_8"
8,2017-12-13,"S.sid","S.sid_28-10","N+P","R1",0.568,"28-10_2017-12-13","Ssid_28",28,"S.sid_28-10_8"
8,2017-12-13,"S.sid","S.sid_30-3","N+P","R1",0.572,"30-3_2017-12-13","Ssid_30",28,"S.sid_30-3_8"
8,2017-12-13,"S.sid","S.sid_30-7","N+P","R1",0.58,"30-7_2017-12-13","Ssid_30",28,"S.sid_30-7_8"
8,2017-12-13,"S.sid","S.sid_30-10","N+P","R1",0.558,"30-10_2017-12-13","Ssid_30",28,"S.sid_30-10_8"
8,2017-12-13,"S.sid","S.sid_30-14","N+P","R1",0.57,"30-14_2017-12-13","Ssid_30",28,"S.sid_30-14_8"
8,2017-12-13,"S.sid","S.sid_20-26","Ambient","R2",0.567,"20-26_2017-12-13","Ssid_20",28,"S.sid_20-26_8"
8,2017-12-13,"S.sid","S.sid_20-32","Ambient","R2",0.573,"20-32_2017-12-13","Ssid_20",28,"S.sid_20-32_8"
8,2017-12-13,"S.sid","S.sid_20-38","Ambient","R2",0.572,"20-38_2017-12-13","Ssid_20",28,"S.sid_20-38_8"
8,2017-12-13,"S.sid","S.sid_20-45","Ambient","R2",0.552,"20-45_2017-12-13","Ssid_20",28,"S.sid_20-45_8"
8,2017-12-13,"S.sid","S.sid_22-26","Ambient","R2",0.519,"22-26_2017-12-13","Ssid_22",28,"S.sid_22-26_8"
8,2017-12-13,"S.sid","S.sid_22-32","Ambient","R2",0.509,"22-32_2017-12-13","Ssid_22",28,"S.sid_22-32_8"
8,2017-12-13,"S.sid","S.sid_22-35","Ambient","R2",0.491,"22-35_2017-12-13","Ssid_22",28,"S.sid_22-35_8"
8,2017-12-13,"S.sid","S.sid_22-39","Ambient","R2",0.481,"22-39_2017-12-13","Ssid_22",28,"S.sid_22-39_8"
8,2017-12-13,"S.sid","S.sid_23-68","Ambient","R2",0.49,"23-68_2017-12-13","Ssid_23",28,"S.sid_23-68_8"
8,2017-12-13,"S.sid","S.sid_23-72","Ambient","R2",0.463,"23-72_2017-12-13","Ssid_23",28,"S.sid_23-72_8"
8,2017-12-13,"S.sid","S.sid_23-75","Ambient","R2",0.462,"23-75_2017-12-13","Ssid_23",28,"S.sid_23-75_8"
8,2017-12-13,"S.sid","S.sid_23-79","Ambient","R2",0.46,"23-79_2017-12-13","Ssid_23",28,"S.sid_23-79_8"
8,2017-12-13,"S.sid","S.sid_24-16","Ambient","R2",0.556,"24-16_2017-12-13","Ssid_24",28,"S.sid_24-16_8"
8,2017-12-13,"S.sid","S.sid_24-19","Ambient","R2",0.569,"24-19_2017-12-13","Ssid_24",28,"S.sid_24-19_8"
8,2017-12-13,"S.sid","S.sid_24-23","Ambient","R2",0.54,"24-23_2017-12-13","Ssid_24",28,"S.sid_24-23_8"
8,2017-12-13,"S.sid","S.sid_27-57","Ambient","R2",0.468,"27-57_2017-12-13","Ssid_27",28,"S.sid_27-57_8"
8,2017-12-13,"S.sid","S.sid_27-73","Ambient","R2",0.481,"27-73_2017-12-13","Ssid_27",28,"S.sid_27-73_8"
8,2017-12-13,"S.sid","S.sid_27-85","Ambient","R2",0.513,"27-85_2017-12-13","Ssid_27",28,"S.sid_27-85_8"
8,2017-12-13,"S.sid","S.sid_27-94","Ambient","R2",0.496,"27-94_2017-12-13","Ssid_27",28,"S.sid_27-94_8"
8,2017-12-13,"S.sid","S.sid_28-11","Ambient","R2",0.517,"28-11_2017-12-13","Ssid_28",28,"S.sid_28-11_8"
8,2017-12-13,"S.sid","S.sid_28-15","Ambient","R2",0.532,"28-15_2017-12-13","Ssid_28",28,"S.sid_28-15_8"
8,2017-12-13,"S.sid","S.sid_28-20","Ambient","R2",0.539,"28-20_2017-12-13","Ssid_28",28,"S.sid_28-20_8"
8,2017-12-13,"S.sid","S.sid_28-29","Ambient","R2",0.522,"28-29_2017-12-13","Ssid_28",28,"S.sid_28-29_8"
8,2017-12-13,"S.sid","S.sid_30-15","Ambient","R2",0.55,"30-15_2017-12-13","Ssid_30",28,"S.sid_30-15_8"
8,2017-12-13,"S.sid","S.sid_30-20","Ambient","R2",0.568,"30-20_2017-12-13","Ssid_30",28,"S.sid_30-20_8"
8,2017-12-13,"S.sid","S.sid_30-23","Ambient","R2",0.57,"30-23_2017-12-13","Ssid_30",28,"S.sid_30-23_8"
8,2017-12-13,"S.sid","S.sid_30-26","Ambient","R2",0.562,"30-26_2017-12-13","Ssid_30",28,"S.sid_30-26_8"
8,2017-12-13,"S.sid","S.sid_20-29","N","R2",0.568,"20-29_2017-12-13","Ssid_20",28,"S.sid_20-29_8"
8,2017-12-13,"S.sid","S.sid_20-33","N","R2",0.581,"20-33_2017-12-13","Ssid_20",28,"S.sid_20-33_8"
8,2017-12-13,"S.sid","S.sid_20-39","N","R2",0.579,"20-39_2017-12-13","Ssid_20",28,"S.sid_20-39_8"
8,2017-12-13,"S.sid","S.sid_20-46","N","R2",0.579,"20-46_2017-12-13","Ssid_20",28,"S.sid_20-46_8"
8,2017-12-13,"S.sid","S.sid_22-27","N","R2",0.529,"22-27_2017-12-13","Ssid_22",28,"S.sid_22-27_8"
8,2017-12-13,"S.sid","S.sid_22-33","N","R2",0.544,"22-33_2017-12-13","Ssid_22",28,"S.sid_22-33_8"
8,2017-12-13,"S.sid","S.sid_22-36","N","R2",0.533,"22-36_2017-12-13","Ssid_22",28,"S.sid_22-36_8"
8,2017-12-13,"S.sid","S.sid_22-41","N","R2",0.562,"22-41_2017-12-13","Ssid_22",28,"S.sid_22-41_8"
8,2017-12-13,"S.sid","S.sid_23-70","N","R2",0.533,"23-70_2017-12-13","Ssid_23",28,"S.sid_23-70_8"
8,2017-12-13,"S.sid","S.sid_23-73","N","R2",0.532,"23-73_2017-12-13","Ssid_23",28,"S.sid_23-73_8"
8,2017-12-13,"S.sid","S.sid_23-76","N","R2",0.514,"23-76_2017-12-13","Ssid_23",28,"S.sid_23-76_8"
8,2017-12-13,"S.sid","S.sid_23-80","N","R2",0.54,"23-80_2017-12-13","Ssid_23",28,"S.sid_23-80_8"
8,2017-12-13,"S.sid","S.sid_24-17","N","R2",0.528,"24-17_2017-12-13","Ssid_24",28,"S.sid_24-17_8"
8,2017-12-13,"S.sid","S.sid_24-21","N","R2",0.537,"24-21_2017-12-13","Ssid_24",28,"S.sid_24-21_8"
8,2017-12-13,"S.sid","S.sid_24-24","N","R2",0.537,"24-24_2017-12-13","Ssid_24",28,"S.sid_24-24_8"
8,2017-12-13,"S.sid","S.sid_24-27","N","R2",0.505,"24-27_2017-12-13","Ssid_24",28,"S.sid_24-27_8"
8,2017-12-13,"S.sid","S.sid_27-67","N","R2",0.506,"27-67_2017-12-13","Ssid_27",28,"S.sid_27-67_8"
8,2017-12-13,"S.sid","S.sid_27-75","N","R2",0.528,"27-75_2017-12-13","Ssid_27",28,"S.sid_27-75_8"
8,2017-12-13,"S.sid","S.sid_27-86","N","R2",0.534,"27-86_2017-12-13","Ssid_27",28,"S.sid_27-86_8"
8,2017-12-13,"S.sid","S.sid_27-97","N","R2",0.552,"27-97_2017-12-13","Ssid_27",28,"S.sid_27-97_8"
8,2017-12-13,"S.sid","S.sid_28-13","N","R2",0.548,"28-13_2017-12-13","Ssid_28",28,"S.sid_28-13_8"
8,2017-12-13,"S.sid","S.sid_28-18","N","R2",0.536,"28-18_2017-12-13","Ssid_28",28,"S.sid_28-18_8"
8,2017-12-13,"S.sid","S.sid_28-21","N","R2",0.555,"28-21_2017-12-13","Ssid_28",28,"S.sid_28-21_8"
8,2017-12-13,"S.sid","S.sid_28-30","N","R2",0.554,"28-30_2017-12-13","Ssid_28",28,"S.sid_28-30_8"
8,2017-12-13,"S.sid","S.sid_30-16","N","R2",0.557,"30-16_2017-12-13","Ssid_30",28,"S.sid_30-16_8"
8,2017-12-13,"S.sid","S.sid_30-21","N","R2",0.576,"30-21_2017-12-13","Ssid_30",28,"S.sid_30-21_8"
8,2017-12-13,"S.sid","S.sid_30-24","N","R2",0.558,"30-24_2017-12-13","Ssid_30",28,"S.sid_30-24_8"
8,2017-12-13,"S.sid","S.sid_30-27","N","R2",0.552,"30-27_2017-12-13","Ssid_30",28,"S.sid_30-27_8"
8,2017-12-13,"S.sid","S.sid_20-30","N+P","R2",0.573,"20-30_2017-12-13","Ssid_20",28,"S.sid_20-30_8"
8,2017-12-13,"S.sid","S.sid_20-36","N+P","R2",0.535,"20-36_2017-12-13","Ssid_20",28,"S.sid_20-36_8"
8,2017-12-13,"S.sid","S.sid_20-41","N+P","R2",0.571,"20-41_2017-12-13","Ssid_20",28,"S.sid_20-41_8"
8,2017-12-13,"S.sid","S.sid_20-48","N+P","R2",0.585,"20-48_2017-12-13","Ssid_20",28,"S.sid_20-48_8"
8,2017-12-13,"S.sid","S.sid_22-31","N+P","R2",0.523,"22-31_2017-12-13","Ssid_22",28,"S.sid_22-31_8"
8,2017-12-13,"S.sid","S.sid_22-34","N+P","R2",0.539,"22-34_2017-12-13","Ssid_22",28,"S.sid_22-34_8"
8,2017-12-13,"S.sid","S.sid_22-38","N+P","R2",0.539,"22-38_2017-12-13","Ssid_22",28,"S.sid_22-38_8"
8,2017-12-13,"S.sid","S.sid_22-42","N+P","R2",0.553,"22-42_2017-12-13","Ssid_22",28,"S.sid_22-42_8"
8,2017-12-13,"S.sid","S.sid_23-71","N+P","R2",0.533,"23-71_2017-12-13","Ssid_23",28,"S.sid_23-71_8"
8,2017-12-13,"S.sid","S.sid_23-74","N+P","R2",0.521,"23-74_2017-12-13","Ssid_23",28,"S.sid_23-74_8"
8,2017-12-13,"S.sid","S.sid_23-78","N+P","R2",0.507,"23-78_2017-12-13","Ssid_23",28,"S.sid_23-78_8"
8,2017-12-13,"S.sid","S.sid_23-81","N+P","R2",0.507,"23-81_2017-12-13","Ssid_23",28,"S.sid_23-81_8"
8,2017-12-13,"S.sid","S.sid_24-18","N+P","R2",0.552,"24-18_2017-12-13","Ssid_24",28,"S.sid_24-18_8"
8,2017-12-13,"S.sid","S.sid_24-22","N+P","R2",0.565,"24-22_2017-12-13","Ssid_24",28,"S.sid_24-22_8"
8,2017-12-13,"S.sid","S.sid_24-25","N+P","R2",0.565,"24-25_2017-12-13","Ssid_24",28,"S.sid_24-25_8"
8,2017-12-13,"S.sid","S.sid_24-28","N+P","R2",0.554,"24-28_2017-12-13","Ssid_24",28,"S.sid_24-28_8"
8,2017-12-13,"S.sid","S.sid_27-68","N+P","R2",0.556,"27-68_2017-12-13","Ssid_27",28,"S.sid_27-68_8"
8,2017-12-13,"S.sid","S.sid_27-77","N+P","R2",0.558,"27-77_2017-12-13","Ssid_27",28,"S.sid_27-77_8"
8,2017-12-13,"S.sid","S.sid_27-87","N+P","R2",0.568,"27-87_2017-12-13","Ssid_27",28,"S.sid_27-87_8"
8,2017-12-13,"S.sid","S.sid_27-98","N+P","R2",0.559,"27-98_2017-12-13","Ssid_27",28,"S.sid_27-98_8"
8,2017-12-13,"S.sid","S.sid_28-14","N+P","R2",0.588,"28-14_2017-12-13","Ssid_28",28,"S.sid_28-14_8"
8,2017-12-13,"S.sid","S.sid_28-19","N+P","R2",0.56,"28-19_2017-12-13","Ssid_28",28,"S.sid_28-19_8"
8,2017-12-13,"S.sid","S.sid_28-23","N+P","R2",0.579,"28-23_2017-12-13","Ssid_28",28,"S.sid_28-23_8"
8,2017-12-13,"S.sid","S.sid_30-18","N+P","R2",0.584,"30-18_2017-12-13","Ssid_30",28,"S.sid_30-18_8"
8,2017-12-13,"S.sid","S.sid_30-22","N+P","R2",0.592,"30-22_2017-12-13","Ssid_30",28,"S.sid_30-22_8"
8,2017-12-13,"S.sid","S.sid_30-25","N+P","R2",0.59,"30-25_2017-12-13","Ssid_30",28,"S.sid_30-25_8"
8,2017-12-13,"S.sid","S.sid_30-28","N+P","R2",0.583,"30-28_2017-12-13","Ssid_30",28,"S.sid_30-28_8"
9,2018-01-03,"S.sid","S.sid_20-1","Ambient","R1",0.515,"20-1_2018-01-03","Ssid_20",49,"S.sid_20-1_9"
9,2018-01-03,"S.sid","S.sid_20-4","Ambient","R1",0.524,"20-4_2018-01-03","Ssid_20",49,"S.sid_20-4_9"
9,2018-01-03,"S.sid","S.sid_20-13","Ambient","R1",0.537,"20-13_2018-01-03","Ssid_20",49,"S.sid_20-13_9"
9,2018-01-03,"S.sid","S.sid_20-19","Ambient","R1",0.52,"20-19_2018-01-03","Ssid_20",49,"S.sid_20-19_9"
9,2018-01-03,"S.sid","S.sid_22-2","Ambient","R1",0.454,"22-2_2018-01-03","Ssid_22",49,"S.sid_22-2_9"
9,2018-01-03,"S.sid","S.sid_22-8","Ambient","R1",0.447,"22-8_2018-01-03","Ssid_22",49,"S.sid_22-8_9"
9,2018-01-03,"S.sid","S.sid_22-16","Ambient","R1",0.456,"22-16_2018-01-03","Ssid_22",49,"S.sid_22-16_9"
9,2018-01-03,"S.sid","S.sid_22-21","Ambient","R1",0.456,"22-21_2018-01-03","Ssid_22",49,"S.sid_22-21_9"
9,2018-01-03,"S.sid","S.sid_23-54","Ambient","R1",0.452,"23-54_2018-01-03","Ssid_23",49,"S.sid_23-54_9"
9,2018-01-03,"S.sid","S.sid_23-57","Ambient","R1",0.456,"23-57_2018-01-03","Ssid_23",49,"S.sid_23-57_9"
9,2018-01-03,"S.sid","S.sid_23-60","Ambient","R1",0.44,"23-60_2018-01-03","Ssid_23",49,"S.sid_23-60_9"
9,2018-01-03,"S.sid","S.sid_23-65","Ambient","R1",0.446,"23-65_2018-01-03","Ssid_23",49,"S.sid_23-65_9"
9,2018-01-03,"S.sid","S.sid_24-2","Ambient","R1",0.539,"24-2_2018-01-03","Ssid_24",49,"S.sid_24-2_9"
9,2018-01-03,"S.sid","S.sid_24-6","Ambient","R1",0.51,"24-6_2018-01-03","Ssid_24",49,"S.sid_24-6_9"
9,2018-01-03,"S.sid","S.sid_24-9","Ambient","R1",0.537,"24-9_2018-01-03","Ssid_24",49,"S.sid_24-9_9"
9,2018-01-03,"S.sid","S.sid_24-12","Ambient","R1",0.535,"24-12_2018-01-03","Ssid_24",49,"S.sid_24-12_9"
9,2018-01-03,"S.sid","S.sid_27-3","Ambient","R1",0.446,"27-3_2018-01-03","Ssid_27",49,"S.sid_27-3_9"
9,2018-01-03,"S.sid","S.sid_27-9","Ambient","R1",0.458,"27-9_2018-01-03","Ssid_27",49,"S.sid_27-9_9"
9,2018-01-03,"S.sid","S.sid_27-19","Ambient","R1",0.473,"27-19_2018-01-03","Ssid_27",49,"S.sid_27-19_9"
