Sample,Date,Spp,Fragment,Treatment,Replicate,YII,Genotype,Days,Time_Point,Phase,TotalSH,logSH,D.Prp,Community,InitialCommunity
Of_31-40_T12,2018-01-25,Of,Of_31-40,N+P,R1,0.518,Of_31,71,T12,Nutrients,0.028667082268643,-1.5426165072318,0,B,B
Of_31-40_T13,2018-01-30,Of,Of_31-40,N+P,R1,0.519,Of_31,76,T13,Nutrients,NA,NA,NA,B,B
Of_31-41_T5,2017-11-16,Of,Of_31-41,A,R1,0.576,Of_31,1,T5,Baseline,0.29126835978045,-0.535706689828479,0,B,B
Of_31-41_T6,2017-11-23,Of,Of_31-41,A,R1,0.515,Of_31,8,T6,Nutrients,NA,NA,NA,B,B
Of_31-41_T7,2017-11-29,Of,Of_31-41,A,R1,0.6,Of_31,14,T7,Nutrients,NA,NA,NA,B,B
Of_31-41_T8,2017-12-06,Of,Of_31-41,A,R1,0.557,Of_31,21,T8,Nutrients,NA,NA,NA,B,B
Of_31-41_T9,2017-12-13,Of,Of_31-41,A,R1,0.564,Of_31,28,T9,Nutrients,0.062410950049816,-1.20473920632711,0,B,B
Of_31-41_T10,2018-01-03,Of,Of_31-41,A,R1,0.498,Of_31,49,T10,Nutrients,NA,NA,NA,B,B
Of_31-41_T11,2018-01-19,Of,Of_31-41,A,R1,0.517,Of_31,65,T11,Nutrients,NA,NA,NA,B,B
Of_31-41_T12,2018-01-25,Of,Of_31-41,A,R1,0.537,Of_31,71,T12,Nutrients,0.047159366669389,-1.32643203593142,0.002956462249861,B,B
Of_31-41_T13,2018-01-30,Of,Of_31-41,A,R1,0.554,Of_31,76,T13,Nutrients,NA,NA,NA,B,B
Of_31-41_T15,2018-02-07,Of,Of_31-41,A,R1,0.541,Of_31,84,T15,Ramping,NA,NA,NA,B,B
Of_31-41_T16,2018-02-12,Of,Of_31-41,A,R1,0.504,Of_31,89,T16,Ramping,NA,NA,NA,B,B
Of_31-41_T17,2018-02-15,Of,Of_31-41,A,R1,0.514,Of_31,92,T17,Heat,NA,NA,NA,B,B
Of_31-41_T18,2018-02-19,Of,Of_31-41,A,R1,0.455,Of_31,96,T18,Heat,NA,NA,NA,B,B
Of_31-41_T19,2018-02-22,Of,Of_31-41,A,R1,0.421,Of_31,99,T19,Heat,0.035979067815953,-1.44395009300915,0.022010683964476,B,B
Of_31-41_T20,2018-02-26,Of,Of_31-41,A,R1,0.393,Of_31,103,T20,Heat,NA,NA,NA,B,B
Of_31-41_T21,2018-03-01,Of,Of_31-41,A,R1,0.408,Of_31,106,T21,Heat,NA,NA,NA,B,B
Of_31-43_T5,2017-11-16,Of,Of_31-43,N,R1,0.564,Of_31,1,T5,Baseline,0.080529161124261,-1.09404682494833,0.078718622332798,B,B
Of_31-43_T6,2017-11-23,Of,Of_31-43,N,R1,0.548,Of_31,8,T6,Nutrients,NA,NA,NA,B,B
Of_31-43_T7,2017-11-29,Of,Of_31-43,N,R1,0.55,Of_31,14,T7,Nutrients,NA,NA,NA,B,B
Of_31-43_T8,2017-12-06,Of,Of_31-43,N,R1,0.542,Of_31,21,T8,Nutrients,NA,NA,NA,B,B
Of_31-43_T9,2017-12-13,Of,Of_31-43,N,R1,0.583,Of_31,28,T9,Nutrients,0.061507854563325,-1.21106942120514,0,B,B
Of_31-43_T10,2018-01-03,Of,Of_31-43,N,R1,0.564,Of_31,49,T10,Nutrients,NA,NA,NA,B,B
Of_31-43_T11,2018-01-19,Of,Of_31-43,N,R1,0.54,Of_31,65,T11,Nutrients,NA,NA,NA,B,B
Of_31-43_T12,2018-01-25,Of,Of_31-43,N,R1,0.539,Of_31,71,T12,Nutrients,0.16178031695774,-0.791074318055213,0.017621119906358,B,B
Of_31-43_T13,2018-01-30,Of,Of_31-43,N,R1,0.547,Of_31,76,T13,Nutrients,NA,NA,NA,B,B
Of_31-43_T15,2018-02-07,Of,Of_31-43,N,R1,0.552,Of_31,84,T15,Ramping,NA,NA,NA,B,B
Of_31-43_T16,2018-02-12,Of,Of_31-43,N,R1,0.47,Of_31,89,T16,Ramping,NA,NA,NA,B,B
Of_31-43_T17,2018-02-15,Of,Of_31-43,N,R1,0.45,Of_31,92,T17,Heat,NA,NA,NA,B,B
Of_31-43_T18,2018-02-19,Of,Of_31-43,N,R1,0.451,Of_31,96,T18,Heat,NA,NA,NA,D,B
Of_31-43_T19,2018-02-22,Of,Of_31-43,N,R1,0.422,Of_31,99,T19,Heat,0.018054105431277,-1.74342402570212,1,D,B
Of_31-43_T20,2018-02-26,Of,Of_31-43,N,R1,0.443,Of_31,103,T20,Heat,NA,NA,NA,D,B
Of_31-45_T5,2017-11-16,Of,Of_31-45,A,R1,0.576,Of_31,1,T5,Baseline,0.058080301576623,-1.23597113726796,0,B,B
Of_31-45_T6,2017-11-23,Of,Of_31-45,A,R1,0.543,Of_31,8,T6,Nutrients,NA,NA,NA,B,B
Of_31-45_T7,2017-11-29,Of,Of_31-45,A,R1,0.601,Of_31,14,T7,Nutrients,NA,NA,NA,B,B
Of_31-45_T8,2017-12-06,Of,Of_31-45,A,R1,0.54,Of_31,21,T8,Nutrients,NA,NA,NA,B,B
Of_31-45_T9,2017-12-13,Of,Of_31-45,A,R1,0.569,Of_31,28,T9,Nutrients,0.078116736850178,-1.107255906674,0,B,B
Of_31-45_T10,2018-01-03,Of,Of_31-45,A,R1,0.493,Of_31,49,T10,Nutrients,NA,NA,NA,B,B
Of_31-45_T11,2018-01-19,Of,Of_31-45,A,R1,0.495,Of_31,65,T11,Nutrients,NA,NA,NA,B,B
Of_31-45_T12,2018-01-25,Of,Of_31-45,A,R1,0.516,Of_31,71,T12,Nutrients,0.038865685516594,-1.41043366776427,0.019728231293855,B,B
Of_31-45_T13,2018-01-30,Of,Of_31-45,A,R1,0.527,Of_31,76,T13,Nutrients,NA,NA,NA,B,B
Of_31-45_T15,2018-02-07,Of,Of_31-45,A,R1,0.531,Of_31,84,T15,Ramping,NA,NA,NA,B,B
Of_31-45_T16,2018-02-12,Of,Of_31-45,A,R1,0.483,Of_31,89,T16,Ramping,NA,NA,NA,B,B
Of_31-45_T17,2018-02-15,Of,Of_31-45,A,R1,0.513,Of_31,92,T17,Heat,NA,NA,NA,B,B
Of_31-45_T18,2018-02-19,Of,Of_31-45,A,R1,0.415,Of_31,96,T18,Heat,NA,NA,NA,B,B
Of_31-45_T19,2018-02-22,Of,Of_31-45,A,R1,0.433,Of_31,99,T19,Heat,0.066702274099773,-1.17585935930464,0,B,B
Of_31-45_T20,2018-02-26,Of,Of_31-45,A,R1,0.482,Of_31,103,T20,Heat,NA,NA,NA,B,B
Of_31-46_T5,2017-11-16,Of,Of_31-46,A,R2,0.504,Of_31,1,T5,Baseline,0.102397215833633,-0.989711851607532,0.053123647576944,B,B
Of_31-46_T6,2017-11-23,Of,Of_31-46,A,R2,0.514,Of_31,8,T6,Nutrients,NA,NA,NA,B,B
Of_31-46_T7,2017-11-29,Of,Of_31-46,A,R2,0.581,Of_31,14,T7,Nutrients,NA,NA,NA,B,B
Of_31-46_T8,2017-12-06,Of,Of_31-46,A,R2,0.531,Of_31,21,T8,Nutrients,NA,NA,NA,B,B
Of_31-46_T9,2017-12-13,Of,Of_31-46,A,R2,0.576,Of_31,28,T9,Nutrients,0.02529399329711,-1.59698260086544,0.039910136667771,B,B
Of_31-46_T10,2018-01-03,Of,Of_31-46,A,R2,0.471,Of_31,49,T10,Nutrients,NA,NA,NA,B,B
Of_31-46_T11,2018-01-19,Of,Of_31-46,A,R2,0.549,Of_31,65,T11,Nutrients,NA,NA,NA,B,B
Of_31-46_T12,2018-01-25,Of,Of_31-46,A,R2,0.49,Of_31,71,T12,Nutrients,0.060158934420375,-1.22069986489397,0.037441604827732,B,B
Of_31-46_T13,2018-01-30,Of,Of_31-46,A,R2,0.497,Of_31,76,T13,Nutrients,NA,NA,NA,B,B
Of_31-46_T15,2018-02-07,Of,Of_31-46,A,R2,0.503,Of_31,84,T15,Ramping,NA,NA,NA,B,B
Of_31-46_T16,2018-02-12,Of,Of_31-46,A,R2,0.508,Of_31,89,T16,Ramping,NA,NA,NA,B,B
Of_31-46_T17,2018-02-15,Of,Of_31-46,A,R2,0.493,Of_31,92,T17,Heat,NA,NA,NA,B,B
Of_31-46_T18,2018-02-19,Of,Of_31-46,A,R2,0.44,Of_31,96,T18,Heat,NA,NA,NA,B,B
Of_31-46_T19,2018-02-22,Of,Of_31-46,A,R2,0.437,Of_31,99,T19,Heat,0.073313897284018,-1.13481369327587,0.010109430026564,B,B
Of_31-46_T20,2018-02-26,Of,Of_31-46,A,R2,0.362,Of_31,103,T20,Heat,NA,NA,NA,B,B
Of_31-46_T21,2018-03-01,Of,Of_31-46,A,R2,0.356,Of_31,106,T21,Heat,NA,NA,NA,B,B
Of_31-49_T5,2017-11-16,Of,Of_31-49,N+P,R2,0.55,Of_31,1,T5,Baseline,0.035751395196978,-1.44670700520485,0,B,B
Of_31-49_T6,2017-11-23,Of,Of_31-49,N+P,R2,0.519,Of_31,8,T6,Nutrients,NA,NA,NA,B,B
Of_31-49_T7,2017-11-29,Of,Of_31-49,N+P,R2,0.575,Of_31,14,T7,Nutrients,NA,NA,NA,B,B
Of_31-49_T8,2017-12-06,Of,Of_31-49,N+P,R2,0.537,Of_31,21,T8,Nutrients,NA,NA,NA,B,B
Of_31-49_T9,2017-12-13,Of,Of_31-49,N+P,R2,0.571,Of_31,28,T9,Nutrients,0.130067642417211,-0.885830731628198,0,B,B
Of_31-49_T10,2018-01-03,Of,Of_31-49,N+P,R2,0.503,Of_31,49,T10,Nutrients,NA,NA,NA,B,B
Of_31-49_T11,2018-01-19,Of,Of_31-49,N+P,R2,0.57,Of_31,65,T11,Nutrients,NA,NA,NA,B,B
Of_31-49_T12,2018-01-25,Of,Of_31-49,N+P,R2,0.52,Of_31,71,T12,Nutrients,0.051852217534436,-1.2852326656515,0.01185141168837,B,B
Of_31-49_T13,2018-01-30,Of,Of_31-49,N+P,R2,0.554,Of_31,76,T13,Nutrients,NA,NA,NA,B,B
Of_31-49_T15,2018-02-07,Of,Of_31-49,N+P,R2,0.539,Of_31,84,T15,Ramping,NA,NA,NA,B,B
Of_31-49_T16,2018-02-12,Of,Of_31-49,N+P,R2,0.536,Of_31,89,T16,Ramping,NA,NA,NA,B,B
Of_31-49_T17,2018-02-15,Of,Of_31-49,N+P,R2,0.474,Of_31,92,T17,Heat,NA,NA,NA,B,B
Of_31-8_T5,2017-11-16,Of,Of_31-8,N,R2,0.505,Of_31,1,T5,Baseline,0.063758771620453,-1.19546005866963,0,B,B
Of_31-8_T6,2017-11-23,Of,Of_31-8,N,R2,0.539,Of_31,8,T6,Nutrients,NA,NA,NA,B,B
Of_31-8_T7,2017-11-29,Of,Of_31-8,N,R2,0.573,Of_31,14,T7,Nutrients,NA,NA,NA,B,B
Of_31-8_T8,2017-12-06,Of,Of_31-8,N,R2,0.538,Of_31,21,T8,Nutrients,NA,NA,NA,B,B
Of_31-8_T9,2017-12-13,Of,Of_31-8,N,R2,0.585,Of_31,28,T9,Nutrients,0.029206908739977,-1.53451440633401,0,B,B
Of_31-8_T10,2018-01-03,Of,Of_31-8,N,R2,0.535,Of_31,49,T10,Nutrients,NA,NA,NA,B,B
Of_31-8_T11,2018-01-19,Of,Of_31-8,N,R2,0.539,Of_31,65,T11,Nutrients,NA,NA,NA,B,B
Of_31-8_T12,2018-01-25,Of,Of_31-8,N,R2,0.538,Of_31,71,T12,Nutrients,0.106860665807544,-0.97118212422347,0,B,B
Of_31-8_T13,2018-01-30,Of,Of_31-8,N,R2,0.549,Of_31,76,T13,Nutrients,NA,NA,NA,B,B
Of_34-10_T5,2017-11-16,Of,Of_34-10,N,R2,0.478,Of_34,1,T5,Baseline,NA,NA,NA,D,D
Of_34-10_T6,2017-11-23,Of,Of_34-10,N,R2,0.409,Of_34,8,T6,Nutrients,NA,NA,NA,D,D
Of_34-10_T7,2017-11-29,Of,Of_34-10,N,R2,0.513,Of_34,14,T7,Nutrients,NA,NA,NA,D,D
Of_34-10_T8,2017-12-06,Of,Of_34-10,N,R2,0.444,Of_34,21,T8,Nutrients,NA,NA,NA,D,D
Of_34-10_T9,2017-12-13,Of,Of_34-10,N,R2,0.476,Of_34,28,T9,Nutrients,0.231167120049547,-0.636073937537512,1,D,D
Of_34-10_T10,2018-01-03,Of,Of_34-10,N,R2,0.451,Of_34,49,T10,Nutrients,NA,NA,NA,D,D
Of_34-10_T11,2018-01-19,Of,Of_34-10,N,R2,0.495,Of_34,65,T11,Nutrients,NA,NA,NA,D,D
Of_34-10_T12,2018-01-25,Of,Of_34-10,N,R2,0.428,Of_34,71,T12,Nutrients,0.01835073528059,-1.73634652967317,1,D,D
Of_34-10_T13,2018-01-30,Of,Of_34-10,N,R2,0.434,Of_34,76,T13,Nutrients,NA,NA,NA,D,D
Of_34-11_T5,2017-11-16,Of,Of_34-11,A,R2,0.446,Of_34,1,T5,Baseline,NA,NA,NA,D,D
Of_34-11_T6,2017-11-23,Of,Of_34-11,A,R2,0.468,Of_34,8,T6,Nutrients,NA,NA,NA,D,D
Of_34-11_T7,2017-11-29,Of,Of_34-11,A,R2,0.478,Of_34,14,T7,Nutrients,NA,NA,NA,D,D
Of_34-11_T8,2017-12-06,Of,Of_34-11,A,R2,0.394,Of_34,21,T8,Nutrients,NA,NA,NA,D,D
Of_34-11_T9,2017-12-13,Of,Of_34-11,A,R2,0.382,Of_34,28,T9,Nutrients,0.020780641942304,-1.68234104062418,1,D,D
Of_34-11_T10,2018-01-03,Of,Of_34-11,A,R2,0.392,Of_34,49,T10,Nutrients,NA,NA,NA,D,D
Of_34-11_T11,2018-01-19,Of,Of_34-11,A,R2,0.502,Of_34,65,T11,Nutrients,NA,NA,NA,D,D
Of_34-11_T12,2018-01-25,Of,Of_34-11,A,R2,0.396,Of_34,71,T12,Nutrients,0.014776303644053,-1.83043419298866,1,D,D
Of_34-11_T13,2018-01-30,Of,Of_34-11,A,R2,0.43,Of_34,76,T13,Nutrients,NA,NA,NA,D,D
Of_34-20_T5,2017-11-16,Of,Of_34-20,A,R1,0.485,Of_34,1,T5,Baseline,NA,NA,NA,D,D
Of_34-20_T6,2017-11-23,Of,Of_34-20,A,R1,0.46,Of_34,8,T6,Nutrients,NA,NA,NA,D,D
Of_34-20_T7,2017-11-29,Of,Of_34-20,A,R1,0.526,Of_34,14,T7,Nutrients,NA,NA,NA,D,D
Of_34-20_T8,2017-12-06,Of,Of_34-20,A,R1,0.436,Of_34,21,T8,Nutrients,NA,NA,NA,D,D
Of_34-20_T9,2017-12-13,Of,Of_34-20,A,R1,0.476,Of_34,28,T9,Nutrients,NA,NA,NA,D,D
Of_34-20_T10,2018-01-03,Of,Of_34-20,A,R1,0.433,Of_34,49,T10,Nutrients,NA,NA,NA,D,D
Of_34-20_T11,2018-01-19,Of,Of_34-20,A,R1,0.454,Of_34,65,T11,Nutrients,NA,NA,NA,D,D
Of_34-20_T12,2018-01-25,Of,Of_34-20,A,R1,0.441,Of_34,71,T12,Nutrients,0.128900013898439,-0.889747035819483,1,D,D
Of_34-20_T13,2018-01-30,Of,Of_34-20,A,R1,0.425,Of_34,76,T13,Nutrients,NA,NA,NA,D,D
Of_34-20_T15,2018-02-07,Of,Of_34-20,A,R1,0.49,Of_34,84,T15,Ramping,NA,NA,NA,D,D
Of_34-20_T16,2018-02-12,Of,Of_34-20,A,R1,0.42,Of_34,89,T16,Ramping,NA,NA,NA,D,D
Of_34-20_T17,2018-02-15,Of,Of_34-20,A,R1,0.494,Of_34,92,T17,Heat,NA,NA,NA,D,D
Of_34-20_T18,2018-02-19,Of,Of_34-20,A,R1,0.362,Of_34,96,T18,Heat,NA,NA,NA,D,D
Of_34-20_T19,2018-02-22,Of,Of_34-20,A,R1,0.375,Of_34,99,T19,Heat,0.014161159183143,-1.84890119535828,1,D,D
Of_34-20_T20,2018-02-26,Of,Of_34-20,A,R1,0.389,Of_34,103,T20,Heat,NA,NA,NA,D,D
Of_34-20_T21,2018-03-01,Of,Of_34-20,A,R1,0.363,Of_34,106,T21,Heat,NA,NA,NA,D,D
Of_34-20_T22,2018-03-05,Of,Of_34-20,A,R1,0.411,Of_34,110,T22,Heat,0.119233074467191,-0.923603257463558,0.993975799040492,D,D
Of_34-20_T23,2018-03-08,Of,Of_34-20,A,R1,0.399,Of_34,113,T23,Heat,NA,NA,NA,D,D
Of_34-21_T5,2017-11-16,Of,Of_34-21,N+P,R2,0.499,Of_34,1,T5,Baseline,NA,NA,NA,D,D
Of_34-21_T6,2017-11-23,Of,Of_34-21,N+P,R2,0.443,Of_34,8,T6,Nutrients,NA,NA,NA,D,D
Of_34-21_T7,2017-11-29,Of,Of_34-21,N+P,R2,0.526,Of_34,14,T7,Nutrients,NA,NA,NA,D,D
Of_34-21_T8,2017-12-06,Of,Of_34-21,N+P,R2,0.454,Of_34,21,T8,Nutrients,NA,NA,NA,D,D
Of_34-21_T9,2017-12-13,Of,Of_34-21,N+P,R2,0.48,Of_34,28,T9,Nutrients,0.028308055724095,-1.54808995816204,1,D,D
Of_34-21_T10,2018-01-03,Of,Of_34-21,N+P,R2,0.505,Of_34,49,T10,Nutrients,NA,NA,NA,D,D
Of_34-21_T11,2018-01-19,Of,Of_34-21,N+P,R2,0.52,Of_34,65,T11,Nutrients,NA,NA,NA,D,D
Of_34-21_T12,2018-01-25,Of,Of_34-21,N+P,R2,0.356,Of_34,71,T12,Nutrients,0.007238838993854,-2.14033108283536,1,D,D
Of_34-21_T13,2018-01-30,Of,Of_34-21,N+P,R2,0.446,Of_34,76,T13,Nutrients,NA,NA,NA,D,D
Of_34-21_T15,2018-02-07,Of,Of_34-21,N+P,R2,0.484,Of_34,84,T15,Ramping,NA,NA,NA,D,D
Of_34-21_T16,2018-02-12,Of,Of_34-21,N+P,R2,0.443,Of_34,89,T16,Ramping,NA,NA,NA,D,D
Of_34-21_T17,2018-02-15,Of,Of_34-21,N+P,R2,0.468,Of_34,92,T17,Heat,NA,NA,NA,D,D
Of_34-21_T18,2018-02-19,Of,Of_34-21,N+P,R2,0.393,Of_34,96,T18,Heat,NA,NA,NA,D,D
Of_34-21_T19,2018-02-22,Of,Of_34-21,N+P,R2,0.385,Of_34,99,T19,Heat,0.055599814930116,-1.25492665401081,1,D,D
Of_34-21_T20,2018-02-26,Of,Of_34-21,N+P,R2,0.357,Of_34,103,T20,Heat,NA,NA,NA,D,D
Of_34-21_T21,2018-03-01,Of,Of_34-21,N+P,R2,0.333,Of_34,106,T21,Heat,NA,NA,NA,D,D
Of_34-21_T22,2018-03-05,Of,Of_34-21,N+P,R2,0.364,Of_34,110,T22,Heat,0.145791314946078,-0.836268346960016,1,D,D
Of_34-21_T23,2018-03-08,Of,Of_34-21,N+P,R2,0.376,Of_34,113,T23,Heat,NA,NA,NA,D,D
Of_34-22_T5,2017-11-16,Of,Of_34-22,N+P,R1,0.475,Of_34,1,T5,Baseline,NA,NA,NA,D,D
Of_34-22_T6,2017-11-23,Of,Of_34-22,N+P,R1,0.436,Of_34,8,T6,Nutrients,NA,NA,NA,D,D
Of_34-22_T7,2017-11-29,Of,Of_34-22,N+P,R1,0.497,Of_34,14,T7,Nutrients,NA,NA,NA,D,D
Of_34-22_T8,2017-12-06,Of,Of_34-22,N+P,R1,0.407,Of_34,21,T8,Nutrients,NA,NA,NA,D,D
Of_34-22_T9,2017-12-13,Of,Of_34-22,N+P,R1,0.49,Of_34,28,T9,Nutrients,0.041542775340668,-1.38150449299893,0.995892077287728,D,D
Of_34-22_T10,2018-01-03,Of,Of_34-22,N+P,R1,0.49,Of_34,49,T10,Nutrients,NA,NA,NA,D,D
Of_34-22_T11,2018-01-19,Of,Of_34-22,N+P,R1,0.454,Of_34,65,T11,Nutrients,NA,NA,NA,D,D
Of_34-22_T12,2018-01-25,Of,Of_34-22,N+P,R1,0.412,Of_34,71,T12,Nutrients,0.024781065495951,-1.60588002447071,0.978173537870532,D,D
Of_34-22_T13,2018-01-30,Of,Of_34-22,N+P,R1,0.426,Of_34,76,T13,Nutrients,NA,NA,NA,D,D
Of_34-22_T15,2018-02-07,Of,Of_34-22,N+P,R1,0.494,Of_34,84,T15,Ramping,NA,NA,NA,D,D
Of_34-22_T16,2018-02-12,Of,Of_34-22,N+P,R1,0.436,Of_34,89,T16,Ramping,NA,NA,NA,D,D
Of_34-22_T17,2018-02-15,Of,Of_34-22,N+P,R1,0.45,Of_34,92,T17,Heat,NA,NA,NA,D,D
Of_34-22_T18,2018-02-19,Of,Of_34-22,N+P,R1,0.437,Of_34,96,T18,Heat,NA,NA,NA,D,D
Of_34-22_T19,2018-02-22,Of,Of_34-22,N+P,R1,0.388,Of_34,99,T19,Heat,0.034440767412031,-1.46292718012497,1,D,D
Of_34-22_T20,2018-02-26,Of,Of_34-22,N+P,R1,0.41,Of_34,103,T20,Heat,NA,NA,NA,D,D
Of_34-22_T21,2018-03-01,Of,Of_34-22,N+P,R1,0.309,Of_34,106,T21,Heat,NA,NA,NA,D,D
Of_34-22_T22,2018-03-05,Of,Of_34-22,N+P,R1,0.393,Of_34,110,T22,Heat,0.095466398177279,-1.02014946249052,1,D,D
Of_34-22_T23,2018-03-08,Of,Of_34-22,N+P,R1,0.385,Of_34,113,T23,Heat,NA,NA,NA,D,D
Of_34-23_T5,2017-11-16,Of,Of_34-23,A,R2,0.52,Of_34,1,T5,Baseline,NA,NA,NA,D,D
Of_34-23_T6,2017-11-23,Of,Of_34-23,A,R2,0.454,Of_34,8,T6,Nutrients,NA,NA,NA,D,D
Of_34-23_T7,2017-11-29,Of,Of_34-23,A,R2,0.533,Of_34,14,T7,Nutrients,NA,NA,NA,D,D
Of_34-23_T8,2017-12-06,Of,Of_34-23,A,R2,0.441,Of_34,21,T8,Nutrients,NA,NA,NA,D,D
Of_34-23_T9,2017-12-13,Of,Of_34-23,A,R2,0.437,Of_34,28,T9,Nutrients,0.007994262382186,-2.09722160172697,1,D,D
Of_34-23_T10,2018-01-03,Of,Of_34-23,A,R2,0.389,Of_34,49,T10,Nutrients,NA,NA,NA,D,D
Of_34-23_T11,2018-01-19,Of,Of_34-23,A,R2,0.513,Of_34,65,T11,Nutrients,NA,NA,NA,D,D
Of_34-23_T12,2018-01-25,Of,Of_34-23,A,R2,0.462,Of_34,71,T12,Nutrients,0.01607604222919,-1.79382086165641,1,D,D
Of_34-23_T13,2018-01-30,Of,Of_34-23,A,R2,0.445,Of_34,76,T13,Nutrients,NA,NA,NA,D,D
Of_34-23_T15,2018-02-07,Of,Of_34-23,A,R2,0.47,Of_34,84,T15,Ramping,NA,NA,NA,D,D
Of_34-23_T16,2018-02-12,Of,Of_34-23,A,R2,0.466,Of_34,89,T16,Ramping,NA,NA,NA,D,D
Of_34-23_T17,2018-02-15,Of,Of_34-23,A,R2,0.442,Of_34,92,T17,Heat,NA,NA,NA,D,D
Of_34-23_T18,2018-02-19,Of,Of_34-23,A,R2,0.355,Of_34,96,T18,Heat,NA,NA,NA,D,D
Of_34-23_T19,2018-02-22,Of,Of_34-23,A,R2,0.411,Of_34,99,T19,Heat,0.01173663318422,-1.93045646860967,1,D,D
Of_34-23_T20,2018-02-26,Of,Of_34-23,A,R2,0.306,Of_34,103,T20,Heat,NA,NA,NA,D,D
Of_34-23_T21,2018-03-01,Of,Of_34-23,A,R2,0.311,Of_34,106,T21,Heat,NA,NA,NA,D,D
Of_34-23_T22,2018-03-05,Of,Of_34-23,A,R2,0.36,Of_34,110,T22,Heat,0.062012103607996,-1.20752353603172,1,D,D
Of_34-24_T5,2017-11-16,Of,Of_34-24,N,R2,0.517,Of_34,1,T5,Baseline,NA,NA,NA,D,D
Of_34-24_T6,2017-11-23,Of,Of_34-24,N,R2,0.486,Of_34,8,T6,Nutrients,NA,NA,NA,D,D
Of_34-24_T7,2017-11-29,Of,Of_34-24,N,R2,0.544,Of_34,14,T7,Nutrients,NA,NA,NA,D,D
Of_34-24_T8,2017-12-06,Of,Of_34-24,N,R2,0.47,Of_34,21,T8,Nutrients,NA,NA,NA,D,D
Of_34-24_T9,2017-12-13,Of,Of_34-24,N,R2,0.502,Of_34,28,T9,Nutrients,0.016029097705635,-1.79509092384003,1,D,D
Of_34-24_T10,2018-01-03,Of,Of_34-24,N,R2,0.473,Of_34,49,T10,Nutrients,NA,NA,NA,D,D
Of_34-24_T11,2018-01-19,Of,Of_34-24,N,R2,0.511,Of_34,65,T11,Nutrients,NA,NA,NA,D,D
Of_34-24_T12,2018-01-25,Of,Of_34-24,N,R2,0.483,Of_34,71,T12,Nutrients,0.012487425947675,-1.9035270741903,1,D,D
Of_34-24_T13,2018-01-30,Of,Of_34-24,N,R2,0.482,Of_34,76,T13,Nutrients,NA,NA,NA,D,D
Of_34-24_T15,2018-02-07,Of,Of_34-24,N,R2,0.502,Of_34,84,T15,Ramping,NA,NA,NA,D,D
Of_34-24_T16,2018-02-12,Of,Of_34-24,N,R2,0.509,Of_34,89,T16,Ramping,NA,NA,NA,D,D
Of_34-24_T17,2018-02-15,Of,Of_34-24,N,R2,0.527,Of_34,92,T17,Heat,NA,NA,NA,D,D
Of_34-24_T18,2018-02-19,Of,Of_34-24,N,R2,0.465,Of_34,96,T18,Heat,NA,NA,NA,D,D
Of_34-24_T19,2018-02-22,Of,Of_34-24,N,R2,0.433,Of_34,99,T19,Heat,0.018543266872756,-1.7318137513228,1,D,D
Of_34-24_T20,2018-02-26,Of,Of_34-24,N,R2,0.374,Of_34,103,T20,Heat,NA,NA,NA,D,D
Of_34-24_T21,2018-03-01,Of,Of_34-24,N,R2,0.339,Of_34,106,T21,Heat,NA,NA,NA,D,D
Of_34-24_T22,2018-03-05,Of,Of_34-24,N,R2,0.324,Of_34,110,T22,Heat,0.07072495919692,-1.15042729442675,1,D,D
Of_34-24_T23,2018-03-08,Of,Of_34-24,N,R2,0.368,Of_34,113,T23,Heat,NA,NA,NA,D,D
Of_34-25_T5,2017-11-16,Of,Of_34-25,N,R2,0.506,Of_34,1,T5,Baseline,NA,NA,NA,D,D
Of_34-25_T6,2017-11-23,Of,Of_34-25,N,R2,0.473,Of_34,8,T6,Nutrients,NA,NA,NA,D,D
Of_34-25_T7,2017-11-29,Of,Of_34-25,N,R2,0.53,Of_34,14,T7,Nutrients,NA,NA,NA,D,D
Of_34-25_T8,2017-12-06,Of,Of_34-25,N,R2,0.452,Of_34,21,T8,Nutrients,NA,NA,NA,D,D
Of_34-25_T9,2017-12-13,Of,Of_34-25,N,R2,0.502,Of_34,28,T9,Nutrients,0.02895487746573,-1.5382782686194,1,D,D
Of_34-25_T10,2018-01-03,Of,Of_34-25,N,R2,0.473,Of_34,49,T10,Nutrients,NA,NA,NA,D,D
Of_34-25_T11,2018-01-19,Of,Of_34-25,N,R2,0.502,Of_34,65,T11,Nutrients,NA,NA,NA,D,D
Of_34-25_T12,2018-01-25,Of,Of_34-25,N,R2,0.496,Of_34,71,T12,Nutrients,0.016233179385868,-1.78959641212013,1,D,D
Of_34-25_T13,2018-01-30,Of,Of_34-25,N,R2,0.482,Of_34,76,T13,Nutrients,NA,NA,NA,D,D
Of_34-25_T15,2018-02-07,Of,Of_34-25,N,R2,0.492,Of_34,84,T15,Ramping,NA,NA,NA,D,D
Of_34-25_T16,2018-02-12,Of,Of_34-25,N,R2,0.508,Of_34,89,T16,Ramping,NA,NA,NA,D,D
Of_34-25_T17,2018-02-15,Of,Of_34-25,N,R2,0.495,Of_34,92,T17,Heat,NA,NA,NA,D,D
Of_34-25_T18,2018-02-19,Of,Of_34-25,N,R2,0.377,Of_34,96,T18,Heat,NA,NA,NA,D,D
Of_34-25_T19,2018-02-22,Of,Of_34-25,N,R2,0.372,Of_34,99,T19,Heat,0.037716405653123,-1.42346970192075,1,D,D
