Time,Date,Spp,Colony,Fragment,Treatment,Replicate,YII,Sample
5,11/16/17,S.sid,24,24-23,Control,R2,0.503,24-23_2017-11-16
5,11/16/17,S.sid,27,27-57,Control,R2,0.455,27-57_2017-11-16
5,11/16/17,S.sid,27,27-73,Control,R2,0.466,27-73_2017-11-16
5,11/16/17,S.sid,27,27-85,Control,R2,0.468,27-85_2017-11-16
5,11/16/17,S.sid,27,27-94,Control,R2,0.473,27-94_2017-11-16
5,11/16/17,S.sid,28,28-11,Control,R2,0.505,28-11_2017-11-16
5,11/16/17,S.sid,28,28-15,Control,R2,0.504,28-15_2017-11-16
5,11/16/17,S.sid,28,28-20,Control,R2,0.503,28-20_2017-11-16
5,11/16/17,S.sid,28,28-29,Control,R2,0.476,28-29_2017-11-16
5,11/16/17,S.sid,30,30-15,Control,R2,0.539,30-15_2017-11-16
5,11/16/17,S.sid,30,30-20,Control,R2,0.532,30-20_2017-11-16
5,11/16/17,S.sid,30,30-23,Control,R2,0.543,30-23_2017-11-16
5,11/16/17,S.sid,30,30-26,Control,R2,0.538,30-26_2017-11-16
5,11/16/17,S.sid,20,20-29,N,R2,0.461,20-29_2017-11-16
5,11/16/17,S.sid,20,20-33,N,R2,0.47,20-33_2017-11-16
5,11/16/17,S.sid,20,20-39,N,R2,0.447,20-39_2017-11-16
5,11/16/17,S.sid,20,20-46,N,R2,0.427,20-46_2017-11-16
5,11/16/17,S.sid,22,22-27,N,R2,0.403,22-27_2017-11-16
5,11/16/17,S.sid,22,22-33,N,R2,0.395,22-33_2017-11-16
5,11/16/17,S.sid,22,22-36,N,R2,0.425,22-36_2017-11-16
5,11/16/17,S.sid,22,22-41,N,R2,0.403,22-41_2017-11-16
5,11/16/17,S.sid,23,23-70,N,R2,0.428,23-70_2017-11-16
5,11/16/17,S.sid,23,23-73,N,R2,0.421,23-73_2017-11-16
5,11/16/17,S.sid,23,23-76,N,R2,0.401,23-76_2017-11-16
5,11/16/17,S.sid,23,23-80,N,R2,0.428,23-80_2017-11-16
5,11/16/17,S.sid,24,24-17,N,R2,0.463,24-17_2017-11-16
5,11/16/17,S.sid,24,24-21,N,R2,0.468,24-21_2017-11-16
5,11/16/17,S.sid,24,24-24,N,R2,0.474,24-24_2017-11-16
5,11/16/17,S.sid,24,24-27,N,R2,0.447,24-27_2017-11-16
5,11/16/17,S.sid,27,27-67,N,R2,0.433,27-67_2017-11-16
5,11/16/17,S.sid,27,27-75,N,R2,0.439,27-75_2017-11-16
5,11/16/17,S.sid,27,27-86,N,R2,0.44,27-86_2017-11-16
5,11/16/17,S.sid,27,27-97,N,R2,0.468,27-97_2017-11-16
5,11/16/17,S.sid,28,28-13,N,R2,0.466,28-13_2017-11-16
5,11/16/17,S.sid,28,28-18,N,R2,0.467,28-18_2017-11-16
5,11/16/17,S.sid,28,28-21,N,R2,0.473,28-21_2017-11-16
5,11/16/17,S.sid,28,28-30,N,R2,0.48,28-30_2017-11-16
5,11/16/17,S.sid,30,30-16,N,R2,0.515,30-16_2017-11-16
5,11/16/17,S.sid,30,30-21,N,R2,0.502,30-21_2017-11-16
5,11/16/17,S.sid,30,30-24,N,R2,0.517,30-24_2017-11-16
5,11/16/17,S.sid,30,30-27,N,R2,0.512,30-27_2017-11-16
5,11/16/17,S.sid,20,20-30,NP,R2,0.503,20-30_2017-11-16
5,11/16/17,S.sid,20,20-36,NP,R2,0.442,20-36_2017-11-16
5,11/16/17,S.sid,20,20-41,NP,R2,0.492,20-41_2017-11-16
5,11/16/17,S.sid,20,20-48,NP,R2,0.477,20-48_2017-11-16
5,11/16/17,S.sid,22,22-31,NP,R2,0.449,22-31_2017-11-16
5,11/16/17,S.sid,22,22-34,NP,R2,0.451,22-34_2017-11-16
5,11/16/17,S.sid,22,22-38,NP,R2,0.425,22-38_2017-11-16
5,11/16/17,S.sid,22,22-42,NP,R2,0.441,22-42_2017-11-16
5,11/16/17,S.sid,23,23-71,NP,R2,0.455,23-71_2017-11-16
5,11/16/17,S.sid,23,23-74,NP,R2,0.441,23-74_2017-11-16
5,11/16/17,S.sid,23,23-78,NP,R2,0.437,23-78_2017-11-16
5,11/16/17,S.sid,23,23-81,NP,R2,0.409,23-81_2017-11-16
5,11/16/17,S.sid,24,24-18,NP,R2,0.489,24-18_2017-11-16
5,11/16/17,S.sid,24,24-22,NP,R2,0.488,24-22_2017-11-16
5,11/16/17,S.sid,24,24-25,NP,R2,0.508,24-25_2017-11-16
5,11/16/17,S.sid,24,24-28,NP,R2,0.47,24-28_2017-11-16
5,11/16/17,S.sid,27,27-68,NP,R2,0.451,27-68_2017-11-16
5,11/16/17,S.sid,27,27-77,NP,R2,0.465,27-77_2017-11-16
5,11/16/17,S.sid,27,27-87,NP,R2,0.487,27-87_2017-11-16
5,11/16/17,S.sid,27,27-98,NP,R2,0.455,27-98_2017-11-16
5,11/16/17,S.sid,28,28-14,NP,R2,0.466,28-14_2017-11-16
5,11/16/17,S.sid,28,28-19,NP,R2,0.469,28-19_2017-11-16
5,11/16/17,S.sid,28,28-23,NP,R2,0.501,28-23_2017-11-16
5,11/16/17,S.sid,30,30-18,NP,R2,0.526,30-18_2017-11-16
5,11/16/17,S.sid,30,30-22,NP,R2,0.532,30-22_2017-11-16
5,11/16/17,S.sid,30,30-25,NP,R2,0.535,30-25_2017-11-16
5,11/16/17,S.sid,30,30-28,NP,R2,0.517,30-28_2017-11-16
6,11/23/17,S.sid,20,20-1,Control,R1,0.509,20-1_2017-11-23
6,11/23/17,S.sid,20,20-4,Control,R1,0.541,20-4_2017-11-23
6,11/23/17,S.sid,20,20-13,Control,R1,0.551,20-13_2017-11-23
6,11/23/17,S.sid,20,20-19,Control,R1,0.518,20-19_2017-11-23
6,11/23/17,S.sid,22,22-2,Control,R1,0.476,22-2_2017-11-23
6,11/23/17,S.sid,22,22-8,Control,R1,0.502,22-8_2017-11-23
6,11/23/17,S.sid,22,22-16,Control,R1,0.507,22-16_2017-11-23
6,11/23/17,S.sid,22,22-21,Control,R1,0.463,22-21_2017-11-23
6,11/23/17,S.sid,23,23-54,Control,R1,0.467,23-54_2017-11-23
6,11/23/17,S.sid,23,23-57,Control,R1,0.484,23-57_2017-11-23
6,11/23/17,S.sid,23,23-60,Control,R1,0.493,23-60_2017-11-23
6,11/23/17,S.sid,23,23-65,Control,R1,0.444,23-65_2017-11-23
6,11/23/17,S.sid,24,24-2,Control,R1,0.527,24-2_2017-11-23
6,11/23/17,S.sid,24,24-6,Control,R1,0.533,24-6_2017-11-23
6,11/23/17,S.sid,24,24-9,Control,R1,0.528,24-9_2017-11-23
6,11/23/17,S.sid,24,24-12,Control,R1,0.493,24-12_2017-11-23
6,11/23/17,S.sid,27,27-3,Control,R1,0.435,27-3_2017-11-23
6,11/23/17,S.sid,27,27-9,Control,R1,0.449,27-9_2017-11-23
6,11/23/17,S.sid,27,27-19,Control,R1,0.47,27-19_2017-11-23
6,11/23/17,S.sid,27,27-28,Control,R1,0.468,27-28_2017-11-23
6,11/23/17,S.sid,28,28-2,Control,R1,0.495,28-2_2017-11-23
6,11/23/17,S.sid,28,28-5,Control,R1,0.501,28-5_2017-11-23
6,11/23/17,S.sid,28,28-8,Control,R1,0.497,28-8_2017-11-23
6,11/23/17,S.sid,30,30-1,Control,R1,0.532,30-1_2017-11-23
6,11/23/17,S.sid,30,30-4,Control,R1,0.525,30-4_2017-11-23
6,11/23/17,S.sid,30,30-8,Control,R1,0.527,30-8_2017-11-23
6,11/23/17,S.sid,30,30-12,Control,R1,0.525,30-12_2017-11-23
6,11/23/17,S.sid,20,20-2,N,R1,0.536,20-2_2017-11-23
6,11/23/17,S.sid,20,20-8,N,R1,0.577,20-8_2017-11-23
6,11/23/17,S.sid,20,20-15,N,R1,0.534,20-15_2017-11-23
6,11/23/17,S.sid,20,20-22,N,R1,0.513,20-22_2017-11-23
6,11/23/17,S.sid,22,22-3,N,R1,0.488,22-3_2017-11-23
6,11/23/17,S.sid,22,22-11,N,R1,0.502,22-11_2017-11-23
6,11/23/17,S.sid,22,22-17,N,R1,0.456,22-17_2017-11-23
6,11/23/17,S.sid,22,22-24,N,R1,0.468,22-24_2017-11-23
6,11/23/17,S.sid,23,23-55,N,R1,0.493,23-55_2017-11-23
6,11/23/17,S.sid,23,23-58,N,R1,0.515,23-58_2017-11-23
6,11/23/17,S.sid,23,23-61,N,R1,0.487,23-61_2017-11-23
6,11/23/17,S.sid,23,23-66,N,R1,0.468,23-66_2017-11-23
6,11/23/17,S.sid,24,24-3,N,R1,0.521,24-3_2017-11-23
6,11/23/17,S.sid,24,24-7,N,R1,0.527,24-7_2017-11-23
6,11/23/17,S.sid,24,24-10,N,R1,0.471,24-10_2017-11-23
6,11/23/17,S.sid,24,24-14,N,R1,0.462,24-14_2017-11-23
6,11/23/17,S.sid,27,27-5,N,R1,0.484,27-5_2017-11-23
6,11/23/17,S.sid,27,27-12,N,R1,0.502,27-12_2017-11-23
6,11/23/17,S.sid,27,27-21,N,R1,0.523,27-21_2017-11-23
6,11/23/17,S.sid,27,27-45,N,R1,0.463,27-45_2017-11-23
6,11/23/17,S.sid,28,28-3,N,R1,0.503,28-3_2017-11-23
6,11/23/17,S.sid,28,28-6,N,R1,0.501,28-6_2017-11-23
6,11/23/17,S.sid,28,28-9,N,R1,0.53,28-9_2017-11-23
6,11/23/17,S.sid,30,30-2,N,R1,0.526,30-2_2017-11-23
6,11/23/17,S.sid,30,30-5,N,R1,0.535,30-5_2017-11-23
6,11/23/17,S.sid,30,30-9,N,R1,0.519,30-9_2017-11-23
6,11/23/17,S.sid,30,30-13,N,R1,0.539,30-13_2017-11-23
6,11/23/17,S.sid,20,20-3,NP,R1,0.539,20-3_2017-11-23
6,11/23/17,S.sid,20,20-11,NP,R1,0.559,20-11_2017-11-23
6,11/23/17,S.sid,20,20-17,NP,R1,0.583,20-17_2017-11-23
6,11/23/17,S.sid,20,20-23,NP,R1,0.538,20-23_2017-11-23
6,11/23/17,S.sid,22,22-6,NP,R1,0.497,22-6_2017-11-23
6,11/23/17,S.sid,22,22-12,NP,R1,0.505,22-12_2017-11-23
6,11/23/17,S.sid,22,22-18,NP,R1,0.513,22-18_2017-11-23
6,11/23/17,S.sid,22,22-25,NP,R1,0.491,22-25_2017-11-23
6,11/23/17,S.sid,23,23-56,NP,R1,0.492,23-56_2017-11-23
6,11/23/17,S.sid,23,23-59,NP,R1,0.505,23-59_2017-11-23
6,11/23/17,S.sid,23,23-63,NP,R1,0.507,23-63_2017-11-23
6,11/23/17,S.sid,23,23-67,NP,R1,0.461,23-67_2017-11-23
6,11/23/17,S.sid,24,24-5,NP,R1,0.544,24-5_2017-11-23
6,11/23/17,S.sid,24,24-11,NP,R1,0.546,24-11_2017-11-23
6,11/23/17,S.sid,24,24-15,NP,R1,0.55,24-15_2017-11-23
6,11/23/17,S.sid,27,27-6,NP,R1,0.515,27-6_2017-11-23
6,11/23/17,S.sid,27,27-18,NP,R1,0.548,27-18_2017-11-23
6,11/23/17,S.sid,27,27-27,NP,R1,0.521,27-27_2017-11-23
6,11/23/17,S.sid,27,27-46,NP,R1,0.508,27-46_2017-11-23
6,11/23/17,S.sid,28,28-4,NP,R1,0.551,28-4_2017-11-23
6,11/23/17,S.sid,28,28-7,NP,R1,0.585,28-7_2017-11-23
6,11/23/17,S.sid,28,28-10,NP,R1,0.532,28-10_2017-11-23
6,11/23/17,S.sid,30,30-3,NP,R1,0.561,30-3_2017-11-23
6,11/23/17,S.sid,30,30-7,NP,R1,0.571,30-7_2017-11-23
6,11/23/17,S.sid,30,30-10,NP,R1,0.542,30-10_2017-11-23
6,11/23/17,S.sid,30,30-14,NP,R1,0.542,30-14_2017-11-23
6,11/23/17,S.sid,20,20-26,Control,R2,0.496,20-26_2017-11-23
6,11/23/17,S.sid,20,20-32,Control,R2,0.502,20-32_2017-11-23
6,11/23/17,S.sid,20,20-38,Control,R2,0.527,20-38_2017-11-23
6,11/23/17,S.sid,20,20-45,Control,R2,0.518,20-45_2017-11-23
6,11/23/17,S.sid,22,22-26,Control,R2,0.45,22-26_2017-11-23
6,11/23/17,S.sid,22,22-32,Control,R2,0.46,22-32_2017-11-23
6,11/23/17,S.sid,22,22-35,Control,R2,0.484,22-35_2017-11-23
6,11/23/17,S.sid,22,22-39,Control,R2,0.488,22-39_2017-11-23
6,11/23/17,S.sid,23,23-68,Control,R2,0.432,23-68_2017-11-23
6,11/23/17,S.sid,23,23-72,Control,R2,0.424,23-72_2017-11-23
6,11/23/17,S.sid,23,23-75,Control,R2,0.437,23-75_2017-11-23
6,11/23/17,S.sid,23,23-79,Control,R2,0.474,23-79_2017-11-23
6,11/23/17,S.sid,24,24-16,Control,R2,0.484,24-16_2017-11-23
6,11/23/17,S.sid,24,24-19,Control,R2,0.51,24-19_2017-11-23
6,11/23/17,S.sid,24,24-23,Control,R2,0.511,24-23_2017-11-23
6,11/23/17,S.sid,27,27-57,Control,R2,0.475,27-57_2017-11-23
6,11/23/17,S.sid,27,27-73,Control,R2,0.483,27-73_2017-11-23
6,11/23/17,S.sid,27,27-85,Control,R2,0.452,27-85_2017-11-23
6,11/23/17,S.sid,27,27-94,Control,R2,0.434,27-94_2017-11-23
6,11/23/17,S.sid,28,28-11,Control,R2,0.539,28-11_2017-11-23
6,11/23/17,S.sid,28,28-15,Control,R2,0.522,28-15_2017-11-23
6,11/23/17,S.sid,28,28-20,Control,R2,0.515,28-20_2017-11-23
6,11/23/17,S.sid,28,28-29,Control,R2,0.493,28-29_2017-11-23
6,11/23/17,S.sid,30,30-15,Control,R2,0.532,30-15_2017-11-23
6,11/23/17,S.sid,30,30-20,Control,R2,0.555,30-20_2017-11-23
6,11/23/17,S.sid,30,30-23,Control,R2,0.538,30-23_2017-11-23
6,11/23/17,S.sid,30,30-26,Control,R2,0.515,30-26_2017-11-23
6,11/23/17,S.sid,20,20-29,N,R2,0.511,20-29_2017-11-23
6,11/23/17,S.sid,20,20-33,N,R2,0.519,20-33_2017-11-23
6,11/23/17,S.sid,20,20-39,N,R2,0.525,20-39_2017-11-23
6,11/23/17,S.sid,20,20-46,N,R2,0.489,20-46_2017-11-23
6,11/23/17,S.sid,22,22-27,N,R2,0.445,22-27_2017-11-23
6,11/23/17,S.sid,22,22-33,N,R2,0.448,22-33_2017-11-23
6,11/23/17,S.sid,22,22-36,N,R2,0.459,22-36_2017-11-23
6,11/23/17,S.sid,22,22-41,N,R2,0.473,22-41_2017-11-23
6,11/23/17,S.sid,23,23-70,N,R2,0.507,23-70_2017-11-23
6,11/23/17,S.sid,23,23-73,N,R2,0.448,23-73_2017-11-23
6,11/23/17,S.sid,23,23-76,N,R2,0.483,23-76_2017-11-23
6,11/23/17,S.sid,23,23-80,N,R2,0.46,23-80_2017-11-23
6,11/23/17,S.sid,24,24-17,N,R2,0.478,24-17_2017-11-23
6,11/23/17,S.sid,24,24-21,N,R2,0.481,24-21_2017-11-23
6,11/23/17,S.sid,24,24-24,N,R2,0.498,24-24_2017-11-23
6,11/23/17,S.sid,24,24-27,N,R2,0.481,24-27_2017-11-23
6,11/23/17,S.sid,27,27-67,N,R2,0.46,27-67_2017-11-23
6,11/23/17,S.sid,27,27-75,N,R2,0.479,27-75_2017-11-23
6,11/23/17,S.sid,27,27-86,N,R2,0.454,27-86_2017-11-23
6,11/23/17,S.sid,27,27-97,N,R2,0.523,27-97_2017-11-23
6,11/23/17,S.sid,28,28-13,N,R2,0.492,28-13_2017-11-23
6,11/23/17,S.sid,28,28-18,N,R2,0.499,28-18_2017-11-23
6,11/23/17,S.sid,28,28-21,N,R2,0.509,28-21_2017-11-23
6,11/23/17,S.sid,28,28-30,N,R2,0.562,28-30_2017-11-23
6,11/23/17,S.sid,30,30-16,N,R2,0.505,30-16_2017-11-23
6,11/23/17,S.sid,30,30-21,N,R2,0.518,30-21_2017-11-23
6,11/23/17,S.sid,30,30-24,N,R2,0.506,30-24_2017-11-23
6,11/23/17,S.sid,30,30-27,N,R2,0.528,30-27_2017-11-23
6,11/23/17,S.sid,20,20-30,NP,R2,0.533,20-30_2017-11-23
6,11/23/17,S.sid,20,20-36,NP,R2,0.505,20-36_2017-11-23
6,11/23/17,S.sid,20,20-41,NP,R2,0.568,20-41_2017-11-23
6,11/23/17,S.sid,20,20-48,NP,R2,0.558,20-48_2017-11-23
6,11/23/17,S.sid,22,22-31,NP,R2,0.497,22-31_2017-11-23
6,11/23/17,S.sid,22,22-34,NP,R2,0.533,22-34_2017-11-23
6,11/23/17,S.sid,22,22-38,NP,R2,0.51,22-38_2017-11-23
6,11/23/17,S.sid,22,22-42,NP,R2,0.511,22-42_2017-11-23
6,11/23/17,S.sid,23,23-71,NP,R2,0.511,23-71_2017-11-23
6,11/23/17,S.sid,23,23-74,NP,R2,0.509,23-74_2017-11-23
6,11/23/17,S.sid,23,23-78,NP,R2,0.513,23-78_2017-11-23
6,11/23/17,S.sid,23,23-81,NP,R2,0.495,23-81_2017-11-23
6,11/23/17,S.sid,24,24-18,NP,R2,0.517,24-18_2017-11-23
6,11/23/17,S.sid,24,24-22,NP,R2,0.538,24-22_2017-11-23
6,11/23/17,S.sid,24,24-25,NP,R2,0.539,24-25_2017-11-23
6,11/23/17,S.sid,24,24-28,NP,R2,0.511,24-28_2017-11-23
6,11/23/17,S.sid,27,27-68,NP,R2,0.497,27-68_2017-11-23
6,11/23/17,S.sid,27,27-77,NP,R2,0.498,27-77_2017-11-23
6,11/23/17,S.sid,27,27-87,NP,R2,0.516,27-87_2017-11-23
6,11/23/17,S.sid,27,27-98,NP,R2,0.515,27-98_2017-11-23
6,11/23/17,S.sid,28,28-14,NP,R2,0.531,28-14_2017-11-23
6,11/23/17,S.sid,28,28-19,NP,R2,0.512,28-19_2017-11-23
6,11/23/17,S.sid,28,28-23,NP,R2,0.534,28-23_2017-11-23
6,11/23/17,S.sid,30,30-18,NP,R2,0.535,30-18_2017-11-23
6,11/23/17,S.sid,30,30-22,NP,R2,0.525,30-22_2017-11-23
6,11/23/17,S.sid,30,30-25,NP,R2,0.536,30-25_2017-11-23
6,11/23/17,S.sid,30,30-28,NP,R2,0.558,30-28_2017-11-23
7,11/29/17,S.sid,20,20-1,Control,R1,0.579,20-1_2017-11-29
7,11/29/17,S.sid,20,20-4,Control,R1,0.595,20-4_2017-11-29
7,11/29/17,S.sid,20,20-13,Control,R1,0.6,20-13_2017-11-29
7,11/29/17,S.sid,20,20-19,Control,R1,0.601,20-19_2017-11-29
7,11/29/17,S.sid,22,22-2,Control,R1,0.533,22-2_2017-11-29
7,11/29/17,S.sid,22,22-8,Control,R1,0.547,22-8_2017-11-29
7,11/29/17,S.sid,22,22-16,Control,R1,0.56,22-16_2017-11-29
7,11/29/17,S.sid,22,22-21,Control,R1,0.542,22-21_2017-11-29
7,11/29/17,S.sid,23,23-54,Control,R1,0.522,23-54_2017-11-29
7,11/29/17,S.sid,23,23-57,Control,R1,0.521,23-57_2017-11-29
7,11/29/17,S.sid,23,23-60,Control,R1,0.524,23-60_2017-11-29
7,11/29/17,S.sid,23,23-65,Control,R1,0.51,23-65_2017-11-29
7,11/29/17,S.sid,24,24-2,Control,R1,0.565,24-2_2017-11-29
7,11/29/17,S.sid,24,24-6,Control,R1,0.563,24-6_2017-11-29
7,11/29/17,S.sid,24,24-9,Control,R1,0.558,24-9_2017-11-29
7,11/29/17,S.sid,24,24-12,Control,R1,0.549,24-12_2017-11-29
7,11/29/17,S.sid,27,27-3,Control,R1,0.519,27-3_2017-11-29
7,11/29/17,S.sid,27,27-9,Control,R1,0.54,27-9_2017-11-29
7,11/29/17,S.sid,27,27-19,Control,R1,0.559,27-19_2017-11-29
7,11/29/17,S.sid,27,27-28,Control,R1,0.555,27-28_2017-11-29
7,11/29/17,S.sid,28,28-2,Control,R1,0.581,28-2_2017-11-29
7,11/29/17,S.sid,28,28-5,Control,R1,0.592,28-5_2017-11-29
7,11/29/17,S.sid,28,28-8,Control,R1,0.593,28-8_2017-11-29
7,11/29/17,S.sid,30,30-1,Control,R1,0.583,30-1_2017-11-29
7,11/29/17,S.sid,30,30-4,Control,R1,0.585,30-4_2017-11-29
7,11/29/17,S.sid,30,30-8,Control,R1,0.586,30-8_2017-11-29
