Treatment,Replicate,Fragment,Genotype,Date,Days,Time_Point,Phase,Sample,C.Ssid,D.Ssid,TotalSH,logC.SH,logD.SH,logSH,D.Prp,Community
N+P,R2,Ss_27-98,Ss_27,2017-12-14,29,T9,Nutrients,Ss_27-98_T9,0,0.072621780784733,0.072621780784733,NA,-1.1389331058018,-1.1389331058018,1,D
N+P,R2,Ss_28-14,Ss_28,2017-12-14,29,T9,Nutrients,Ss_28-14_T9,0.052744354184014,0.020729845661869,0.073474199845883,-1.27782402092038,-1.68340393130934,-1.1338651348152,0.282137753188886,C1
N+P,R2,Ss_28-19,Ss_28,2017-12-14,29,T9,Nutrients,Ss_28-19_T9,0.016655629615607,0.013453438030737,0.030109067646344,-1.77843894547563,-1.87116671737324,-1.52130269258811,0.446823468224219,C1
N+P,R2,Ss_28-23,Ss_28,2017-12-14,29,T9,Nutrients,Ss_28-23_T9,0.01277460297605,0.063876385484084,0.076650988460135,-1.89365258849188,-1.19465966687184,-1.11548224028757,0.833340662231718,D
N+P,R2,Ss_24-18,Ss_24,2017-12-14,29,T9,Nutrients,Ss_24-18_T9,0.204283291167042,0.002666113080631,0.206949404247672,-0.689767153929032,-2.57412143434739,-0.6841358194798,0.012882922230787,C3
N+P,R2,Ss_24-22,Ss_24,2017-12-14,29,T9,Nutrients,Ss_24-22_T9,0.289137487560325,0.005792950004017,0.294930437564342,-0.538895597069826,-2.23710021965792,-0.530280404850363,0.019641750277989,C3
N+P,R2,Ss_24-25,Ss_24,2017-12-14,29,T9,Nutrients,Ss_24-25_T9,0.017483307197043,0.000347941019535,0.017831248216578,-1.7573764114287,-3.45849436829845,-1.74881825443553,0.01951299288245,C3
N+P,R2,Ss_24-28,Ss_24,2017-12-14,29,T9,Nutrients,Ss_24-28_T9,0.365167927753791,0.048774474763887,0.413942402517678,-0.437507373008514,-1.31180739868124,-0.383060084021498,0.117829133877638,C3
N+P,R2,Ss_30-18,Ss_30,2017-12-14,29,T9,Nutrients,Ss_30-18_T9,0.082969940804455,0,0.082969940804455,-1.08107921975931,NA,-1.08107921975931,0,C3
N+P,R2,Ss_30-22,Ss_30,2017-12-14,29,T9,Nutrients,Ss_30-22_T9,0.118323533366513,0,0.118323533366513,-0.926928869955494,NA,-0.926928869955494,0,C3
N+P,R2,Ss_30-25,Ss_30,2017-12-14,29,T9,Nutrients,Ss_30-25_T9,0.048875402058515,0,0.048875402058515,-1.31090965699094,NA,-1.31090965699094,0,C3
N+P,R2,Ss_30-28,Ss_30,2017-12-14,29,T9,Nutrients,Ss_30-28_T9,0.103915069577661,0,0.103915069577661,-0.983321467266169,NA,-0.983321467266169,0,C3
N+P,R2,Ss_20-36,Ss_20,2017-12-14,29,T9,Nutrients,Ss_20-36_T9,0.005226259612384,0.020545268173648,0.025771527786032,-2.28180902066586,-1.68728818559824,-1.58885983486875,0.797208001955697,D
N+P,R2,Ss_20-41,Ss_20,2017-12-14,29,T9,Nutrients,Ss_20-41_T9,0.10518261187936,0.001456869594091,0.106639481473451,-0.978056049051089,-2.83657932063994,-0.972081975313688,0.013661634264921,C1
N+P,R2,Ss_20-48,Ss_20,2017-12-14,29,T9,Nutrients,Ss_20-48_T9,0.023849452296299,0.000250571338687,0.024100023634986,-1.62252159010086,-3.60106860677427,-1.61798253151065,0.010397140786317,C1
A,R1,Ss_22-16,Ss_22,2018-02-01,78,T13,Nutrients,Ss_22-16_T13,0.006009577105378,0.190837231056985,0.196846808162363,-2.22115608827395,-0.719336893440905,-0.705871622828089,0.969470792229352,D
A,R1,Ss_22-2,Ss_22,2018-02-01,78,T13,Nutrients,Ss_22-2_T13,0,0.068412943509702,0.068412943509702,NA,-1.16486172338163,-1.16486172338163,1,D
A,R1,Ss_22-8,Ss_22,2018-02-01,78,T13,Nutrients,Ss_22-8_T13,0,0.081443037456799,0.081443037456799,NA,-1.08914603748611,-1.08914603748611,1,D
A,R1,Ss_23-54,Ss_23,2018-02-01,78,T13,Nutrients,Ss_23-54_T13,0,0.048838129169618,0.048838129169618,NA,-1.31124098082202,-1.31124098082202,1,D
A,R1,Ss_23-57,Ss_23,2018-02-01,78,T13,Nutrients,Ss_23-57_T13,0.000837835514099,0.061015544551621,0.061853380065719,-3.07684123474801,-1.21455950838308,-1.20863656274819,0.986454491036569,D
A,R1,Ss_23-60,Ss_23,2018-02-01,78,T13,Nutrients,Ss_23-60_T13,0,0.107426137013131,0.107426137013131,NA,-0.968890040986715,-0.968890040986715,1,D
A,R1,Ss_23-65,Ss_23,2018-02-01,78,T13,Nutrients,Ss_23-65_T13,0,0.086263061230087,0.086263061230087,NA,-1.06417513404371,-1.06417513404371,1,D
A,R1,Ss_27-19,Ss_27,2018-02-01,78,T13,Nutrients,Ss_27-19_T13,0.000700634898218,0.22239744250852,0.223098077406738,-3.15450823452356,-0.652870211293323,-0.651504172321462,0.996859520680942,D
A,R1,Ss_27-28,Ss_27,2018-02-01,78,T13,Nutrients,Ss_27-28_T13,0.011229256209668,0.04952386078828,0.060753116997948,-1.94964900907554,-1.30518550587632,-1.21643143525587,0.815165759971663,D
A,R1,Ss_27-3,Ss_27,2018-02-01,78,T13,Nutrients,Ss_27-3_T13,0,0.057110423829934,0.057110423829934,NA,-1.24328461682142,-1.24328461682142,1,D
A,R1,Ss_27-9,Ss_27,2018-02-01,78,T13,Nutrients,Ss_27-9_T13,0,0.029850067496944,0.029850067496944,NA,-1.52505468250724,-1.52505468250724,1,D
A,R1,Ss_28-2,Ss_28,2018-02-01,78,T13,Nutrients,Ss_28-2_T13,0.007931695545244,0.077674217800878,0.085605913346122,-2.10063396435556,-1.10972311150682,-1.06749623479844,0.907346405929055,D
A,R1,Ss_28-5,Ss_28,2018-02-01,78,T13,Nutrients,Ss_28-5_T13,0.013950376495408,0.020975716095679,0.034926092591087,-1.85541407141034,-1.67828320374869,-1.45684999899022,0.600574371180361,D
A,R1,Ss_28-8,Ss_28,2018-02-01,78,T13,Nutrients,Ss_28-8_T13,0.082415278978272,0.103638398284786,0.186053677263058,-1.08399226693359,-0.984479307587549,-0.730361741932304,0.5570349364192,D
A,R1,Ss_24-12,Ss_24,2018-02-01,78,T13,Nutrients,Ss_24-12_T13,1.15579561325397,0,1.15579561325397,0.062881041797426,NA,0.062881041797426,0,C3
A,R1,Ss_24-2,Ss_24,2018-02-01,78,T13,Nutrients,Ss_24-2_T13,0.197450670381127,0,0.197450670381127,-0.704541387415764,NA,-0.704541387415764,0,C3
A,R1,Ss_24-6,Ss_24,2018-02-01,78,T13,Nutrients,Ss_24-6_T13,0.198686126306956,0,0.198686126306956,-0.70183245739291,NA,-0.70183245739291,0,C3
A,R1,Ss_24-9,Ss_24,2018-02-01,78,T13,Nutrients,Ss_24-9_T13,0.555965315947325,0,0.555965315947325,-0.254952301156314,NA,-0.254952301156314,0,C3
A,R1,Ss_30-1,Ss_30,2018-02-01,78,T13,Nutrients,Ss_30-1_T13,0.098823667289136,0,0.098823667289136,-1.00513903373052,NA,-1.00513903373052,0,C3
A,R1,Ss_30-12,Ss_30,2018-02-01,78,T13,Nutrients,Ss_30-12_T13,0.333615230230245,0,0.333615230230245,-0.476754131133908,NA,-0.476754131133908,0,C3
A,R1,Ss_30-4,Ss_30,2018-02-01,78,T13,Nutrients,Ss_30-4_T13,0.206630002259237,0,0.206630002259237,-0.684806619555828,NA,-0.684806619555828,0,C3
A,R1,Ss_30-8,Ss_30,2018-02-01,78,T13,Nutrients,Ss_30-8_T13,0.184005337318561,0,0.184005337318561,-0.735169579521001,NA,-0.735169579521001,0,C3
A,R1,Ss_20-13,Ss_20,2018-02-01,78,T13,Nutrients,Ss_20-13_T13,0.016864120594397,0,0.016864120594397,-1.77303630084054,NA,-1.77303630084054,0,C1
A,R1,Ss_20-19,Ss_20,2018-02-01,78,T13,Nutrients,Ss_20-19_T13,0.007771495431654,0,0.007771495431654,-2.10949540395002,NA,-2.10949540395002,0,C1
A,R1,Ss_20-4,Ss_20,2018-02-01,78,T13,Nutrients,Ss_20-4_T13,0.114377784958057,0,0.114377784958057,-0.941658318261525,NA,-0.941658318261525,0,C1
A,R2,Ss_22-32,Ss_22,2018-02-01,78,T13,Nutrients,Ss_22-32_T13,0,0.222010254034835,0.222010254034835,NA,-0.653626966234486,-0.653626966234486,1,D
A,R2,Ss_22-35,Ss_22,2018-02-01,78,T13,Nutrients,Ss_22-35_T13,0,0.210293189783283,0.210293189783283,NA,-0.677174791447921,-0.677174791447921,1,D
A,R2,Ss_22-39,Ss_22,2018-02-01,78,T13,Nutrients,Ss_22-39_T13,0,0.289160596485905,0.289160596485905,NA,-0.538860888053337,-0.538860888053337,1,D
A,R2,Ss_23-68,Ss_23,2018-02-01,78,T13,Nutrients,Ss_23-68_T13,0,0.084491048071679,0.084491048071679,NA,-1.07318930263637,-1.07318930263637,1,D
A,R2,Ss_23-72,Ss_23,2018-02-01,78,T13,Nutrients,Ss_23-72_T13,0.031614965211686,0.109222267525609,0.140837232737295,-1.50010729173725,-0.961688811469791,-0.851282516822029,0.775521255301447,D
A,R2,Ss_23-75,Ss_23,2018-02-01,78,T13,Nutrients,Ss_23-75_T13,0.002750440706659,0.096458612565447,0.099209053272105,-2.5605977130296,-1.01565898914339,-1.0034486947136,0.97227631334093,D
A,R2,Ss_23-79,Ss_23,2018-02-01,78,T13,Nutrients,Ss_23-79_T13,0,0.165612105163326,0.165612105163326,NA,-0.780907922300556,-0.780907922300556,1,D
A,R2,Ss_27-57,Ss_27,2018-02-01,78,T13,Nutrients,Ss_27-57_T13,0.010038336135391,0.251284221208145,0.261322557343536,-1.99833826598599,-0.599834781034868,-0.582823100387508,0.961586415511027,D
A,R2,Ss_27-73,Ss_27,2018-02-01,78,T13,Nutrients,Ss_27-73_T13,0.002454979416107,0.208297065820354,0.210752045236461,-2.60995214488871,-0.6813168477047,-0.676228202085905,0.988351337642524,D
A,R2,Ss_27-85,Ss_27,2018-02-01,78,T13,Nutrients,Ss_27-85_T13,0.00125681089466,0.147079961119368,0.148336772014028,-2.90073006327191,-0.832446493609038,-0.828751175989917,0.99152731397889,D
A,R2,Ss_27-94,Ss_27,2018-02-01,78,T13,Nutrients,Ss_27-94_T13,0.001455562461476,0.089158966898198,0.090614529359674,-2.83696915326727,-1.04983497241489,-1.04280216087923,0.983936765199119,D
A,R2,Ss_28-11,Ss_28,2018-02-01,78,T13,Nutrients,Ss_28-11_T13,0.018194516961084,0.039004005631632,0.057198522592716,-1.74005946983429,-1.40889078952777,-1.24261518865658,0.681905823151436,D
A,R2,Ss_28-15,Ss_28,2018-02-01,78,T13,Nutrients,Ss_28-15_T13,0.011652153462881,0.017310668779213,0.028962822242094,-1.93359380419856,-1.76168615329669,-1.53815912118869,0.597685841335387,D
A,R2,Ss_28-20,Ss_28,2018-02-01,78,T13,Nutrients,Ss_28-20_T13,0.009715389895232,0.000869630008074,0.010585019903306,-2.01253976573326,-3.06066548258778,-1.97530832102786,0.082156671977748,C1
A,R2,Ss_28-29,Ss_28,2018-02-01,78,T13,Nutrients,Ss_28-29_T13,0.002675005251068,0.000717746194289,0.003392751445357,-2.57267536111649,-3.14402910158851,-2.46944795581729,0.211552837232094,C1
A,R2,Ss_24-16,Ss_24,2018-02-01,78,T13,Nutrients,Ss_24-16_T13,0.126369360283019,0,0.126369360283019,-0.898358213024034,NA,-0.898358213024034,0,C3
A,R2,Ss_24-19,Ss_24,2018-02-01,78,T13,Nutrients,Ss_24-19_T13,0.195719747150058,0.000204035392227,0.195923782542285,-0.708365353975892,-3.69029449279094,-0.707912843229482,0.001041401863416,C3
A,R2,Ss_30-15,Ss_30,2018-02-01,78,T13,Nutrients,Ss_30-15_T13,0.053418081944894,0,0.053418081944894,-1.27231171001932,NA,-1.27231171001932,0,C3
A,R2,Ss_30-20,Ss_30,2018-02-01,78,T13,Nutrients,Ss_30-20_T13,0.017060001565656,0,0.017060001565656,-1.76802093331177,NA,-1.76802093331177,0,C3
A,R2,Ss_30-23,Ss_30,2018-02-01,78,T13,Nutrients,Ss_30-23_T13,0.090755207516977,0,0.090755207516977,-1.04212844584005,NA,-1.04212844584005,0,C3
A,R2,Ss_30-26,Ss_30,2018-02-01,78,T13,Nutrients,Ss_30-26_T13,0.053485922705999,0,0.053485922705999,-1.27176050761586,NA,-1.27176050761586,0,C3
A,R2,Ss_20-26,Ss_20,2018-02-01,78,T13,Nutrients,Ss_20-26_T13,0.066241390275165,0,0.066241390275165,-1.17887056114926,NA,-1.17887056114926,0,C1
A,R2,Ss_20-32,Ss_20,2018-02-01,78,T13,Nutrients,Ss_20-32_T13,0.063054958670559,0,0.063054958670559,-1.20028075463281,NA,-1.20028075463281,0,C1
A,R2,Ss_20-38,Ss_20,2018-02-01,78,T13,Nutrients,Ss_20-38_T13,0.048530761132871,0,0.048530761132871,-1.31398289736773,NA,-1.31398289736773,0,C1
A,R2,Ss_20-45,Ss_20,2018-02-01,78,T13,Nutrients,Ss_20-45_T13,0.023178817959558,0,0.023178817959558,-1.63490871534096,NA,-1.63490871534096,0,C1
N,R1,Ss_22-17,Ss_22,2018-02-01,78,T13,Nutrients,Ss_22-17_T13,0,0.220119900436402,0.220119900436402,NA,-0.657340692298873,-0.657340692298873,1,D
N,R1,Ss_22-24,Ss_22,2018-02-01,78,T13,Nutrients,Ss_22-24_T13,0.003296177853187,0.141851584238468,0.145147762091655,-2.48198936294162,-0.848165809517882,-0.838189655793299,0.977290880646816,D
N,R1,Ss_23-55,Ss_23,2018-02-01,78,T13,Nutrients,Ss_23-55_T13,0.004773596992094,0.166371412174314,0.171145009166408,-2.3211542488185,-0.778921297045134,-0.766635760990565,0.972107880823725,D
N,R1,Ss_23-58,Ss_23,2018-02-01,78,T13,Nutrients,Ss_23-58_T13,0,0.49756739305223,0.49756739305223,NA,-0.303148087886135,-0.303148087886135,1,D
N,R1,Ss_23-61,Ss_23,2018-02-01,78,T13,Nutrients,Ss_23-61_T13,0,0.356497509567758,0.356497509567758,NA,-0.447943499710456,-0.447943499710456,1,D
N,R1,Ss_23-66,Ss_23,2018-02-01,78,T13,Nutrients,Ss_23-66_T13,0,0.367570112011706,0.367570112011706,NA,-0.434659809353667,-0.434659809353667,1,D
N,R1,Ss_27-12,Ss_27,2018-02-01,78,T13,Nutrients,Ss_27-12_T13,0,0.392186950978474,0.392186950978474,NA,-0.406506860470177,-0.406506860470177,1,D
N,R1,Ss_27-21,Ss_27,2018-02-01,78,T13,Nutrients,Ss_27-21_T13,0.0354643752585,0.135186755895684,0.170651131154184,-1.45020768629271,-0.869065853684056,-0.767890828672232,0.792182008881866,D
N,R1,Ss_27-45,Ss_27,2018-02-01,78,T13,Nutrients,Ss_27-45_T13,0.002127330198356,0.207354225945038,0.209481556143394,-2.67216509486739,-0.683287109150175,-0.678854208581996,0.989844785204385,D
N,R1,Ss_27-5,Ss_27,2018-02-01,78,T13,Nutrients,Ss_27-5_T13,0,0.243018648186602,0.243018648186602,NA,-0.61436039926672,-0.61436039926672,1,D
N,R1,Ss_28-3,Ss_28,2018-02-01,78,T13,Nutrients,Ss_28-3_T13,0.020285260261535,0.222431846180845,0.24271710644238,-1.69281941589046,-0.652803033499695,-0.614899613978233,0.916424266262622,D
N,R1,Ss_28-6,Ss_28,2018-02-01,78,T13,Nutrients,Ss_28-6_T13,0.054460627746293,0.055464053181563,0.109924680927857,-1.26391735702507,-1.25598839638695,-0.958904786308414,0.504564149865162,D
N,R1,Ss_28-9,Ss_28,2018-02-01,78,T13,Nutrients,Ss_28-9_T13,0.007851812307888,0.124072311890928,0.131924124198816,-2.10503009045548,-0.906325125307211,-0.879675780280526,0.940482361694099,D
N,R1,Ss_24-10,Ss_24,2018-02-01,78,T13,Nutrients,Ss_24-10_T13,0.528706126263326,0.002338173719595,0.531044299982922,-0.276785657276101,-2.63112322514214,-0.274869248342946,0.004402973009353,C3
N,R1,Ss_24-14,Ss_24,2018-02-01,78,T13,Nutrients,Ss_24-14_T13,0.255038137658435,0.000692348095636,0.255730485754072,-0.593394871581103,-3.15967549802315,-0.592217496433666,0.002707335003861,C3
N,R1,Ss_24-3,Ss_24,2018-02-01,78,T13,Nutrients,Ss_24-3_T13,0.539819191150283,0,0.539819191150283,-0.267751679871175,NA,-0.267751679871175,0,C3
N,R1,Ss_24-7,Ss_24,2018-02-01,78,T13,Nutrients,Ss_24-7_T13,0.193461389250562,0,0.193461389250562,-0.713405697873091,NA,-0.713405697873091,0,C3
N,R1,Ss_30-13,Ss_30,2018-02-01,78,T13,Nutrients,Ss_30-13_T13,0.339314718250166,0,0.339314718250166,-0.469397301816137,NA,-0.469397301816137,0,C3
N,R1,Ss_30-2,Ss_30,2018-02-01,78,T13,Nutrients,Ss_30-2_T13,0.509569746769207,0,0.509569746769207,-0.292796364034582,NA,-0.292796364034582,0,C3
N,R1,Ss_30-5,Ss_30,2018-02-01,78,T13,Nutrients,Ss_30-5_T13,0.311753526222348,0,0.311753526222348,-0.506188625547105,NA,-0.506188625547105,0,C3
N,R1,Ss_30-9,Ss_30,2018-02-01,78,T13,Nutrients,Ss_30-9_T13,0.305237893748463,0,0.305237893748463,-0.515361551895781,NA,-0.515361551895781,0,C3
N,R1,Ss_20-15,Ss_20,2018-02-01,78,T13,Nutrients,Ss_20-15_T13,0.029470316808774,0,0.029470316808774,-1.53061519541703,NA,-1.53061519541703,0,C1
N,R1,Ss_20-2,Ss_20,2018-02-01,78,T13,Nutrients,Ss_20-2_T13,0.055986023267982,0,0.055986023267982,-1.25192037969394,NA,-1.25192037969394,0,C1
N,R1,Ss_20-22,Ss_20,2018-02-01,78,T13,Nutrients,Ss_20-22_T13,0.080144464109801,0,0.080144464109801,-1.09612647068473,NA,-1.09612647068473,0,C1
N,R1,Ss_20-8,Ss_20,2018-02-01,78,T13,Nutrients,Ss_20-8_T13,0.031256635038676,0,0.031256635038676,-1.50505777816569,NA,-1.50505777816569,0,C1
N,R2,Ss_22-27,Ss_22,2018-02-01,78,T13,Nutrients,Ss_22-27_T13,0,0.029496021483074,0.029496021483074,NA,-1.53023655908865,-1.53023655908865,1,D
N,R2,Ss_22-33,Ss_22,2018-02-01,78,T13,Nutrients,Ss_22-33_T13,0,0.028500354268811,0.028500354268811,NA,-1.54514974153418,-1.54514974153418,1,D
N,R2,Ss_22-36,Ss_22,2018-02-01,78,T13,Nutrients,Ss_22-36_T13,0,0.020353371599388,0.020353371599388,NA,-1.69136363824601,-1.69136363824601,1,D
N,R2,Ss_22-41,Ss_22,2018-02-01,78,T13,Nutrients,Ss_22-41_T13,0,0.027604328275291,0.027604328275291,NA,-1.55902281653268,-1.55902281653268,1,D
N,R2,Ss_23-70,Ss_23,2018-02-01,78,T13,Nutrients,Ss_23-70_T13,0,0.038096566987336,0.038096566987336,NA,-1.41911415833044,-1.41911415833044,1,D
N,R2,Ss_23-73,Ss_23,2018-02-01,78,T13,Nutrients,Ss_23-73_T13,0,0.056511067774486,0.056511067774486,NA,-1.24786648664678,-1.24786648664678,1,D
N,R2,Ss_23-76,Ss_23,2018-02-01,78,T13,Nutrients,Ss_23-76_T13,0.002488536403229,0.048665683756082,0.051154220159311,-2.60405600185355,-1.31277717037948,-1.29111853172117,0.951352275619124,D
N,R2,Ss_23-80,Ss_23,2018-02-01,78,T13,Nutrients,Ss_23-80_T13,0,0.043297214864224,0.043297214864224,NA,-1.3635400391663,-1.3635400391663,1,D
N,R2,Ss_27-67,Ss_27,2018-02-01,78,T13,Nutrients,Ss_27-67_T13,0.003252731949159,0.095722553374859,0.098975285324018,-2.48775172454404,-1.01898572520882,-1.00447323759831,0.9671359174312,D
N,R2,Ss_27-75,Ss_27,2018-02-01,78,T13,Nutrients,Ss_27-75_T13,0,0.044323929697073,0.044323929697073,NA,-1.35336174263663,-1.35336174263663,1,D
N,R2,Ss_27-86,Ss_27,2018-02-01,78,T13,Nutrients,Ss_27-86_T13,0.000678870476558,0.041671781780398,0.042350652256956,-3.16821307797579,-1.38015792980787,-1.37313989656314,0.983970247437066,D
N,R2,Ss_28-13,Ss_28,2018-02-01,78,T13,Nutrients,Ss_28-13_T13,0.001600679643844,0.018192314926049,0.019792994569893,-2.79569557803215,-1.74011203454611,-1.70348849448516,0.91912898080218,D
N,R2,Ss_28-18,Ss_28,2018-02-01,78,T13,Nutrients,Ss_28-18_T13,0.037313102940683,0.011114823923916,0.048427926864598,-1.42813863372567,-1.95409741281003,-1.31490412212704,0.229512693264612,C1
N,R2,Ss_28-21,Ss_28,2018-02-01,78,T13,Nutrients,Ss_28-21_T13,0.005065083572488,0.022497232714826,0.027562316287314,-2.29541338450491,-1.64787089924833,-1.55968428790634,0.816231570681916,D
N,R2,Ss_28-30,Ss_28,2018-02-01,78,T13,Nutrients,Ss_28-30_T13,0.019552087457148,0.000476139120745,0.020028226577893,-1.7088068688193,-3.32226613437115,-1.69835750410296,0.023773403945359,C1
N,R2,Ss_24-17,Ss_24,2018-02-01,78,T13,Nutrients,Ss_24-17_T13,0.052932861788339,0,0.052932861788339,-1.27627462546299,NA,-1.27627462546299,0,C3
N,R2,Ss_24-21,Ss_24,2018-02-01,78,T13,Nutrients,Ss_24-21_T13,0.140651484634026,0.001193516719542,0.141845001353568,-0.851855679318459,-2.92317149274105,-0.848185964223527,0.008414231789296,C3
N,R2,Ss_24-24,Ss_24,2018-02-01,78,T13,Nutrients,Ss_24-24_T13,0.063829706254851,0,0.063829706254851,-1.19497715419453,NA,-1.19497715419453,0,C3
N,R2,Ss_24-27,Ss_24,2018-02-01,78,T13,Nutrients,Ss_24-27_T13,0.102457854620075,0.000359714819728,0.102817569439804,-0.989454742119815,-3.44404166951069,-0.987932666870053,0.003498573460628,C3
N,R2,Ss_30-16,Ss_30,2018-02-01,78,T13,Nutrients,Ss_30-16_T13,0.179714068139806,0,0.179714068139806,-0.745417924692107,NA,-0.745417924692107,0,C3
N,R2,Ss_30-21,Ss_30,2018-02-01,78,T13,Nutrients,Ss_30-21_T13,0.126691713770157,0,0.126691713770157,-0.897251789075348,NA,-0.897251789075348,0,C3
N,R2,Ss_30-24,Ss_30,2018-02-01,78,T13,Nutrients,Ss_30-24_T13,0.277609698481885,0,0.277609698481885,-0.556565365581772,NA,-0.556565365581772,0,C3
N,R2,Ss_30-27,Ss_30,2018-02-01,78,T13,Nutrients,Ss_30-27_T13,0.139635414014288,0,0.139635414014288,-0.855004422970105,NA,-0.855004422970105,0,C3
N,R2,Ss_20-29,Ss_20,2018-02-01,78,T13,Nutrients,Ss_20-29_T13,0.026322435481515,0,0.026322435481515,-1.57967393013222,NA,-1.57967393013222,0,C1
N,R2,Ss_20-33,Ss_20,2018-02-01,78,T13,Nutrients,Ss_20-33_T13,0.003040825414875,0,0.003040825414875,-2.51700851360567,NA,-2.51700851360567,0,C1
N,R2,Ss_20-39,Ss_20,2018-02-01,78,T13,Nutrients,Ss_20-39_T13,0.00889987526575,0,0.00889987526575,-2.05061608007151,NA,-2.05061608007151,0,C1
N+P,R1,Ss_22-12,Ss_22,2018-02-01,78,T13,Nutrients,Ss_22-12_T13,0,0.251957194083074,0.251957194083074,NA,-0.598673236808207,-0.598673236808207,1,D
N+P,R1,Ss_22-18,Ss_22,2018-02-01,78,T13,Nutrients,Ss_22-18_T13,0,0.364896683112661,0.364896683112661,NA,-0.437830084326269,-0.437830084326269,1,D
N+P,R1,Ss_22-25,Ss_22,2018-02-01,78,T13,Nutrients,Ss_22-25_T13,0,0.160090689239429,0.160090689239429,NA,-0.795633925604267,-0.795633925604267,1,D
N+P,R1,Ss_22-6,Ss_22,2018-02-01,78,T13,Nutrients,Ss_22-6_T13,0,0.396747283338165,0.396747283338165,NA,-0.401486038323041,-0.401486038323041,1,D
N+P,R1,Ss_23-56,Ss_23,2018-02-01,78,T13,Nutrients,Ss_23-56_T13,0,0.323603530642457,0.323603530642457,NA,-0.489986748709419,-0.489986748709419,1,D
N+P,R1,Ss_23-59,Ss_23,2018-02-01,78,T13,Nutrients,Ss_23-59_T13,0,0.353667474795917,0.353667474795917,NA,-0.451404878455438,-0.451404878455438,1,D
N+P,R1,Ss_23-63,Ss_23,2018-02-01,78,T13,Nutrients,Ss_23-63_T13,0,0.172585208451959,0.172585208451959,NA,-0.762996428568475,-0.762996428568475,1,D
N+P,R1,Ss_23-67,Ss_23,2018-02-01,78,T13,Nutrients,Ss_23-67_T13,0.002384606415143,0.328261336010436,0.330645942425579,-2.6225832920272,-0.483780267274215,-0.480636802441304,0.992788036660453,D
N+P,R1,Ss_27-18,Ss_27,2018-02-01,78,T13,Nutrients,Ss_27-18_T13,0.009421081342679,0.340800784718403,0.350221866061081,-2.02589924644216,-0.467499413909798,-0.455656742281094,0.97309967693155,D
N+P,R1,Ss_27-27,Ss_27,2018-02-01,78,T13,Nutrients,Ss_27-27_T13,0.00359301080509,0.100790077906778,0.104383088711868,-2.44454147676026,-0.996582219105073,-0.981369856449,0.96557861192431,D
N+P,R1,Ss_27-6,Ss_27,2018-02-01,78,T13,Nutrients,Ss_27-6_T13,0.000913963910955,0.29831504010066,0.299229004011616,-3.03907095260581,-0.52532485033199,-0.523996312974339,0.996945603872946,D
N+P,R1,Ss_28-10,Ss_28,2018-02-01,78,T13,Nutrients,Ss_28-10_T13,0.051908340511973,0.036148252497773,0.088056593009746,-1.28476285511293,-1.44191269280702,-1.0552381218028,0.410511595580044,C1
N+P,R1,Ss_28-4,Ss_28,2018-02-01,78,T13,Nutrients,Ss_28-4_T13,0.037960998105075,0.007478833309067,0.045439831414142,-1.42066237722926,-2.12616614638067,-1.3425632885656,0.164587611272244,C1
N+P,R1,Ss_28-7,Ss_28,2018-02-01,78,T13,Nutrients,Ss_28-7_T13,0.070427624530569,0.050728534378905,0.121156158909474,-1.15225695977839,-1.2947476849002,-0.916654503834256,0.418703719526208,C1
N+P,R1,Ss_24-11,Ss_24,2018-02-01,78,T13,Nutrients,Ss_24-11_T13,0.390993394847995,0.008353628558859,0.399347023406854,-0.407830579190572,-2.07812483939223,-0.398649548298734,0.020918219165861,C3
N+P,R1,Ss_24-15,Ss_24,2018-02-01,78,T13,Nutrients,Ss_24-15_T13,0.512595133021101,0,0.512595133021101,-0.290225521663507,NA,-0.290225521663507,0,C3
N+P,R1,Ss_24-5,Ss_24,2018-02-01,78,T13,Nutrients,Ss_24-5_T13,0.386971122092468,0.003905250986,0.390876373078467,-0.412321443208058,-2.4083510492817,-0.407960580147848,0.00999101315652,C3
N+P,R1,Ss_30-10,Ss_30,2018-02-01,78,T13,Nutrients,Ss_30-10_T13,0.243361398969528,0,0.243361398969528,-0.613748306730426,NA,-0.613748306730426,0,C3
N+P,R1,Ss_30-14,Ss_30,2018-02-01,78,T13,Nutrients,Ss_30-14_T13,0.203459330446996,0,0.203459330446996,-0.691522389031494,NA,-0.691522389031494,0,C3
N+P,R1,Ss_30-3,Ss_30,2018-02-01,78,T13,Nutrients,Ss_30-3_T13,0.308256523507531,0,0.308256523507531,-0.511087723837357,NA,-0.511087723837357,0,C3
N+P,R1,Ss_30-7,Ss_30,2018-02-01,78,T13,Nutrients,Ss_30-7_T13,0.369609004107473,0,0.369609004107473,-0.432257457401719,NA,-0.432257457401719,0,C3
N+P,R1,Ss_20-11,Ss_20,2018-02-01,78,T13,Nutrients,Ss_20-11_T13,0.035245903440632,0,0.035245903440632,-1.45289135289998,NA,-1.45289135289998,0,C1
N+P,R1,Ss_20-17,Ss_20,2018-02-01,78,T13,Nutrients,Ss_20-17_T13,0.059108525427107,0,0.059108525427107,-1.22834987480537,NA,-1.22834987480537,0,C1
N+P,R1,Ss_20-23,Ss_20,2018-02-01,78,T13,Nutrients,Ss_20-23_T13,0.0525145318653,0,0.0525145318653,-1.27972050162979,NA,-1.27972050162979,0,C1
