"Sample.Name","File.Name","A.CT.mean","Acer.CT.mean","A.CT.sd","Acer.CT.sd","A.reps","Acer.reps","A.Acer","Sample.Plate","Treatment","Replicate","Fragment","Genotype","Date","Days","qPCR_Date","Sample","logA.SH","RanA","RanB"
"Sample 4","Plate21.csv",23.7165,22.236,0.0332340187157656,0.333754400720051,2,2,0.0961907962669048,"Sample 4_Plate21.csv","Control","R1",149,"Orange",2018-02-05,82,2018-03-13,"149_2018-02-05",-1.01686648016299,1,1
"Sample 5","Plate21.csv",22.766,23.6685,0.0509116882454308,0.161927452891721,2,2,0.501750714387855,"Sample 5_Plate21.csv","Control","R1",267,"Red and Orange",2018-02-05,82,2018-03-13,"267_2018-02-05",-0.299512000495718,1,1
"Sample 6","Plate21.csv",22.884,24.5285,0.200818325856979,0.330218866814117,2,2,0.839174457122305,"Sample 6_Plate21.csv","N","R1",183,"Green",2018-02-05,82,2018-03-13,"183_2018-02-05",-0.0761477437130449,1,1
"Sample 8","Plate21.csv",22.1315,23.5245,0.0205060966544098,0.163341666454094,2,2,0.704925485945888,"Sample 8_Plate21.csv","N","R1",158,"Orange",2018-02-05,82,2018-03-13,"158_2018-02-05",-0.151856787622537,1,1
"Sample 9","Plate21.csv",22.4015,20.264,0.167584307141211,0.121622366364087,2,2,0.0610037893396246,"Sample 9_Plate21.csv","N","R1",268,"Red and Orange",2018-02-05,82,2018-03-13,"268_2018-02-05",-1.21464318731422,1,1
"Sample 1","Plate22.csv",22.04,21.8675,0.403050865276332,0.00636396103067917,2,2,0.238166543692702,"Sample 1_Plate22.csv","N","R2",234,"Yellow",2018-02-05,82,2018-03-16,"234_2018-02-05",-0.623119245834499,1,1
"Sample 10","Plate22.csv",23.683,21.892,0.0395979797464448,0.161220346110534,2,2,0.0775646266117816,"Sample 10_Plate22.csv","N","R1",288,"Green",2018-03-01,106,2018-03-16,"288_2018-03-01",-1.11033629381665,1,1
"Sample 12","Plate22.csv",25.0735,22.1075,0.156270598642227,0.231223917448002,2,2,0.0343521134420093,"Sample 12_Plate22.csv","NP","R1",124,"Green and Orange",2018-03-01,106,2018-03-16,"124_2018-03-01",-1.46404653872183,1,1
"Sample 13","Plate22.csv",24.1395,23.7545,0.474468650176175,0.0516187950266183,2,2,0.205547349070204,"Sample 13_Plate22.csv","NP","R1",222,"Green and Orange",2018-03-01,106,2018-03-16,"222_2018-03-01",-0.687088119913094,1,1
"Sample 14","Plate22.csv",25.454,21.91,0.323854905783438,0.0678822509939086,2,2,0.0230121991491725,"Sample 14_Plate22.csv","NP","R1",228,"Green and Orange",2018-03-01,106,2018-03-16,"228_2018-03-01",-1.63804187621561,1,1
"Sample 16","Plate22.csv",24.3085,22.0905,0.0417193000900071,0.181726442764944,2,2,0.0576931030128899,"Sample 16_Plate22.csv","N","R1",282,"Green",2018-03-02,107,2018-03-16,"282_2018-03-02",-1.23887610196517,1,1
"Sample 17","Plate22.csv",24.0975,21.726,0.258093975133091,0.0919238815542505,2,2,0.0518699457414822,"Sample 17_Plate22.csv","N","R1",288,"Green",2018-03-02,107,2018-03-16,"288_2018-03-02",-1.28508420629959,1,1
"Sample 18","Plate22.csv",24.199,21.5685,0.32526911934581,0.193040151263927,2,2,0.0433459998172261,"Sample 18_Plate22.csv","N","R1",123,"Green and Orange",2018-03-02,107,2018-03-16,"123_2018-03-02",-1.36305097517656,1,1
"Sample 19","Plate22.csv",24.0785,21.73,0.0982878425849296,0.134350288425442,2,2,0.0527035031866235,"Sample 19_Plate22.csv","N","R1",221,"Green and Orange",2018-03-02,107,2018-03-16,"221_2018-03-02",-1.27816051639932,1,1
"Sample 20","Plate22.csv",23.2295,22.557,0.185969083452063,0.202232539419351,2,2,0.168409178096872,"Sample 20_Plate22.csv","NP","R1",178,"Green",2018-03-02,107,2018-03-16,"178_2018-03-02",-0.773634243666489,1,1
"Sample 21","Plate22.csv",24.4105,21.602,0.316076731190386,0.220617315730201,2,2,0.038314722599927,"Sample 21_Plate22.csv","N","R1",190,"Green",2018-03-03,108,2018-03-16,"190_2018-03-03",-1.41663431440475,1,1
"Sample 22","Plate22.csv",24.228,21.4245,0.243244732728171,0.126572113832391,2,2,0.0384477416810053,"Sample 22_Plate22.csv","N","R1",117,"Green and Orange",2018-03-03,108,2018-03-16,"117_2018-03-03",-1.41512916442643,1,1
"Sample 3","Plate22.csv",20.46,21.6385,0.118793939239339,0.252437120883597,2,2,0.607536364876639,"Sample 3_Plate22.csv","NP","R2",121,"Green and Orange",2018-02-05,82,2018-03-16,"121_2018-02-05",-0.21642772169246,1,1
"Sample 5","Plate22.csv",20.717,20.5705,0.154149278298667,0.391030049996161,2,2,0.242497649867004,"Sample 5_Plate22.csv","NP","R2",266,"Red and Orange",2018-02-05,82,2018-03-16,"266_2018-02-05",-0.615292465947234,1,1
"Sample 7","Plate22.csv",22.616,20.0625,0.091923881554253,0.22698127676088,2,2,0.0457223279628381,"Sample 7_Plate22.csv","NP","R1",276,"Green",2018-02-26,103,2018-03-16,"276_2018-02-26",-1.33987166551044,1,1
"Sample 8","Plate22.csv",22.779,20.938,0.0735391052434004,0.0678822509939086,2,2,0.0749224906838109,"Sample 8_Plate22.csv","NP","R1",289,"Green",2018-02-26,103,2018-03-16,"289_2018-02-26",-1.12538779359985,1,1
"Sample 9","Plate22.csv",23.1555,20.8875,0.0487903679018736,0.156270598642227,2,2,0.055727864128554,"Sample 9_Plate22.csv","NP","R1",118,"Green and Orange",2018-02-26,103,2018-03-16,"118_2018-02-26",-1.25392760174837,1,1
"Sample 1","Plate23.csv",25.6815,22.037,0.181726442764941,0.108894444302728,2,2,0.0214637009729,"Sample 1_Plate23.csv","Control","R2",139,"F",2018-03-01,106,2018-03-22,"139_2018-03-01",-1.66829539077984,1,1
"Sample 10","Plate23.csv",22.5795,20.6025,0.0799030662740795,0.0728319984622155,2,2,0.0681823753191072,"Sample 10_Plate23.csv","Control","R1",287,"Green",2018-03-06,111,2018-03-22,"287_2018-03-06",-1.16632787301015,1,1
"Sample 11","Plate23.csv",22.5245,20.0145,0.0148492424049181,0.160513239329347,2,2,0.0471219375418447,"Sample 11_Plate23.csv","Control","R1",116,"Green and Orange",2018-03-06,111,2018-03-22,"116_2018-03-06",-1.32677686069906,1,1
"Sample 12","Plate23.csv",22.1095,19.987,0.239709198822239,0.161220346110531,2,2,0.0616413671793973,"Sample 12_Plate23.csv","Control","R1",122,"Green and Orange",2018-03-06,111,2018-03-22,"122_2018-03-06",-1.21012773737926,1,1
"Sample 13","Plate23.csv",22.573,19.766,0.207889393668845,0.0820243866176418,2,2,0.0383545799294992,"Sample 13_Plate23.csv","Control","R1",220,"Green and Orange",2018-03-06,111,2018-03-22,"220_2018-03-06",-1.41618276941126,1,1
"Sample 14","Plate23.csv",23.0245,20.92,0.405172185619892,0.0622253967444144,2,2,0.0624152626691557,"Sample 14_Plate23.csv","Control","R2",231,"Yellow",2018-03-06,111,2018-03-22,"231_2018-03-06",-1.20470919745731,1,1
"Sample 15","Plate23.csv",24.256,20.8145,0.148492424049176,0.174655374953077,2,2,0.0247066406349066,"Sample 15_Plate23.csv","NP","R2",188,"Green",2018-03-06,111,2018-03-22,"188_2018-03-06",-1.60718630166005,1,1
"Sample 16","Plate23.csv",23.8685,20.287,0.317490944752761,0.152735064736295,2,2,0.0224217496397152,"Sample 16_Plate23.csv","Control","R1",248,"Orange",2018-03-06,111,2018-03-22,"248_2018-03-06",-1.64933050105301,1,1
"Sample 17","Plate23.csv",22.946,20.771,0.0197989898732249,0.15132085117392,2,2,0.0594385474756403,"Sample 17_Plate23.csv","Control","R1",162,"Red and Orange",2018-03-06,111,2018-03-22,"162_2018-03-06",-1.22593181215162,1,1
"Sample 18","Plate23.csv",23.2555,20.633,0.123743686707646,0.0678822509939086,2,2,0.0435870287341618,"Sample 18_Plate23.csv","Control","R1",169,"Red and Orange",2018-03-06,111,2018-03-22,"169_2018-03-06",-1.36064273521125,1,1
"Sample 19","Plate23.csv",22.921,21.0025,0.0240416305603419,0.300520382004283,2,2,0.0710039291114669,"Sample 19_Plate23.csv","Control","R1",261,"Red and Orange",2018-03-06,111,2018-03-22,"261_2018-03-06",-1.14871761826381,1,1
"Sample 2","Plate23.csv",25.297,20.6845,0.295570634535976,0.0968736290225573,2,2,0.0109725501235864,"Sample 2_Plate23.csv","Control","R2",139,"F",2018-03-03,108,2018-03-22,"139_2018-03-03",-1.95969242658258,1,1
"Sample 20","Plate23.csv",23.469,20.658,0.144249783362056,0.0240416305603444,2,2,0.0382483857381775,"Sample 20_Plate23.csv","Control","R1",273,"Red and Orange",2018-03-06,111,2018-03-22,"273_2018-03-06",-1.41738688939391,1,1
"Sample 21","Plate23.csv",23.309,20.601,0.178190908859009,0.117379725676967,2,2,0.0410789373150541,"Sample 21_Plate23.csv","Control","R2",108,"Red and Yellow",2018-03-06,111,2018-03-22,"108_2018-03-06",-1.38638079984052,1,1
"Sample 22","Plate23.csv",23.0815,19.979,0.726198664278582,0.316783837971574,2,2,0.0312509242993839,"Sample 22_Plate23.csv","Control","R1",204,"Red and Yellow",2018-03-06,111,2018-03-22,"204_2018-03-06",-1.50513713312996,1,1
"Sample 3","Plate23.csv",24.1235,21.0095,0.198697005513419,0.19021172413918,2,2,0.0310028073712854,"Sample 3_Plate23.csv","N","R2",285,"Green",2018-02-26,103,2018-03-22,"285_2018-02-26",-1.5085989780801,1,1
"Sample 4","Plate23.csv",23.997,21.5755,0.00565685424949427,0.157684812204602,2,2,0.0501030649710582,"Sample 4_Plate23.csv","N","R2",126,"Green and Orange",2018-02-26,103,2018-03-22,"126_2018-02-26",-1.30013570608279,1,1
"Sample 5","Plate23.csv",27.9645,23.5015,0.325976226126997,0.156270598642227,2,2,0.0121705879125082,"Sample 5_Plate23.csv","NP","R2",155,"Orange",2018-03-01,106,2018-03-22,"155_2018-03-01",-1.91468844223081,1,1
"Sample 6","Plate23.csv",22.9,19.614,0.00141421356237231,0.265872149726143,2,2,0.0275184433099352,"Sample 6_Plate23.csv","Control","R1",291,"F",2018-03-06,111,2018-03-22,"291_2018-03-06",-1.5603761373343,1,1
"Sample 7","Plate23.csv",22.8655,20.6525,0.0502045814642459,0.173241161390702,2,2,0.0578933989572837,"Sample 7_Plate23.csv","Control","R1",176,"Green",2018-03-06,111,2018-03-22,"176_2018-03-06",-1.23737095198685,1,1
"Sample 8","Plate23.csv",22.433,19.6685,0.0551543289325528,0.0544472221513654,2,2,0.0395012651439354,"Sample 8_Plate23.csv","Control","R1",182,"Green",2018-03-06,111,2018-03-22,"182_2018-03-06",-1.40338899459554,1,1
"Sample 9","Plate23.csv",22.7705,19.8525,0.153442171517482,0.123743686707646,2,2,0.0355142707314262,"Sample 9_Plate23.csv","Control","R1",281,"Green",2018-03-06,111,2018-03-22,"281_2018-03-06",-1.44959709892996,1,1
"Sample 1","Plate24.csv",21.9325,19.905,0.357088924499206,0.13293607486307,2,2,0.0658370119890906,"Sample 1_Plate24.csv","Control","R1",143,"Yellow",2018-03-06,111,2018-03-22,"143_2018-03-06",-1.18152988779118,1,1
"Sample 10","Plate24.csv",23.832,22.024,0.108894444302728,0.183847763108503,2,2,0.0766560075444357,"Sample 10_Plate24.csv","Control","R2",166,"Red and Orange",2018-03-06,111,2018-03-22,"166_2018-03-06",-1.11545380374294,1,1
"Sample 11","Plate24.csv",25.2495,21.691,0.13081475451951,0.284256926036993,2,2,0.0227820703625944,"Sample 11_Plate24.csv","Control","R2",173,"Red and Orange",2018-03-06,111,2018-03-22,"173_2018-03-06",-1.64240681115274,1,1
"Sample 12","Plate24.csv",23.093,21.338,0.335168614282421,0.101823376490864,2,2,0.0795244704841215,"Sample 12_Plate24.csv","Control","R2",264,"Red and Orange",2018-03-06,111,2018-03-22,"264_2018-03-06",-1.09949921397275,1,1
"Sample 13","Plate24.csv",23.4725,20.9745,0.0926309883354379,0.0431335136523794,2,2,0.0475155213997089,"Sample 13_Plate24.csv","Control","R2",102,"Red and Yellow",2018-03-06,111,2018-03-22,"102_2018-03-06",-1.32316450075109,1,1
"Sample 15","Plate24.csv",23.2675,20.3865,0.0530330085889906,0.112429978208663,2,2,0.0364368656180297,"Sample 15_Plate24.csv","Control","R1",226,"Green and Orange",2018-03-06,111,2018-03-22,"226_2018-03-06",-1.43845898909039,1,1
"Sample 16","Plate24.csv",24.778,21.702,0.158391918985787,0.185261976670873,2,2,0.0318302582160696,"Sample 16_Plate24.csv","NP","R2",286,"Green",2018-03-06,111,2018-03-22,"286_2018-03-06",-1.49715983824487,1,1
"Sample 17","Plate24.csv",25.8925,22.104,0.309005663378522,0.138592929112564,2,2,0.0194247880978606,"Sample 17_Plate24.csv","NP","R2",128,"Green and Orange",2018-03-06,111,2018-03-22,"128_2018-03-06",-1.71164371015545,1,1
"Sample 18","Plate24.csv",24.42,21.143,0.0311126983722084,0.19233304448274,2,2,0.0276906488711025,"Sample 18_Plate24.csv","NP","R2",225,"Green and Orange",2018-03-06,111,2018-03-22,"225_2018-03-06",-1.55766686737333,1,1
"Sample 19","Plate24.csv",25.8705,21.7665,0.446184378928712,0.147785317267988,2,2,0.0156092244749276,"Sample 19_Plate24.csv","NP","R2",155,"Orange",2018-03-06,111,2018-03-22,"155_2018-03-06",-1.80661867378744,1,1
"Sample 2","Plate24.csv",22.2955,19.8315,0.0134350288425432,0.412243253431759,2,2,0.0486486193073333,"Sample 2_Plate24.csv","Control","R2",179,"Green",2018-03-06,111,2018-03-22,"179_2018-03-06",-1.31292948089851,1,1
"Sample 21","Plate24.csv",23.27,20.7435,0.142835569799681,0.287792459942925,2,2,0.0465860774501583,"Sample 21_Plate24.csv","Control","R1",105,"Red and Yellow",2018-03-06,111,2018-03-22,"105_2018-03-06",-1.33174385562751,1,1
"Sample 3","Plate24.csv",21.914,19.9525,0.100409162928489,0.0898025612106908,2,2,0.0689188610846632,"Sample 3_Plate24.csv","Control","R2",186,"Green",2018-03-06,111,2018-03-22,"186_2018-03-06",-1.16166190807736,1,1
"Sample 4","Plate24.csv",21.853,19.998,0.101823376490864,0.295570634535976,2,2,0.0741989545961804,"Sample 4_Plate24.csv","Control","R2",277,"Green",2018-03-06,111,2018-03-22,"277_2018-03-06",-1.12960221353915,1,1
"Sample 5","Plate24.csv",22.8235,20.9995,0.125157900270019,0.00494974746830686,2,2,0.0758105620273241,"Sample 5_Plate24.csv","Control","R2",119,"Green and Orange",2018-03-06,111,2018-03-22,"119_2018-03-06",-1.12027028367356,1,1
"Sample 6","Plate24.csv",21.8295,19.2965,0.136471608769002,0.40375797205752,2,2,0.0463766580159584,"Sample 6_Plate24.csv","Control","R2",125,"Green and Orange",2018-03-06,111,2018-03-22,"125_2018-03-06",-1.33370055059933,1,1
"Sample 7","Plate24.csv",22.4955,20.8065,0.030405591591021,0.108187337521541,2,2,0.083247033371362,"Sample 7_Plate24.csv","Control","R2",217,"Green and Orange",2018-03-06,111,2018-03-22,"217_2018-03-06",-1.07963123425893,1,1
"Sample 10","Plate25.csv",22.7785,22.9565,0.0926309883354379,0.0926309883354379,2,2,0.303662922649904,"Sample 10_Plate25.csv","Control","R1",129,"Green and Orange",2017-11-15,0,2018-03-23,"129_2017-11-15",-0.517608232354274,1,1
"Sample 11","Plate25.csv",22.914,22.709,0.0438406204335668,0.178190908859012,2,2,0.232861279426904,"Sample 11_Plate25.csv","Control","R1",220,"Green and Orange",2017-11-15,0,2018-03-23,"220_2017-11-15",-0.632902720693579,1,1
"Sample 12","Plate25.csv",23.657,23.2455,0.0579827560572974,0.152027957955108,2,2,0.201806237389838,"Sample 12_Plate25.csv","Control","R1",226,"Green and Orange",2017-11-15,0,2018-03-23,"226_2017-11-15",-0.695065414798191,1,1
"Sample 13","Plate25.csv",23.1205,23.048,0.253851334445972,0.0862670273047612,2,2,0.255260581193829,"Sample 13_Plate25.csv","Control","R1",149,"Orange",2017-11-15,0,2018-03-23,"149_2017-11-15",-0.5930162462681,1,1
"Sample 15","Plate25.csv",23.5865,23.747,0.0516187950266183,0.179605122421382,2,2,0.300001718655779,"Sample 15_Plate25.csv","Control","R1",248,"Orange",2017-11-15,0,2018-03-23,"248_2017-11-15",-0.522876257278394,1,1
"Sample 16","Plate25.csv",23.1805,21.938,0.101116269709674,0.0636396103067892,2,2,0.11344324969223,"Sample 16_Plate25.csv","Control","R1",162,"Red and Orange",2017-11-15,0,2018-03-23,"162_2017-11-15",-0.945221341194959,1,1
"Sample 17","Plate25.csv",23.4505,22.8395,0.0261629509039041,0.0516187950266183,2,2,0.175743431114947,"Sample 17_Plate25.csv","Control","R1",169,"Red and Orange",2017-11-15,0,2018-03-23,"169_2017-11-15",-0.755120898933154,1,1
"Sample 18","Plate25.csv",23.6075,22.383,0.0685893577750935,0.0707106781186558,2,2,0.114867507837329,"Sample 18_Plate25.csv","Control","R1",261,"Red and Orange",2017-11-15,0,2018-03-23,"261_2017-11-15",-0.939802801273008,1,1
"Sample 19","Plate25.csv",23.2845,21.8995,0.0883883476483184,0.159099025766974,2,2,0.102773674535102,"Sample 19_Plate25.csv","Control","R1",267,"Red and Orange",2017-11-15,0,2018-03-23,"267_2017-11-15",-0.988118115577077,1,1
"Sample 2","Plate25.csv",24.011,22.2185,0.200818325856979,0.283549819255805,2,2,0.0774840229683132,"Sample 2_Plate25.csv","Control","R1",291,"F",2017-11-15,0,2018-03-23,"291_2017-11-15",-1.11078783881015,1,1
"Sample 20","Plate25.csv",23.7455,22.2465,0.0643467170879766,0.0487903679018711,2,2,0.0949651951237375,"Sample 20_Plate25.csv","Control","R1",273,"Red and Orange",2017-11-15,0,2018-03-23,"273_2017-11-15",-1.02243553508277,1,1
"Sample 21","Plate25.csv",23.439,22.209,0.224859956417321,0.118793939239339,2,2,0.114430431012182,"Sample 21_Plate25.csv","Control","R1",105,"Red and Yellow",2017-11-15,0,2018-03-23,"105_2017-11-15",-0.941458466249159,1,1
"Sample 22","Plate25.csv",23.655,21.8405,0.646295598004503,0.226981276760883,2,2,0.0763114140820397,"Sample 22_Plate25.csv","Control","R1",204,"Red and Yellow",2017-11-15,0,2018-03-23,"204_2017-11-15",-1.11741049871476,1,1
"Sample 3","Plate25.csv",25.0555,25.265,0.317490944752761,0.0579827560572974,2,2,0.310366052486853,"Sample 3_Plate25.csv","Control","R1",176,"Green",2017-11-15,0,2018-03-23,"176_2017-11-15",-0.508125787490859,1,1
"Sample 4","Plate25.csv",22.8975,23.561,0.299106168441911,0.0862670273047587,2,2,0.425149654558215,"Sample 4_Plate25.csv","Control","R1",182,"Green",2017-11-15,0,2018-03-23,"182_2017-11-15",-0.371458169459411,1,1
"Sample 5","Plate25.csv",22.8975,23.5675,0.224152849636136,0.221324422511389,2,2,0.427069469480569,"Sample 5_Plate25.csv","Control","R1",189,"Green",2017-11-15,0,2018-03-23,"189_2017-11-15",-0.369501474487594,1,1
"Sample 6","Plate25.csv",22.7055,22.0795,0.0360624458405153,0.2679934700697,2,2,0.173925656424154,"Sample 6_Plate25.csv","Control","R1",281,"Green",2017-11-15,0,2018-03-23,"281_2017-11-15",-0.759636348868115,1,1
"Sample 7","Plate25.csv",22.4815,23.5435,0.197282791951047,0.219910208949016,2,2,0.560405364345022,"Sample 7_Plate25.csv","Control","R1",287,"Green",2017-11-15,0,2018-03-23,"287_2017-11-15",-0.251497716187313,1,1
"Sample 8","Plate25.csv",22.5905,23.191,0.152027957955108,0.271529003975635,2,2,0.406983629770169,"Sample 8_Plate25.csv","Control","R1",116,"Green and Orange",2017-11-15,0,2018-03-23,"116_2017-11-15",-0.390423059186241,1,1
"Sample 9","Plate25.csv",22.5595,23.3575,0.144956890143241,0.154856385079852,2,2,0.46669200929802,"Sample 9_Plate25.csv","Control","R1",122,"Green and Orange",2017-11-15,0,2018-03-23,"122_2017-11-15",-0.330969635042605,1,1
"Sample 1","Plate26.csv",23.6325,23.3905,0.146371103705616,0.0954594154601825,2,2,0.226965145880749,"Sample 1_Plate26.csv","Control","R1",143,"Yellow",2017-11-15,0,2018-03-23,"143_2017-11-15",-0.644040830533146,1,1
"Sample 10","Plate26.csv",23.095,22.1395,0.0325269119345807,0.226981276760883,2,2,0.138412166836429,"Sample 10_Plate26.csv","N","R1",123,"Green and Orange",2017-11-15,0,2018-03-23,"123_2017-11-15",-0.858825732439396,1,1
"Sample 11","Plate26.csv",22.9265,23.1615,0.393858477120906,0.251022907321222,2,2,0.315900619365541,"Sample 11_Plate26.csv","N","R1",130,"Green and Orange",2017-11-15,0,2018-03-23,"130_2017-11-15",-0.500449522601426,1,1
"Sample 12","Plate26.csv",22.657,23.063,0.448305699272271,0.0721248916810281,2,2,0.355653106666228,"Sample 12_Plate26.csv","N","R1",221,"Green and Orange",2017-11-15,0,2018-03-23,"221_2017-11-15",-0.448973393342885,1,1
"Sample 13","Plate26.csv",23.015,22.381,0.080610173055267,0.0664680374315363,2,2,0.172963876880728,"Sample 13_Plate26.csv","N","R1",227,"Green and Orange",2017-11-15,0,2018-03-23,"227_2017-11-15",-0.762044588833426,1,1
"Sample 14","Plate26.csv",23.3175,20.932,0.226981276760883,0.00282842712474713,2,2,0.0513690310326297,"Sample 14_Plate26.csv","N","R1",150,"Orange",2017-11-15,0,2018-03-23,"150_2017-11-15",-1.28929862623889,1,1
"Sample 15","Plate26.csv",22.882,22.464,0.0169705627484753,0.149906637611548,2,2,0.200899053304691,"Sample 15_Plate26.csv","N","R1",158,"Orange",2017-11-15,0,2018-03-23,"158_2017-11-15",-0.697022109770006,1,1
"Sample 16","Plate26.csv",23.3775,21.139,0.108187337521543,0.0254558441227167,2,2,0.0568791088017051,"Sample 16_Plate26.csv","N","R1",249,"Orange",2017-11-15,0,2018-03-23,"249_2017-11-15",-1.24504721687628,1,1
"Sample 17","Plate26.csv",22.455,23.4685,0.195161471607487,0.05727564927611,2,2,0.541879010418286,"Sample 17_Plate26.csv","N","R1",164,"Red and Orange",2017-11-15,0,2018-03-23,"164_2017-11-15",-0.266097670977017,1,1
"Sample 18","Plate26.csv",22.1305,22.2115,0.0643467170879741,0.41790010768125,2,2,0.28391730115438,"Sample 18_Plate26.csv","N","R1",170,"Red and Orange",2017-11-15,0,2018-03-23,"170_2017-11-15",-0.546808141933679,1,1
"Sample 19","Plate26.csv",22.391,22.5595,0.0466690475583114,0.374059487247684,2,2,0.301669902332044,"Sample 19_Plate26.csv","N","R1",262,"Red and Orange",2017-11-15,0,2018-03-23,"262_2017-11-15",-0.520468017313081,1,1
"Sample 2","Plate26.csv",23.221,21.4875,0.038183766184075,0.129400540957138,2,2,0.0807184717803625,"Sample 2_Plate26.csv","N","R1",146,"F",2017-11-15,0,2018-03-23,"146_2017-11-15",-1.09302706906597,1,1
"Sample 20","Plate26.csv",21.9195,22.573,0.241123412384613,0.118793939239339,2,2,0.422212931379412,"Sample 20_Plate26.csv","N","R1",268,"Red and Orange",2017-11-15,0,2018-03-23,"268_2017-11-15",-0.37446846941605,1,1
"Sample 21","Plate26.csv",22.783,21.44,0.0608111831820446,0.291327993848857,2,2,0.105809617455687,"Sample 21_Plate26.csv","N","R1",274,"Red and Orange",2017-11-15,0,2018-03-23,"274_2017-11-15",-0.975474855759189,1,1
"Sample 22","Plate26.csv",22.3665,21.8945,0.00494974746830686,0.0756604255869601,2,2,0.193518402593131,"Sample 22_Plate26.csv","N","R1",106,"Red and Yellow",2017-11-15,0,2018-03-23,"106_2017-11-15",-0.713277729535862,1,1
"Sample 3","Plate26.csv",23.1355,21.4135,0.215667568261897,0.181726442764944,2,2,0.0813644655130945,"Sample 3_Plate26.csv","N","R1",239,"F",2017-11-15,0,2018-03-23,"239_2017-11-15",-1.08956522411584,1,1
"Sample 4","Plate26.csv",22.624,22.9905,0.202232539419351,0.210010714012405,2,2,0.346047663962707,"Sample 4_Plate26.csv","N","R1",177,"Green",2017-11-15,0,2018-03-23,"177_2017-11-15",-0.460864078171615,1,1
"Sample 5","Plate26.csv",22.9445,22.702,0.190211724139183,0.164048773235281,2,2,0.22688649938446,"Sample 5_Plate26.csv","N","R1",183,"Green",2017-11-15,0,2018-03-23,"183_2017-11-15",-0.644191345530978,1,1
"Sample 6","Plate26.csv",23.168,22.081,0.053740115370178,0.091923881554253,2,2,0.126353950004027,"Sample 6_Plate26.csv","N","R1",190,"Green",2017-11-15,0,2018-03-23,"190_2017-11-15",-0.89841117686921,1,1
"Sample 7","Plate26.csv",23.2435,22.865,0.0275771644662764,0.0240416305603444,2,2,0.206475523099665,"Sample 7_Plate26.csv","N","R1",282,"Green",2017-11-15,0,2018-03-23,"282_2017-11-15",-0.685131424941279,1,1
"Sample 8","Plate26.csv",23.033,22.559,0.0622253967444169,0.158391918985787,2,2,0.193250314989944,"Sample 8_Plate26.csv","N","R1",288,"Green",2017-11-15,0,2018-03-23,"288_2017-11-15",-0.71387978952719,1,1
"Sample 9","Plate26.csv",23.7175,21.8235,0.0106066017177986,0.246780266634105,2,2,0.0722200220402959,"Sample 9_Plate26.csv","N","R1",117,"Green and Orange",2017-11-15,0,2018-03-23,"117_2017-11-15",-1.14134238337004,1,1
"Sample 1","Plate27.csv",22.833,21.706,0.186676190233248,0.140007142674937,2,2,0.122898794596501,"Sample 1_Plate27.csv","N","R1",206,"Red and Yellow",2017-11-15,0,2018-03-28,"206_2017-11-15",-0.910452376695769,1,1
"Sample 10","Plate27.csv",22.3965,22.467,0.068589357775096,0.100409162928489,2,2,0.281858439480406,"Sample 10_Plate27.csv","NP","R1",289,"Green",2017-11-15,0,2018-03-28,"289_2017-11-15",-0.549968956888152,1,1
"Sample 11","Plate27.csv",23.4515,23.688,0.118086832458155,0.0523259018078057,2,2,0.316229238607539,"Sample 11_Plate27.csv","NP","R1",118,"Green and Orange",2017-11-15,0,2018-03-28,"118_2017-11-15",-0.49999797760793,1,1
"Sample 12","Plate27.csv",22.384,22.8485,0.0367695526217002,0.00494974746830686,2,2,0.370370903856221,"Sample 12_Plate27.csv","NP","R1",124,"Green and Orange",2017-11-15,0,2018-03-28,"124_2017-11-15",-0.431363138596543,1,1
"Sample 13","Plate27.csv",22.3465,21.607,0.0671751442127212,0.0961665222413699,2,2,0.160766940385272,"Sample 13_Plate27.csv","NP","R1",216,"Green and Orange",2017-11-15,0,2018-03-28,"216_2017-11-15",-0.793803253375976,1,1
"Sample 14","Plate27.csv",22.452,22.4715,0.0127279220613558,0.00777817459305148,2,2,0.272068657312248,"Sample 14_Plate27.csv","NP","R1",222,"Green and Orange",2017-11-15,0,2018-03-28,"222_2017-11-15",-0.565321486667014,1,1
"Sample 15","Plate27.csv",21.855,22.263,0.0282842712474613,0.124450793488831,2,2,0.356146488469704,"Sample 15_Plate27.csv","NP","R1",228,"Green and Orange",2017-11-15,0,2018-03-28,"228_2017-11-15",-0.448371333351559,1,1
"Sample 16","Plate27.csv",23.5675,22.6045,0.00636396103067917,0.0289913780286487,2,2,0.137694483903386,"Sample 16_Plate27.csv","NP","R1",151,"Orange",2017-11-15,0,2018-03-28,"151_2017-11-15",-0.861083457406875,1,1
"Sample 17","Plate27.csv",23.0135,21.9145,0.106773123959169,0.119501046020527,2,2,0.125307326213863,"Sample 17_Plate27.csv","NP","R1",159,"Orange",2017-11-15,0,2018-03-28,"159_2017-11-15",-0.902023536817179,1,1
"Sample 18","Plate27.csv",23.4345,22.2735,0.217081781824272,0.0487903679018711,2,2,0.12003630088158,"Sample 18_Plate27.csv","NP","R1",250,"Orange",2017-11-15,0,2018-03-28,"250_2017-11-15",-0.920687396548345,1,1
"Sample 19","Plate27.csv",22.368,22.4815,0.0791959594928921,0.0388908729652599,2,2,0.290385771635873,"Sample 19_Plate27.csv","NP","R1",165,"Red and Orange",2017-11-15,0,2018-03-28,"165_2017-11-15",-0.537024667074601,1,1
