"Sample.Name","File.Name","A.CT.mean","Acer.CT.mean","A.CT.sd","Acer.CT.sd","A.reps","Acer.reps","A.Acer","Sample.Plate","Treatment","Replicate","Fragment","Genotype","Date","Days","qPCR_Date","Sample","logA.SH","RanA","RanB"
"Sample 13","Plate7.csv",22.8935,20.816,0.127986327394766,0.182433549546129,2,2,0.063594361668123,"Sample 13_Plate7.csv","Control","R2",223,"Green and Orange",2017-12-14,29,2018-04-24,"223_2017-12-14",-1.19658138757438,1,1
"Sample 16","Plate7.csv",22.352,20.0115,0.233345237791559,0.238294985259866,2,2,0.0529965652533735,"Sample 16_Plate7.csv","Control","R2",166,"Red and Orange",2017-12-14,29,2018-04-24,"166_2017-12-14",-1.27575227643401,1,1
"Sample 17","Plate7.csv",22.3335,19.8545,0.0219203102167821,0.0176776695296652,2,2,0.0481454299229118,"Sample 17_Plate7.csv","Control","R2",173,"Red and Orange",2017-12-14,29,2018-04-24,"173_2017-12-14",-1.31744493083347,1,1
"Sample 18","Plate7.csv",22.3455,20.231,0.139300035893749,0.0834386001800116,2,2,0.0619841289574698,"Sample 18_Plate7.csv","Control","R2",264,"Red and Orange",2017-12-14,29,2018-04-24,"264_2017-12-14",-1.20771949741395,1,1
"Sample 19","Plate7.csv",22.7245,21.1435,0.0700035713374683,0.252437120883597,2,2,0.0897180870908734,"Sample 19_Plate7.csv","Control","R2",270,"Red and Orange",2017-12-14,29,2018-04-24,"270_2017-12-14",-1.04711999472722,1,1
"Sample 2","Plate7.csv",23.393,22.2625,0.13717871555019,0.173241161390705,2,2,0.122601001632286,"Sample 2_Plate7.csv","Control","R2",139,"F",2017-12-14,29,2018-04-24,"139_2017-12-14",-0.911505981680592,1,1
"Sample 20","Plate7.csv",22.549,20.233,0.186676190233248,0.336582827844796,2,2,0.0539042438714916,"Sample 20_Plate7.csv","Control","R2",102,"Red and Yellow",2017-12-14,29,2018-04-24,"102_2017-12-14",-1.26837704154024,1,1
"Sample 21","Plate7.csv",22.6085,19.849,0.714884955779599,0.156977705423414,2,2,0.0396384036023223,"Sample 21_Plate7.csv","Control","R2",108,"Red and Yellow",2017-12-14,29,2018-04-24,"108_2017-12-14",-1.40188384461722,1,1
"Sample 22","Plate7.csv",22.5435,21.8555,0.180312229202569,0.465983368801934,2,2,0.166609511641197,"Sample 22_Plate7.csv","Control","R2",231,"Yellow",2017-12-14,29,2018-04-24,"231_2017-12-14",-0.778300208599282,1,1
"Sample 3","Plate7.csv",24.2655,21.7595,0.045961940777124,0.210010714012405,2,2,0.0472527685809644,"Sample 3_Plate7.csv","Control","R2",192,"F",2017-12-14,29,2018-04-24,"192_2017-12-14",-1.3255727407164,1,1
"Sample 4","Plate7.csv",23.2475,20.8525,0.0431335136523794,0.127986327394766,2,2,0.0510318824546492,"Sample 4_Plate7.csv","Control","R2",241,"F",2017-12-14,29,2018-04-24,"241_2017-12-14",-1.2921584111977,1,1
"Sample 5","Plate7.csv",22.976,22.7185,0.40163665171396,0.194454364826302,2,2,0.224539734366575,"Sample 5_Plate7.csv","Control","R2",179,"Green",2017-12-14,29,2018-04-24,"179_2017-12-14",-0.648706795465937,1,1
"Sample 6","Plate7.csv",22.5165,20.839,0.118086832458155,0.155563491861042,2,2,0.0839132633016407,"Sample 6_Plate7.csv","Control","R2",186,"Green",2017-12-14,29,2018-04-24,"186_2017-12-14",-1.07616938930879,1,1
"Sample 7","Plate7.csv",23.462,22.1,0.140007142674937,0.272943217538007,2,2,0.104425262180869,"Sample 7_Plate7.csv","Control","R2",277,"Green",2017-12-14,29,2018-04-24,"277_2017-12-14",-0.981194425676804,1,1
"Sample 8","Plate7.csv",22.1955,20.6445,0.0770746391493349,0.0756604255869601,2,2,0.0916032548150359,"Sample 8_Plate7.csv","Control","R2",284,"Green",2017-12-14,29,2018-04-24,"284_2017-12-14",-1.0380890948573,1,1
"Sample 9","Plate7.csv",22.853,21.349,0.0367695526217002,0.0933380951166228,2,2,0.0946366405081091,"Sample 9_Plate7.csv","Control","R2",290,"Green",2017-12-14,29,2018-04-24,"290_2017-12-14",-1.02394068506109,1,1
"Sample 1","Plate8.csv",22.548,23.071,0.0636396103067892,0.197989898732232,2,2,0.385697759564375,"Sample 1_Plate8.csv","N","R1",146,"F",2017-12-14,29,2018-04-25,"146_2017-12-14",-0.413752883850201,1,1
"Sample 10","Plate8.csv",22.507,20.3615,0.0367695526217002,0.0869741340859436,2,2,0.0606664486742814,"Sample 10_Plate8.csv","N","R1",130,"Green and Orange",2017-12-14,29,2018-04-25,"130_2017-12-14",-1.21705142727953,1,1
"Sample 11","Plate8.csv",23.2565,20.5395,0.0728319984622155,0.0968736290225573,2,2,0.0408234712374831,"Sample 11_Plate8.csv","N","R1",221,"Green and Orange",2017-12-14,29,2018-04-25,"221_2017-12-14",-1.3890900698015,1,1
"Sample 12","Plate8.csv",23.0735,20.4935,0.0388908729652599,0.0148492424049181,2,2,0.0448901482438145,"Sample 12_Plate8.csv","N","R1",227,"Green and Orange",2017-12-14,29,2018-04-25,"227_2017-12-14",-1.34784896039553,1,1
"Sample 13","Plate8.csv",23.3485,20.559,0.13081475451951,0.0523259018078057,2,2,0.0388226570520571,"Sample 13_Plate8.csv","N","R1",150,"Orange",2017-12-14,29,2018-04-25,"150_2017-12-14",-1.41091474448714,1,1
"Sample 14","Plate8.csv",22.7935,20.4875,0.00494974746830686,0.259508188695464,2,2,0.0542791775380091,"Sample 14_Plate8.csv","N","R1",158,"Orange",2017-12-14,29,2018-04-25,"158_2017-12-14",-1.2653667415836,1,1
"Sample 15","Plate8.csv",22.467,19.364,0.17394826817189,0.11455129855222,2,2,0.0312400954309583,"Sample 15_Plate8.csv","N","R1",249,"Orange",2017-12-14,29,2018-04-25,"249_2017-12-14",-1.5052876481278,1,1
"Sample 16","Plate8.csv",24.1375,21.009,0.371231060122936,0.0226274169979695,2,2,0.0306927701430038,"Sample 16_Plate8.csv","N","R1",164,"Red and Orange",2017-12-14,29,2018-04-25,"164_2017-12-14",-1.51296391301723,1,1
"Sample 17","Plate8.csv",22.434,19.3355,0.131521861300698,0.111015764646288,2,2,0.0313376904875506,"Sample 17_Plate8.csv","N","R1",170,"Red and Orange",2017-12-14,29,2018-04-25,"170_2017-12-14",-1.50393301314731,1,1
"Sample 18","Plate8.csv",23.023,19.3295,0.125865007051204,0.163341666454094,2,2,0.0207469442259845,"Sample 18_Plate8.csv","N","R1",262,"Red and Orange",2017-12-14,29,2018-04-25,"262_2017-12-14",-1.68304586056738,1,1
"Sample 19","Plate8.csv",22.887,19.7465,0.121622366364087,0.0261629509039016,2,2,0.0304385336635216,"Sample 19_Plate8.csv","N","R1",268,"Red and Orange",2017-12-14,29,2018-04-25,"268_2017-12-14",-1.5165762729652,1,1
"Sample 2","Plate8.csv",24.3625,20.5185,1.23814397385765,0.0742462120245878,2,2,0.0186917139043424,"Sample 2_Plate8.csv","N","R1",239,"F",2017-12-14,29,2018-04-25,"239_2017-12-14",-1.7283508749148,1,1
"Sample 20","Plate8.csv",22.7195,19.703,0.102530483272052,0.104651803615609,2,2,0.0331704563524993,"Sample 20_Plate8.csv","N","R1",274,"Red and Orange",2017-12-14,29,2018-04-25,"274_2017-12-14",-1.47924855350286,1,1
"Sample 21","Plate8.csv",23.9515,19.9655,0.126572113832393,0.313248304065642,2,2,0.0169395888724878,"Sample 21_Plate8.csv","N","R1",106,"Red and Yellow",2017-12-14,29,2018-04-25,"106_2017-12-14",-1.77109713429909,1,1
"Sample 22","Plate8.csv",23.7995,19.8595,0.253851334445969,0.0700035713374683,2,2,0.0174884067436446,"Sample 22_Plate8.csv","N","R1",206,"Red and Yellow",2017-12-14,29,2018-04-25,"206_2017-12-14",-1.75724975449855,1,1
"Sample 3","Plate8.csv",23.2455,20.4715,0.0530330085889931,0.0247487373415293,2,2,0.0392420078617948,"Sample 3_Plate8.csv","N","R1",177,"Green",2017-12-14,29,2018-04-25,"177_2017-12-14",-1.40624877955435,1,1
"Sample 4","Plate8.csv",23.138,20.7195,0.214960461480709,0.275064537881569,2,2,0.0502073597656073,"Sample 4_Plate8.csv","N","R1",183,"Green",2017-12-14,29,2018-04-25,"183_2017-12-14",-1.2992326160958,1,1
"Sample 5","Plate8.csv",22.0625,19.616,0.0134350288425432,0.00848528137423889,2,2,0.0492423243038071,"Sample 5_Plate8.csv","N","R1",190,"Green",2017-12-14,29,2018-04-25,"190_2017-12-14",-1.30766145597439,1,1
"Sample 6","Plate8.csv",22.955,20.4185,0.0197989898732249,0.105358910396794,2,2,0.0462642839076009,"Sample 6_Plate8.csv","N","R1",282,"Green",2017-12-14,29,2018-04-25,"282_2017-12-14",-1.33475415558415,1,1
"Sample 7","Plate8.csv",22.456,20.647,0.0749533188057752,0.0919238815542505,2,2,0.0766028920594841,"Sample 7_Plate8.csv","N","R1",288,"Green",2017-12-14,29,2018-04-25,"288_2017-12-14",-1.1157548337386,1,1
"Sample 8","Plate8.csv",22.522,20.325,0.0494974746830585,0.0664680374315363,2,2,0.0585390308232121,"Sample 8_Plate8.csv","N","R1",117,"Green and Orange",2017-12-14,29,2018-04-25,"117_2017-12-14",-1.23255447205623,1,1
"Sample 9","Plate8.csv",22.6245,20.987,0.446184378928712,0.603869191133313,2,2,0.0862723862402481,"Sample 9_Plate8.csv","N","R1",123,"Green and Orange",2017-12-14,29,2018-04-25,"123_2017-12-14",-1.06412818948223,1,1
"Sample 1","Plate9.csv",22.887,19.5845,0.137178715550192,0.0770746391493324,2,2,0.0272055097523532,"Sample 1_Plate9.csv","N","R1",144,"Yellow",2017-12-14,29,2018-04-25,"144_2017-12-14",-1.56534313226276,1,1
"Sample 10","Plate9.csv",22.3,19.7275,0.161220346110534,0.119501046020527,2,2,0.0451241219829438,"Sample 10_Plate9.csv","N","R2",218,"Green and Orange",2017-12-14,29,2018-04-25,"218_2017-12-14",-1.34559123542805,1,1
"Sample 11","Plate9.csv",23.1205,19.9985,0.0134350288425432,0.168998520703583,2,2,0.0308313670758654,"Sample 11_Plate9.csv","N","R2",224,"Green and Orange",2017-12-14,29,2018-04-25,"224_2017-12-14",-1.51100721804541,1,1
"Sample 12","Plate9.csv",22.936,20.725,0.00565685424949427,0.080610173055267,2,2,0.0579737119056357,"Sample 12_Plate9.csv","N","R2",230,"Green and Orange",2017-12-14,29,2018-04-25,"230_2017-12-14",-1.23676889199552,1,1
"Sample 13","Plate9.csv",23.519,20.802,0.0523259018078057,0.22910259710444,2,2,0.0408234712374831,"Sample 13_Plate9.csv","N","R2",154,"Orange",2017-12-14,29,2018-04-25,"154_2017-12-14",-1.3890900698015,1,1
"Sample 14","Plate9.csv",23.6025,21.5885,0.44052752467922,0.0431335136523794,2,2,0.0664559724093365,"Sample 14_Plate9.csv","N","R2",246,"Orange",2017-12-14,29,2018-04-25,"246_2017-12-14",-1.17746598284972,1,1
"Sample 15","Plate9.csv",24.536,20.942,0.519016377390925,0.103237590053237,2,2,0.0222283191666392,"Sample 15_Plate9.csv","N","R2",299,"Orange",2017-12-14,29,2018-04-25,"299_2017-12-14",-1.65309337599881,1,1
"Sample 16","Plate9.csv",22.7525,19.996,0.265165042944955,0.463862048458377,2,2,0.0397209151046095,"Sample 16_Plate9.csv","N","R2",167,"Red and Orange",2017-12-14,29,2018-04-25,"167_2017-12-14",-1.40098075463023,1,1
"Sample 17","Plate9.csv",23.073,19.673,0.110308657865101,0.0608111831820446,2,2,0.0254276627769785,"Sample 17_Plate9.csv","N","R2",174,"Red and Orange",2017-12-14,29,2018-04-25,"174_2017-12-14",-1.59469355684,1,1
"Sample 19","Plate9.csv",22.8465,19.4775,0.374059487247684,0.00494974746830686,2,2,0.0259799537157258,"Sample 19_Plate9.csv","N","R2",271,"Red and Orange",2017-12-14,29,2018-04-25,"271_2017-12-14",-1.58536162697441,1,1
"Sample 2","Plate9.csv",22.8735,19.0635,0.0374766594028851,0.234052344572747,2,2,0.0191374533446561,"Sample 2_Plate9.csv","N","R2",236,"F",2017-12-14,29,2018-04-25,"236_2017-12-14",-1.71811585506223,1,1
"Sample 20","Plate9.csv",24.1655,20.9295,0.0289913780286487,0.084145706961199,2,2,0.0284888791174934,"Sample 20_Plate9.csv","N","R2",103,"Red and Yellow",2017-12-14,29,2018-04-25,"103_2017-12-14",-1.54532463755111,1,1
"Sample 21","Plate9.csv",23.4635,20.484,0.287792459942925,0.161220346110531,2,2,0.0340321632885237,"Sample 21_Plate9.csv","N","R2",109,"Red and Yellow",2017-12-14,29,2018-04-25,"109_2017-12-14",-1.46811044366329,1,1
"Sample 22","Plate9.csv",23.669,20.2865,0.214960461480712,0.234052344572749,2,2,0.0257379805342815,"Sample 22_Plate9.csv","N","R2",232,"Yellow",2017-12-14,29,2018-04-25,"232_2017-12-14",-1.58942553191588,1,1
"Sample 3","Plate9.csv",22.4055,19.5515,0.130814754519513,0.284964032818178,2,2,0.037125201610517,"Sample 3_Plate9.csv","N","R2",242,"F",2017-12-14,29,2018-04-25,"242_2017-12-14",-1.43033117920746,1,1
"Sample 4","Plate9.csv",22.36,19.585,0.104651803615609,0.00565685424949176,2,2,0.0392148167994788,"Sample 4_Plate9.csv","N","R2",180,"Green",2017-12-14,29,2018-04-25,"180_2017-12-14",-1.40654980955001,1,1
"Sample 5","Plate9.csv",22.8485,19.4575,0.8619631662664,0.234052344572747,2,2,0.0255867846025979,"Sample 5_Plate9.csv","N","R2",187,"Green",2017-12-14,29,2018-04-25,"187_2017-12-14",-1.59198428687902,1,1
"Sample 6","Plate9.csv",22.6375,19.6985,0.119501046020527,0.225567063198508,2,2,0.0350010659712423,"Sample 6_Plate9.csv","N","R2",278,"Green",2017-12-14,29,2018-04-25,"278_2017-12-14",-1.4559187288389,1,1
"Sample 7","Plate9.csv",23.2945,20.2365,0.193040151263927,0.0473761543394988,2,2,0.0322298809758888,"Sample 7_Plate9.csv","N","R2",285,"Green",2017-12-14,29,2018-04-25,"285_2017-12-14",-1.49174129832292,1,1
"Sample 8","Plate9.csv",23.4375,20.458,0.238294985259869,0.125865007051206,2,2,0.0340321632885237,"Sample 8_Plate9.csv","N","R2",120,"Green and Orange",2017-12-14,29,2018-04-25,"120_2017-12-14",-1.46811044366329,1,1
"Sample 9","Plate9.csv",23.428,20.496,0.207889393668845,0.452548339959391,2,2,0.0351713048707676,"Sample 9_Plate9.csv","N","R2",126,"Green and Orange",2017-12-14,29,2018-04-25,"126_2017-12-14",-1.45381151886925,1,1
